ethnic_group,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
White,Other,D,D,50.98352876825382,B,121.67051509566784,130.6911251510325,-46.422004132525316,A,43.051691387730465,A,B,C,E,144.22521112659516,0
Hispanic,Other,B,D,108.75678536842128,C,82.84107477546641,-54.585676724009716,10.930607109932959,C,90.53333764734045,A,B,A,A,-92.42651841296524,0
Black,Muslim,A,D,69.86446752782818,D,-1.048119770410411,155.5648949735805,-58.72345227720087,A,33.486545433914316,A,E,B,A,-73.97626726015703,1
Asian,Buddhist,E,B,-126.67796969535112,A,64.57909763976808,70.31678175079419,-24.467430207192308,D,-40.99105318830244,A,A,D,C,-1.070826383481998,0
Other,Other,B,A,-251.2389190645996,C,-33.641691307849634,10.822147738992012,-108.31552536202345,E,42.26561054047907,D,D,E,D,-112.17614453649527,1
Black,None,C,E,-165.96398805152316,C,-23.625310579786863,-59.70064040358491,-64.61125209435536,D,-29.168907074078504,D,B,A,E,-48.51109331898753,0
Black,Buddhist,E,B,198.7785217150401,B,64.12768469634459,-13.252606879305878,3.544810230327993,D,-72.25212214568926,C,B,C,A,18.392277764695592,1
Other,None,E,E,-153.37221683217496,C,94.48748671781783,-95.87641730410269,-9.179716242701371,D,-42.148794409692,B,C,B,C,57.950395551437715,1
Hispanic,Muslim,E,E,-48.93365498306984,A,-309.1128789791354,-21.099536004618923,-0.19259570523974923,C,-114.21978589426854,A,C,B,C,156.83004705615778,1
Other,Other,B,A,-16.896231814380975,A,-95.24252700155239,-29.098745692041124,49.196152570218274,E,-47.105464924347494,A,A,B,A,70.61453466148284,0
African American,Other,A,A,-129.77219169310038,B,-121.85380564453064,74.86270565548637,7.34431771239159,C,2.3685261882463284,B,D,E,C,43.48375695075548,1
African American,Jewish,C,C,67.68839244321886,D,21.664749021948975,-176.90291130907664,30.888800744184607,C,20.20392787860802,C,A,D,B,-21.548868627833393,0
Hispanic,Muslim,A,C,-103.44299721584076,C,199.31197100172244,-36.01314493301661,44.60190582924704,E,46.82935473710397,E,C,C,A,164.82158071965003,0
African American,Hindu,A,E,-4.786894370678841,B,8.677516825218714,55.21863508655077,53.09225289219456,B,10.306972039575555,C,C,C,C,57.57141497644705,1
Hispanic,Christian,D,A,-34.11591541144322,E,-26.01247735514666,131.3146433220766,-182.35013449005143,C,-35.51056033000573,E,C,A,A,61.71441050662326,0
Hispanic,Other,E,A,-57.459784395318124,C,-172.22317900753166,95.34926530459066,-83.51444791701064,E,11.202935654092958,C,E,E,A,14.15249247795857,1
African American,None,C,D,78.03927326103228,A,-135.70205287719622,-57.067244681009285,-146.87275903627952,D,-5.441104256191139,B,C,D,C,-3.844389040886994,0
White,Jewish,D,D,87.61984472632462,C,-143.2379165148721,123.08787033468766,-51.07551000223509,B,-68.03060769738842,A,C,E,D,-16.605190760893095,1
White,Other,C,C,207.17487470682693,A,109.45617416938975,-34.96956772823718,193.4632076574619,E,-89.0264747891466,E,C,A,B,-72.80985227258084,0
Black,Muslim,A,B,89.4433235784118,D,79.77851817039453,77.22523621579039,99.01003746464939,B,133.47451192345906,C,C,D,A,42.18972986361343,0
Other,Muslim,B,C,72.05810116429738,E,65.33926760475669,-182.38027517280005,-77.43377013607274,E,282.7994871733685,B,A,A,A,-2.7284465018732016,1
Asian,Jewish,B,C,146.75096964574138,C,-243.4308721399973,24.56624796326059,34.164450063569355,D,173.0719215450671,B,E,E,E,81.98644511479078,0
Black,None,B,E,14.512981576836237,C,58.41170818785895,50.0083758148418,120.52180002981711,C,-66.51740658523715,B,A,C,C,119.37112279513605,0
African American,None,B,C,-57.17803729656311,C,125.26943855155059,30.0146088153161,-23.60614749846273,B,-160.96292052804625,A,B,E,D,-75.66737435986724,1
African American,None,C,E,-21.626710645906037,B,-108.34683494906446,23.807420668933126,22.12270884919424,A,41.38515520865585,C,B,C,C,27.961702880203653,1
Asian,Buddhist,D,E,11.677262350048064,C,100.32382071935872,-91.54350980009649,-12.453817990448101,B,-10.363102746392384,B,D,E,C,84.20298346110931,1
White,Christian,D,E,17.49955217854811,A,79.89088236514985,-100.47629148552883,-79.70384310482387,A,232.87047896251897,C,D,E,A,32.11766988350447,1
African American,Other,E,A,-89.56432407695806,C,26.344626707465522,28.052133385506107,139.2376282520778,A,-46.18666669790802,B,D,A,B,-2.5049482698877705,1
White,Christian,B,D,-0.10122425711334962,D,-97.01322222533987,-75.79578440770626,56.64143843897763,A,-123.69523179380397,C,A,A,D,-19.94821231864983,1
Hispanic,Jewish,B,A,44.61354212359556,D,18.36054406373984,-62.6674581090248,10.066927600546148,C,139.59632978428377,B,B,A,B,-27.267923321019754,0
African American,None,A,B,50.29965962607671,B,19.23019737304711,69.34095813690159,140.44750778458092,B,-131.9245112753714,A,E,E,E,58.7650255395191,0
Asian,Muslim,E,E,-31.38925450700536,B,-206.45501171706493,39.68793337443533,97.75994201799963,E,-67.9541745124159,D,D,B,B,83.77490837465022,1
Hispanic,Buddhist,E,D,101.19665457519899,B,-104.7206473186234,-110.52844182064305,-110.46163952981092,B,-26.991356870510042,A,E,D,A,-96.41407815092498,1
African American,Muslim,A,B,19.732847637146495,C,14.475901220017729,-35.97183578985794,34.00710877870569,C,161.41198623787116,E,A,D,C,-96.44232709389215,0
Black,Christian,B,D,-256.5385757497366,D,5.820912223993596,210.2574317004538,82.37300324456331,E,-143.76480535674133,E,E,E,C,-137.21868040035315,0
Hispanic,Hindu,D,D,-18.385886374943503,E,-30.8926401411582,-98.83977797215687,156.45530397249266,E,13.876163164947188,C,D,C,E,-42.41470450973145,0
African American,Christian,B,D,4.765697347519216,B,-52.61572962760703,3.591753849773749,45.86175083475223,E,-22.216272617621392,E,D,A,D,-33.87120927012363,0
Asian,Muslim,D,C,219.0833482745925,E,36.900046715878055,132.62425172161284,33.48804643619607,B,2.9211016906593135,E,C,E,E,-66.86068224187139,1
African American,Jewish,A,C,-147.74840751201936,C,-3.5767219800013494,-180.96946805533756,-47.148712584199956,E,-53.228284494637364,E,C,D,C,84.41690871445513,1
White,Christian,A,D,-76.17214727406002,D,74.04559311277052,-15.621978189896168,63.07217911166586,E,58.81414707470935,A,A,B,B,147.52288961917654,0
Black,Jewish,B,D,-30.354627909768773,E,131.620229542882,71.32710583474204,130.52784378433844,C,101.19058375842332,E,C,B,B,5.8468303221111695,0
White,Christian,B,C,36.81351604728037,A,-99.3186793257934,97.13642719414301,21.590353609290798,C,97.81954377379246,D,C,C,D,-106.72071970056759,1
Black,Jewish,E,A,-352.06112587880364,E,-121.28154651513874,77.81193591767341,116.51593910875518,C,-98.41887828679089,C,C,A,E,-110.2718956547518,0
Black,Jewish,C,E,-28.00499046597484,A,-85.53092819288108,-93.71987856154391,75.06634692728011,D,41.25415110461708,B,A,A,D,77.96208359690996,0
Black,Buddhist,E,A,41.224304889203125,D,71.36032446809969,238.6688994995166,137.0780453115226,D,39.43657402668636,C,C,D,B,-7.576545747907228,0
Black,Other,B,D,-144.08709485973543,C,68.72163508656786,162.7609552242754,129.20649456452003,D,8.81403139250754,A,A,B,E,-25.84885892397048,1
African American,Jewish,E,C,62.32971989521279,D,-95.181804320195,-115.25825546866454,47.237760032603155,D,-68.28122028964856,B,A,B,D,-71.60139554679597,0
Black,Hindu,D,B,41.08498680674776,C,-55.99846528056895,-99.12275795615739,33.61619473265868,C,-33.76599191501991,E,D,C,B,35.71344001409438,0
White,None,C,C,-149.4093049593469,D,5.981138822168491,7.571299103679574,53.930855280997555,C,161.51281910372944,D,B,D,E,-61.1611151156666,1
White,Other,D,D,17.406865080473132,E,205.82415640949958,-265.01456469024964,47.476665973641346,A,-43.589796153040496,A,A,C,D,34.276306125869624,0
White,Muslim,B,C,-59.04747334256768,E,15.291937606298475,-59.35552856649541,17.945499495403425,E,97.71651376695134,C,A,E,C,59.134882728123216,1
Black,Jewish,C,E,-15.256428821429507,D,-16.289857391549603,-152.6671547814577,-126.21038207031803,D,77.93164179283512,E,D,E,B,26.29099426083141,1
Hispanic,None,D,C,37.82327369601497,B,-102.1976867679414,145.71811690318722,-0.4251743024519708,C,-5.202679899053521,E,C,B,B,108.62658142687019,1
Other,Jewish,D,E,-45.87181561525676,B,-64.99742309471277,79.01990683766337,19.69238317325934,C,-15.96093808063859,E,B,A,B,-8.914485066592489,1
Asian,None,B,B,114.4378934840583,C,-193.57079342179716,89.16162881615078,147.585337158502,A,-5.826737300761271,A,A,D,B,-153.0698643273216,1
Other,Other,E,B,168.54332187933943,D,90.55878321268132,-38.11987119918304,-155.0963763012187,E,-68.98207931279643,A,C,B,E,-41.19230109176556,0
Asian,Buddhist,C,A,-174.21204106614874,C,82.2377219260609,102.68000157470489,-102.38915424953123,E,109.62325822991178,E,D,B,B,-23.729421194605855,0
Asian,Buddhist,D,D,-63.9276941456297,A,-0.7416239422200482,-28.770125772292705,180.7934295174632,A,-189.4445965169511,C,D,C,E,37.32961075535465,1
African American,Buddhist,B,C,-112.98494759380529,B,41.267713488502835,-215.23128480799835,-29.72761295024694,E,126.66331479818244,A,B,B,C,-4.859008027050478,1
African American,None,D,E,-114.54300121652885,D,-32.888553904368294,-19.824570253009654,47.416546788448386,E,-29.215941716089493,C,B,D,A,124.03625170997634,1
African American,Christian,A,A,196.04574072018409,C,63.68010561604235,67.80993351792527,-128.73520327713567,B,72.23830622878745,D,D,E,A,109.01153633782776,1
Hispanic,Hindu,E,A,69.24165102058623,C,-113.17354027849365,-1.3787699037022645,-12.439376791620672,D,147.55182276390485,C,E,C,C,150.90362137778473,0
Hispanic,Christian,E,E,-88.46432838923,B,-57.381378917430695,3.42061201776677,24.480486577359496,A,38.34156228838905,E,A,C,E,62.41513114409059,0
Other,Hindu,C,E,179.96346096905896,A,-25.92911469582771,43.46765583599675,-38.94262219348265,E,22.408014273948243,B,E,D,A,10.942401819846861,0
Black,Buddhist,E,B,-210.7756252899135,C,29.808520802841297,41.70435526814362,97.11298529558648,B,-67.84700011944724,C,D,C,E,-172.9602565684811,0
Hispanic,None,C,C,14.4243051560002,E,-139.57678441708146,156.67658669139718,29.956048392123268,E,-17.750079630376778,D,D,D,B,-2.767979356526206,1
Hispanic,Jewish,D,A,52.01289446441392,E,-10.174494342120497,-39.13920984018683,130.35191940322434,C,180.79801195217377,D,C,C,C,43.3334462091319,0
Other,Muslim,B,D,59.40792635352322,B,-48.470355001888194,-75.04935372720595,63.256349667346676,E,-71.2470834461805,E,D,A,C,65.27991600847992,1
White,Muslim,D,A,-81.98326134567537,C,88.35924513989019,52.1186257053158,208.7833542216888,A,-31.275986679630414,E,E,A,C,-30.40710190177096,0
White,Hindu,B,A,69.97056283557036,D,108.28405827265281,-150.05749821764277,79.73105589352024,A,-146.30360174535562,D,D,C,D,33.34642653362951,0
Other,Christian,A,D,-91.18723704312059,A,221.09786492277718,-122.28097135393972,150.41521733631208,C,43.784824322780366,C,A,E,B,12.479081276331684,1
Hispanic,Buddhist,B,B,-287.84802625089503,C,99.48476752403337,52.20971108666269,29.855718828109012,B,111.42461845114808,B,B,A,A,-21.063432360438,0
African American,Muslim,B,C,94.33869002662315,B,76.83637785215407,-5.112917401096303,-103.2371049468694,D,128.0086187652503,E,B,C,E,32.091697816048026,0
Asian,None,C,E,-26.52194992149616,D,-75.65457259525702,96.71165316226012,-84.59557546956944,C,-17.57201432890986,D,C,A,E,21.58453623063899,1
Other,Hindu,A,E,43.544004785734586,A,85.82527567150417,16.573431689208768,109.5685961396508,B,68.03353187632227,A,E,E,A,1.368750246827047,1
Black,Christian,E,C,-39.145143131141566,C,-192.2536213503519,75.01880630119133,48.74351140302425,A,320.81175854580505,C,C,B,C,86.49357754160776,1
Asian,Other,B,B,-125.61018420969523,A,-22.840561202066095,25.554476799876053,36.95943297720834,C,133.01155624467827,B,E,D,D,71.70072005478242,0
Black,Christian,A,C,-6.55653206910392,D,-162.06008512166153,-15.772608418835851,-67.66219663667401,B,-156.3409616584922,C,A,E,D,-76.52413346549265,1
White,None,C,B,-113.83084126908597,C,-112.56336221626597,33.682009916045274,-85.5396696095584,E,75.52231922458101,E,C,A,C,-23.606527342938996,1
African American,Buddhist,C,D,44.34379289342923,A,83.32996183318777,-6.1986459529446325,-129.7659264074748,D,-107.75760003355124,C,A,D,B,-89.67884612519597,1
Hispanic,None,D,E,-76.00341728324288,D,91.20799978984671,-45.70827274028321,121.158403779228,B,-144.61892877222274,C,E,D,C,-78.6915517895334,1
Hispanic,None,A,C,-27.57361839250117,C,18.21058954360415,8.645972313651388,63.48957723015707,D,-10.206480994695704,E,B,C,B,17.769531430715105,1
Black,Hindu,C,D,-80.4213908428262,A,-48.18002248865364,41.93965787290772,-8.628369546884718,A,-3.9389141582742466,D,D,B,B,-9.936977478131265,0
Other,Other,C,A,-203.24164416772464,A,68.63696355848708,141.56964189820874,91.6524574673486,E,178.6099579444103,A,A,C,B,-12.844302825014733,1
Asian,Buddhist,B,A,-9.249590140448834,E,-56.3226386488332,8.513572977197988,161.36252274852686,C,-0.6001072101892312,C,D,D,A,81.83905420296334,0
Asian,Muslim,A,D,8.037521646045317,E,94.57225422314325,-106.03229196571584,119.82459033192414,E,6.639793564647628,D,E,E,B,-2.232591239872812,1
African American,Jewish,A,B,-41.0285789858705,C,10.41998905889946,75.4965564716097,-72.12905272188314,A,99.63391651617248,E,A,C,A,156.73371018965616,1
Other,None,C,D,-35.633592951579786,B,-65.93791429797923,-17.267635172327335,142.5178275260776,D,-60.344206721768224,C,D,D,C,17.83897911601654,0
White,Buddhist,E,D,37.78936920646871,B,-21.948735942172092,-278.19990971125344,-104.71975071171865,A,-101.94958281807143,E,A,C,C,-36.08812972508889,1
Asian,Buddhist,C,E,64.72043658209866,A,-4.03886615118295,-131.6093566188755,-31.09771849705852,E,-94.95272017281111,E,A,E,E,211.25625645581601,1
Hispanic,Christian,A,E,2.357135041590951,D,-109.43751426113496,-119.48596843414903,24.773822005127084,C,43.844212970109844,D,B,C,A,133.99238354673247,1
Black,Hindu,B,A,-41.11296521891341,A,18.70135664141746,-38.84609139482613,-43.529157020945874,A,-142.56655817581913,A,C,A,E,-76.64859631704132,0
Black,Hindu,D,E,-60.09793151439734,D,-27.890384692802584,-115.41384665803436,-50.34888195846159,D,7.366364705837109,B,E,B,B,109.19812626774508,0
Hispanic,Christian,C,E,23.920561701539185,B,238.6995331232213,170.3718115377626,-123.78216759498515,E,74.54706788225452,D,E,B,B,-34.43846216688407,1
Asian,Christian,E,C,-8.623590166839982,B,162.987092609498,134.28561375403254,24.87360134291319,B,37.54996398544626,E,D,B,E,-72.01104514672494,0
Other,None,E,A,55.000768113259525,A,84.85052609450636,166.6240073930053,-26.67491692581971,A,-4.242913898802004,D,A,D,C,31.477117194043853,0
Black,Other,C,A,-61.50610616758563,E,158.45005989265474,-65.6413517636978,-14.80998593064691,C,102.10041836228847,A,A,E,C,37.30597339902597,1
African American,None,A,E,-22.009838470310925,E,-46.16896170276435,10.141653295951869,-7.111702403823229,C,-239.74279024721437,B,D,E,D,-6.863792091728084,1
Black,None,A,E,9.956482173529825,D,24.74921928019584,-50.608838648725616,51.36316788911054,D,-89.82119923467461,A,A,E,A,159.59234968033908,1
Other,Other,D,D,-66.29334572810023,A,19.002380892808127,-147.34785004627722,-41.71986634258011,E,-153.8696249709605,D,E,A,D,-64.64889688641779,0
African American,Christian,C,C,25.71347151416618,E,-156.41503791099498,-35.56651128348889,155.74229856477356,E,183.27327256783684,B,C,D,E,20.757642903480086,1
Black,Jewish,E,B,86.469159928499,A,114.55153902152111,29.49856985444917,-16.674344154040206,B,-51.57534105634789,C,D,D,C,-101.2072975175697,0
Other,Muslim,B,D,121.91381972927584,B,-10.039407450747218,47.89463829538823,-0.09305774212649175,C,59.08986183291308,A,B,D,C,74.33919488989365,1
Asian,Other,E,C,-63.194077893100854,A,-14.932890275250015,52.65165653085586,-87.5217121434214,D,21.78412986450975,D,C,A,E,-234.7755650162375,0
Black,None,D,D,199.80502242015822,E,152.56935901738723,-45.35185778090975,85.12542792843358,E,108.07682951726704,B,B,B,B,69.6845313166003,0
Other,Other,C,C,24.05001796532744,C,-39.676137400512815,105.37679326883136,80.0192575150732,C,63.25853067105977,C,C,A,C,-90.09855357798276,1
Black,Hindu,C,B,-164.31379952176155,D,55.829999819047906,-19.989479566638064,143.13176064982719,D,-12.922874920266697,B,E,E,D,94.1678945276669,0
Black,Christian,D,B,-306.8715772120744,E,23.913458786953967,2.531774603592522,-32.0660585193001,E,53.93976865053042,A,C,E,D,-69.13727486729286,0
Hispanic,Muslim,B,B,60.95158192093139,E,-18.992343578176676,35.049431768187155,271.9851697011146,E,-22.565410778656375,E,C,D,B,-173.10534469709214,1
White,Hindu,E,E,119.30163253434227,B,66.22283297142646,-18.625017351694478,26.974737361396905,D,-92.41003272412856,E,C,B,B,-89.18749320057458,0
Asian,Christian,C,D,48.78821092123532,C,-23.606048264749028,202.04483478143703,29.145350460379117,B,116.99356542800142,E,D,A,A,-30.507488186035204,1
Hispanic,Christian,B,A,-89.37715530104452,A,144.3525742384795,-20.772643301220448,55.75278108714302,A,-86.71322023952436,E,C,C,D,136.84973938110295,1
Black,None,A,E,30.782683105473023,E,-45.74959457332055,67.59749927151073,-29.920498433085857,E,-71.276772478729,E,E,A,C,2.8008359727188337,1
Hispanic,Hindu,C,A,-89.69750225973287,E,29.573146985451633,-71.1465806073959,114.90318916583988,E,-142.15652735650372,E,A,D,B,18.65802734328033,0
Black,Buddhist,A,B,120.24860554191238,D,48.99055823917776,125.01198097842774,-119.53694443956194,A,-89.2937301580591,B,A,A,C,-6.657374933190266,0
White,Buddhist,C,D,-2.960255173957762,C,-156.63855959085265,6.430489643757019,-2.949848817100337,B,86.06713773070604,A,B,A,C,-15.064879826020253,1
Hispanic,Buddhist,A,B,94.72347267851846,D,-152.4832794301211,-57.186377378766174,249.43481676253637,D,110.86042213522396,D,E,C,E,135.53990799484467,1
White,Hindu,C,C,-20.92714208292474,E,-81.97343475588072,-40.60096326667494,-55.82027789333305,B,134.9487460545332,A,D,B,A,-144.235460929945,0
African American,Jewish,E,E,-82.06698623798853,A,-27.763756218101577,99.86347159326961,-160.86682059334672,B,35.564078862945905,B,E,B,B,51.34910175909708,0
White,Hindu,E,D,-10.97354341880903,E,-50.35929527810388,100.75108350471835,-134.23017161609692,D,-99.81342416992355,A,B,A,A,139.50412960519932,1
Asian,Muslim,D,D,122.81666482401145,A,-93.1478872312711,-71.24111900288868,127.7936011836003,E,-109.85700580159352,E,D,E,D,151.33072290793575,0
White,Jewish,D,C,-23.498603748946646,C,-3.3424576851145216,-2.2561435690125915,159.93495566066912,A,157.29730331208359,E,C,D,E,-4.595350157657726,0
White,Christian,D,C,126.5693622659076,B,82.03166288333635,-0.4208847121202537,-95.29205844434486,E,-48.52520301730663,D,D,E,D,-54.93567640103091,0
Hispanic,None,E,A,18.082252476351126,E,-20.769414590676334,-64.35988239451468,95.18604533581959,B,-104.10837103772441,B,B,C,D,-3.291418011130418,0
Other,Other,C,C,-4.378130781020529,B,144.23749746898736,19.04019401793737,29.132860239573375,A,65.2819070277304,E,B,C,C,36.24014053627644,0
White,Jewish,C,C,-93.0882523838134,E,-141.45183373806626,-9.39001869526718,-45.537496954679575,B,106.76140620887571,B,B,C,B,-56.22343261665088,1
