Nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
China,Widowed,A,A,-107.04684286960338,A,E,129.30689740846984,-89.9626089016361,D,0
Other,Widowed,D,D,-181.47189672809156,D,E,-61.051291953139184,10.904395427276148,B,0
UK,Single,D,B,-214.96132949364713,B,B,117.22924580986928,-77.81081261383031,E,0
Mexico,Single,A,B,-87.3150572176116,C,E,49.001621700841376,26.41733755777156,E,0
US,Divorced,B,C,104.34861718686568,B,A,-34.03313092159016,-74.30933846784197,A,0
Other,Married,D,D,208.42929644923709,D,C,-40.86459700121145,-87.00526775254114,A,1
Brazil,Married,E,E,-83.05176833858802,C,B,-61.511219343680914,166.1020729027986,E,1
Germany,Married,E,C,-44.92037318650405,A,C,199.10119350492837,-92.41693447320719,A,1
Other,Widowed,E,C,-51.46204491157893,B,B,-40.285241512609296,-19.28044019631859,B,1
US,Divorced,C,B,-119.9056132953569,D,B,76.86371551553623,-97.25572230650769,B,0
Mexico,Single,D,B,219.04985449794788,E,B,-143.011321257752,-85.63380085775624,D,1
Brazil,Single,A,B,-149.2366215798106,D,A,2.2952728957590653,2.8680469232988264,A,0
India,Widowed,C,C,-90.96907412352205,D,B,94.27376115484594,-66.14454990713742,E,0
Germany,Single,D,E,101.72526441745148,E,B,142.69895904802192,-24.19173604428271,B,0
UK,Married,E,D,-62.71339960450564,D,C,50.43866868434276,-60.094425254428295,C,0
Other,Widowed,E,C,-60.83196301240186,C,D,40.25773141509726,27.171885675769985,B,0
UK,Single,D,B,-10.85654291251411,B,C,197.75121029995745,-22.96541761996103,D,1
UK,Married,A,C,-5.282004293840533,E,B,130.64898266280838,27.414763030291546,D,0
China,Single,A,A,6.928854898147008,E,A,120.67499503258307,147.94880848278768,C,1
Other,Married,E,A,-0.38264450643847175,D,E,-38.385863964047786,-17.707859713373285,B,0
China,Divorced,C,C,-3.9201254767140767,A,D,14.136355355572583,-124.32511429706064,D,1
US,Divorced,E,C,-35.74999697428484,C,D,29.276860135879247,-54.0639771116126,E,1
Other,Divorced,B,D,106.88072399177979,E,D,1.2067312051009005,-107.34285215537534,D,0
Other,Widowed,B,E,-1.7298798987979405,D,C,178.3526558962838,-300.2937413729352,D,1
UK,Single,B,C,-57.730296092375546,E,D,-50.73367535957743,109.28125223276581,A,1
Germany,Single,A,C,125.93993777126337,C,A,150.77416863973724,53.829433657949664,D,1
Mexico,Single,C,E,-12.284739971140926,A,E,14.205805909908822,3.052239652594477,E,1
Mexico,Divorced,C,A,-71.7869073097994,A,C,-191.8663668014125,-114.21025581478979,C,0
Brazil,Divorced,D,E,-12.353930332707794,A,A,14.896105802866067,-90.0933407310349,C,1
Brazil,Married,C,B,96.53115398825949,E,E,-77.75772421283637,-72.48594263372847,A,0
India,Married,C,C,-38.538701803289946,B,D,-93.34119657660855,28.53712834887055,C,1
China,Married,C,E,9.101933994479163,C,B,122.20552225346566,95.21180453825514,B,0
US,Divorced,E,E,253.10556081461982,D,A,-9.409209038711825,3.1281096171109994,D,1
India,Widowed,D,A,-98.40004510691973,B,D,-60.642325189439326,16.556623192967475,D,1
US,Divorced,D,B,-103.64911631819199,C,C,136.8381397454874,34.65456643258184,E,1
UK,Married,D,B,147.94091953555113,B,A,-39.90298056178467,-6.276092579225646,C,0
Mexico,Divorced,A,A,46.161383031324775,C,B,-31.08963841801127,-84.5629461895844,E,1
Germany,Single,B,A,199.2468755024368,C,D,-216.2355723739205,48.276552438723456,E,0
Mexico,Divorced,E,E,150.49947169604602,C,A,8.040760234192533,-85.7016062648794,C,1
US,Single,E,D,-33.30840232036019,D,E,43.67868344688445,29.09507805110536,B,0
India,Widowed,B,C,-24.479636466437267,E,A,-95.13622692437697,-172.3353071500449,C,1
Other,Divorced,E,E,104.42593423110816,D,D,117.75757869106589,-39.59232863596313,E,0
UK,Single,A,C,95.11970446246065,D,C,198.32960015603177,-24.65904772001315,C,1
UK,Divorced,A,A,3.835816611128373,D,B,76.01041595060632,-14.265778759397922,E,0
India,Married,A,C,-47.13415765839809,C,A,-25.951479038264814,97.49163415829238,B,1
Mexico,Divorced,A,B,109.13705602552204,E,D,-56.362601947051495,-96.94599950464062,C,0
UK,Widowed,D,D,90.53849239438712,D,E,-131.8342622983029,-19.210603614113833,D,1
Germany,Single,D,A,-81.75737834894873,E,B,14.322164443413538,21.85269972475693,E,1
Mexico,Married,E,C,39.67822424515095,A,D,-86.29393349075691,1.8146472272684466,E,0
Germany,Single,B,A,-15.517740333793622,D,A,14.351262196578713,9.78989347595489,C,1
Other,Single,B,C,-29.91711723674102,B,E,102.1409963694132,52.65434442197597,E,1
Other,Widowed,E,B,-88.02710540867186,E,A,101.57467541868994,-9.085064673124052,A,0
Brazil,Widowed,E,A,-209.69925791261483,E,E,127.23272851567641,-39.53633026591084,B,0
Mexico,Single,B,E,14.03646922578334,D,C,85.57597592784563,-140.25263825709462,A,0
US,Divorced,E,D,-142.97957013154766,A,A,68.45854632658266,1.4445126719365267,C,0
India,Divorced,A,D,40.50488826948669,B,E,97.64424267212489,-131.78109990953172,B,0
UK,Divorced,C,D,-117.44017035382477,C,A,-31.299981491421924,47.49268277201799,C,0
China,Widowed,D,D,-78.3399631935054,D,B,-40.05095232335229,-91.42868643818706,D,0
India,Married,A,E,48.717338159656215,B,D,43.10596259234087,139.1218137638174,A,1
China,Widowed,E,B,-183.05516315921273,D,D,78.43752256994416,40.778378509777674,D,1
Other,Married,B,D,77.69964527134512,C,D,5.996157090194117,-159.11164089311472,B,1
Mexico,Single,A,C,-34.15727150077737,A,C,90.71416682812942,67.7538471779032,B,0
Brazil,Widowed,D,C,37.59962605912353,D,E,-10.275036866483712,-74.7332204489315,C,0
Mexico,Single,D,A,-134.57439294437387,D,D,-115.10688435803971,14.438516118413489,E,0
Other,Divorced,B,C,58.76791065235001,C,A,154.0526627670914,-117.36416768458557,B,1
UK,Widowed,A,A,-112.17146345068538,A,B,-179.89640345018785,-208.09416668180708,B,1
US,Single,D,B,-58.30250912021127,A,D,44.27241152365925,108.13996554217718,E,1
Mexico,Single,D,A,-183.39041474621266,A,E,-72.05739415366465,-203.38762929286932,C,1
Germany,Single,B,E,-80.5093186209835,A,D,-118.3400588357863,-102.72341022902451,A,1
China,Divorced,C,E,-25.357836666456553,B,C,-22.744718560677022,10.829032244945399,D,0
UK,Married,D,D,-58.327910144476625,D,E,-113.42216934989074,77.10443414036317,D,1
India,Single,C,A,-121.12304915957482,A,A,-19.465534462491117,-204.360055318894,A,0
Brazil,Married,B,E,-67.5209467438871,C,D,-68.44082827815339,-133.55935806050715,B,0
India,Divorced,B,A,41.55736150770542,A,B,120.8826671499805,-101.21221321774014,A,0
Other,Divorced,E,D,-14.025904694201207,C,E,16.289762911989563,-57.10965456103023,A,0
Other,Widowed,A,B,49.791922616845454,B,D,-59.60461284556392,83.05600508919936,E,1
Mexico,Single,B,D,-52.82387457877683,B,C,73.8535814159426,-96.04660171503883,D,1
Brazil,Widowed,D,E,-4.726405922202567,C,A,14.25950731307449,84.3193137811752,C,0
US,Divorced,E,B,-85.18716025551375,A,A,-38.93901214985819,2.3671892232168044,B,0
India,Widowed,D,D,-25.769139919849355,D,B,21.043874167863834,80.30048700153411,A,1
UK,Single,A,D,-236.58292847868518,C,A,168.74801737440964,-81.50977478428429,E,1
UK,Married,C,D,-2.1963089299770955,D,E,-44.47519002559364,184.5491503404055,A,1
Germany,Married,E,B,-69.01516766921871,C,E,189.05927281843907,13.491228638806966,C,0
Mexico,Widowed,B,E,-2.4217846429597807,D,B,114.54590268693975,-114.89946277738865,D,1
US,Single,B,B,38.252148825767875,A,E,197.60189573504596,-89.72965408205549,B,1
Brazil,Widowed,D,C,101.69768161493936,A,E,87.87888329561714,-90.82619318768376,D,0
UK,Single,A,E,-107.75248136918066,B,A,-59.161674674814776,-94.7855238207404,A,1
India,Single,A,A,170.33677515338334,A,D,-148.53057069589195,3.2157057177997452,B,0
India,Single,A,A,-166.74393788308691,E,E,-65.07825442033622,-16.522382657637607,C,1
Brazil,Married,D,C,78.32339952447288,D,A,-76.67968678782819,49.79502360639954,A,1
Germany,Single,C,C,182.24968048319104,C,D,-138.3302521773593,-94.81705970341241,D,1
Other,Widowed,B,B,38.9955451470139,E,B,69.44864017746693,151.06681895187344,C,1
Mexico,Divorced,A,B,14.732430505750932,E,C,-146.3389808523693,-157.75079666349282,E,0
Brazil,Widowed,A,C,-22.065120857172026,B,D,72.45089746931603,-2.387703516693355,A,1
Germany,Divorced,E,D,-233.70755198475018,D,A,-32.27367939381739,32.90137784748953,D,1
China,Single,D,D,-143.0980042815963,E,C,51.32249075927858,43.51641356994334,D,0
UK,Married,B,D,-5.175123684895171,D,A,-234.08978967545843,-89.04386768026889,D,0
Germany,Divorced,D,C,29.35893833007586,D,D,149.3041708498977,-7.7918364612433235,E,1
Other,Divorced,C,B,-187.09157414945145,D,C,-102.56804410274067,12.237282954814093,C,1
China,Divorced,C,B,65.12736459306242,E,B,162.3982666626336,-21.092999904978946,C,1
China,Divorced,C,E,112.92624006813492,B,D,78.330047156325,-19.048754681406812,D,1
China,Single,A,D,51.35100060244642,B,A,-71.1919475725605,100.78614759730502,A,1
China,Widowed,D,A,51.91341849135882,A,D,84.91704929105387,-106.45436078816113,B,0
China,Single,E,C,170.26613084632345,D,A,-2.053079907529679,3.7743187673846474,C,1
Brazil,Married,E,D,-253.13422599973947,E,C,-150.7995570169248,-15.238664120565506,A,1
US,Married,D,C,-114.78169602426127,C,E,12.617688131024732,209.92965046705737,D,1
China,Single,A,E,157.98713892742205,D,B,-8.25159496157832,259.6671511493307,D,1
UK,Married,A,E,55.13571146524292,B,A,-17.94053683946934,-82.22802814069985,C,1
Mexico,Single,A,D,-113.92548996698643,D,B,123.84494364992771,-8.358660150111612,A,0
China,Single,B,B,48.94411601545956,C,C,-42.550632455382996,-144.08513752437318,A,1
US,Married,B,C,-254.70138809496626,B,A,93.98068506990248,-7.2082309550920325,E,0
US,Widowed,D,A,89.77121233451159,B,B,106.53776121597464,-4.905521202648186,A,1
UK,Married,C,A,-91.72576995359275,D,E,1.168730597828286,149.92615638773893,E,1
India,Widowed,C,B,-21.11944804604786,B,C,7.175568854480117,-71.4346431318086,E,1
UK,Married,E,E,79.3578656036822,C,C,266.9890642304709,-145.0660817543866,C,0
Other,Married,D,B,-222.49280232530836,C,E,-38.72892097476811,218.63266864417795,C,0
Other,Widowed,A,E,32.23719219864365,B,A,55.72282873108831,122.96766061794307,B,0
Brazil,Single,D,D,-67.32344986118491,D,C,184.03042277156797,-57.46441427166794,C,0
Mexico,Divorced,B,E,-49.88664394286238,A,E,-59.323502554467126,98.48895340791603,E,1
UK,Single,B,C,142.00191089992467,B,A,130.41544360186924,-64.07893864555209,C,1
Brazil,Married,C,B,221.3269019279446,E,A,73.96845140514915,53.57849443989511,C,1
Mexico,Divorced,E,B,-157.60589750867092,C,E,-58.38993756837662,140.95167745398015,C,1
UK,Married,C,B,29.794104646375224,A,D,-14.327565873676615,-182.86716991772835,B,1
Mexico,Single,C,E,-20.095688471921463,B,D,-92.540549700725,237.802869208539,D,1
Germany,Divorced,C,A,-59.70483093513208,B,A,-99.51756298577948,-111.37054970174023,E,1
US,Married,D,E,-109.96896569614924,C,A,-72.6710662360684,-70.4215543008124,D,1
Germany,Divorced,E,A,-61.09656454955395,C,D,-213.80243178021732,172.2367298005841,B,0
Germany,Divorced,B,A,76.52658133468367,E,A,19.241395468586077,-175.30928294236543,D,0
Brazil,Single,D,D,60.88017605500278,E,E,-156.55337296368597,-103.08717601130644,B,0
India,Single,D,C,83.69527549438797,D,B,20.535733718797015,45.36141277723327,A,1
UK,Married,E,E,-28.21014999547623,B,E,20.618714206390408,-140.98110673718867,A,0
US,Divorced,D,C,112.45349021416983,A,C,-28.160238555466567,-26.471501564871343,B,0
China,Widowed,D,B,116.97604870023564,A,A,54.79268798722852,-68.81676034866557,D,1
UK,Widowed,C,B,59.918552956502026,C,A,-58.772884227673536,121.52404433553046,B,0
Other,Divorced,C,B,-53.84700290993353,E,A,42.93385980407016,-130.73377227261383,C,0
UK,Married,C,B,221.44462468498935,C,A,44.80894099129942,-62.372849621456695,D,0
Mexico,Divorced,D,A,-10.55799596352306,D,A,-91.56162187009495,161.98533488160626,E,0
Brazil,Married,D,A,40.370358407727394,C,E,127.15827077841479,-117.46441341301963,C,0
UK,Single,B,E,-111.79788672563826,E,C,32.107699752303795,222.20364943959058,A,0
Other,Divorced,B,D,-15.981313724498966,B,B,-49.490445361708446,48.0819074047636,D,1
China,Single,B,E,-101.41754510688803,C,E,-26.411547649002625,101.77888884769726,B,0
China,Single,B,E,96.73533146768447,A,B,-35.90496550385845,86.89208697629168,B,0
Germany,Married,C,A,152.6996541480637,B,E,23.89075825711779,7.177726859516051,A,0
UK,Widowed,C,B,46.64761058186564,E,B,93.44123557334234,-81.13305159959998,C,0
UK,Married,B,B,-36.35409621556138,A,E,18.86241707660404,-30.720874615254807,D,1
India,Married,C,D,20.61494991274348,D,A,-144.379648124655,192.82293467267166,B,0
Brazil,Single,A,D,-64.58738629200678,A,D,36.49269404869531,-124.5475003274232,A,0
Other,Married,B,C,-4.254811706739307,E,B,70.59955109528862,20.66294836505047,A,0
India,Married,D,A,-24.408803472540544,D,A,171.81526080601316,-68.97595846365707,D,1
China,Divorced,E,D,28.128404830924623,E,A,96.37769391993189,78.28653282897007,D,0
Mexico,Single,E,C,174.09822984160724,B,B,-35.05094065255844,-124.63301768726791,A,1
China,Divorced,C,D,103.18453906110818,D,D,-81.01628182269172,-280.1408761196465,C,1
Brazil,Widowed,C,E,-15.235063107441665,D,A,-42.536554434083314,-121.79541741054263,C,0
Other,Single,E,B,-5.185768995203024,B,D,-44.70834821130908,-107.08059310124713,E,0
Other,Widowed,B,E,26.216734941103752,C,E,-278.00198916563124,20.87177081670885,C,1
UK,Widowed,E,C,59.251303110987585,C,D,-112.46175383441728,-82.64645197097336,A,1
India,Married,C,E,82.02178901285502,B,A,-251.6745310923466,50.34127413070992,B,1
Germany,Married,E,D,39.57523896141103,B,C,-63.163909529749006,-111.24693833046723,C,0
Germany,Widowed,B,C,-121.79199473519193,D,B,-47.99736150321569,162.96222132510337,C,0
Germany,Widowed,C,A,26.959009641623695,D,D,55.275187246864334,-9.877402076103657,C,1
Germany,Divorced,D,D,134.21845728694814,E,E,81.07877648187024,-324.43394190787785,C,1
UK,Single,E,B,-34.39315632288443,D,A,-50.3931125960712,-20.785724151114053,E,0
Mexico,Single,B,D,-17.01109512529008,B,E,33.130007948393434,14.70534379087197,A,1
China,Single,C,C,133.16840105644187,E,C,190.80149652127193,112.4838068947549,E,0
Brazil,Single,C,B,-85.99138970688097,B,B,-25.61497297593843,133.3817101754982,D,1
US,Widowed,D,B,-75.86455433260268,A,B,36.96235630933696,108.13909469387298,E,0
India,Married,A,C,243.26701803660788,B,E,-74.12454815049415,-123.6858639766172,E,1
Other,Single,B,E,51.55720333469237,C,B,-55.531074265989574,-76.9281219196565,B,1
Brazil,Single,E,D,128.28943095550608,C,E,-84.75183019072074,96.52513144930587,C,0
Other,Widowed,D,D,-43.46908634285517,E,B,-71.16520493829395,67.38556764497159,C,1
Other,Married,A,D,98.40042322954501,A,C,-173.9272549764983,-11.161072034908889,A,0
Mexico,Single,B,C,-85.34088384885814,A,A,29.61321099291847,-0.5957275349050231,C,1
UK,Single,C,C,9.248646277706039,D,B,-0.9207717871372031,-38.124491725818785,C,1
Brazil,Widowed,A,C,-48.68098681794904,E,E,194.2881425302571,-67.39436419029002,E,0
US,Widowed,B,A,-20.16997308895499,B,B,-16.179123596371582,150.11973219808422,E,0
Other,Widowed,A,C,-13.656376013911768,E,B,84.07152304172753,-8.280011366144974,D,0
China,Single,B,B,48.04010821386106,C,D,-89.3230190925802,-117.29781503614178,D,0
US,Widowed,B,A,-64.00414745427524,B,D,126.83104436063839,73.93268117961681,A,0
US,Single,D,A,5.521041407759235,B,A,-93.03412876879831,-3.807467022323295,B,0
Germany,Married,D,D,-58.78599467858554,A,E,163.1814260163619,-55.73848507749113,A,0
Other,Single,A,E,114.95644712111444,D,D,-236.25704843447713,-192.48139193049812,B,0
UK,Divorced,E,E,46.53536078030936,C,B,125.5066391229546,151.8722501310541,A,0
India,Widowed,A,D,21.047475740526593,B,D,61.886545685288795,86.26637727280809,A,0
Brazil,Married,A,E,-42.65728361176223,E,B,-125.27812686712323,57.64636661880655,D,0
Brazil,Married,B,D,20.678753880784402,E,D,86.93066089816047,-150.9881882927856,D,0
UK,Single,E,B,200.60982875669734,B,C,-91.15791233619194,20.063809803111884,D,0
China,Divorced,A,A,137.6620648376486,C,C,94.19959873267763,-32.36067512711424,B,1
US,Married,A,B,-21.052300813868495,E,D,-34.92228118382153,74.62272958238889,A,0
US,Widowed,C,A,-54.62137807130887,B,A,-156.41205530262764,-138.76797894762822,B,1
India,Divorced,C,A,-79.71571867477857,D,A,27.996266757294364,7.900196350934638,D,0
Other,Single,A,B,-70.8482005899291,D,A,0.46409555216099085,10.479127158724085,D,0
Other,Single,B,C,83.18619283767819,A,C,111.072571254082,16.945739449144043,C,0
Mexico,Single,E,C,-30.84733535754144,B,A,154.3959499935011,104.29868187186457,D,0
India,Divorced,A,A,-63.702829614261546,B,A,-53.162018751708175,29.22956144157705,E,1
US,Single,D,A,-5.055836208145728,E,A,69.84296091084535,64.06338107943046,B,1
UK,Married,B,D,17.23018240327051,E,E,-23.86226782860005,62.06657827257065,E,0
Germany,Widowed,E,D,50.05868280851138,E,B,44.2778221715295,50.44073426360224,E,0
Mexico,Single,E,C,14.110914061802498,B,D,-0.24424890976712793,-77.88440445027499,D,1
Brazil,Divorced,D,B,18.026234174490494,B,A,157.8551256726271,-72.46002669363631,E,1
China,Widowed,C,E,-262.93405754322947,E,E,45.02409615222617,24.001910417177996,B,0
Brazil,Widowed,B,A,129.58480911429024,A,B,24.296427155328722,-52.37085837853055,D,1
Germany,Widowed,E,A,54.714647567672856,C,E,-19.855854785644283,11.37146268774418,C,1
Germany,Divorced,E,E,33.819158314597,A,B,98.20189840481231,144.89865588713954,B,0
Germany,Widowed,C,E,-66.72323119811354,E,E,111.24170288146478,94.90581317194795,E,1
Other,Divorced,B,C,-166.30153350360052,A,E,28.140375693475395,56.21205179059331,D,1
Mexico,Divorced,B,C,-174.71553258867667,D,E,77.27532098542224,88.60175851928386,C,1
Mexico,Divorced,A,D,15.218390530381848,E,D,112.78350760769239,-109.07523525401766,B,1
UK,Divorced,E,B,28.46334890602733,C,A,-69.70441135716645,128.47944780102964,E,0
India,Single,B,B,-217.5107381879204,C,E,39.14052504642511,63.214622615026414,E,1
Other,Single,A,B,-37.99922707961926,E,A,179.3836716439143,97.02766751758942,D,0
Other,Widowed,E,C,-168.16409157621442,B,B,-223.3345983408785,-34.25990352665209,C,0
India,Married,E,A,-100.26506305668673,B,C,121.0418932675421,-138.27389379907632,B,1
China,Widowed,E,B,12.129347043226296,C,C,-181.52642331868063,-32.774264219002205,D,0
Mexico,Divorced,B,A,101.58956724320754,D,E,-125.73384120872595,65.86383691331517,B,1
China,Married,C,D,-95.59874097796438,C,E,-145.26993468790124,40.78935372728893,A,1
Germany,Widowed,B,B,188.65554073998769,B,E,84.80654990141689,-115.88628587254514,A,1
Mexico,Divorced,B,A,-261.86103107074763,A,B,-142.59605034657042,15.73991234864159,B,0
UK,Married,A,B,148.3024065579056,C,E,-47.455022810789146,7.41564934385972,B,0
Mexico,Divorced,C,A,-60.066726273134506,B,B,-74.95346215416693,36.599960238660735,C,0
India,Widowed,B,A,99.236085507273,C,E,163.8804806062844,24.7392686427329,E,0
US,Married,C,A,-8.523447231965628,E,A,-37.82837306331551,142.15518932245203,E,1
China,Single,A,D,-82.43622007014764,E,D,94.56606703458505,-92.03465948861648,B,1
Other,Divorced,E,D,87.28440019269685,A,D,-37.8959259298605,28.131752488786997,C,1
Mexico,Single,E,D,-88.35410328801221,D,E,-121.00685920991123,-6.152723940810742,D,1
US,Single,B,E,-94.92998234064908,B,A,57.138956491953316,-201.04784959099095,A,0
China,Single,E,E,29.731664334680858,C,C,23.225506471174903,37.834338384655084,A,1
US,Widowed,B,A,130.59383250972593,A,A,70.47814988546621,135.45383008870914,B,0
Other,Single,D,C,-67.43459155242506,A,A,87.71766685274669,67.14034513117323,C,0
Other,Widowed,A,B,84.40564065710704,B,B,-140.36341191790834,32.96211848638305,D,0
Other,Widowed,D,E,10.765563455020864,C,A,60.20490629487786,120.19060167092132,E,0
Germany,Single,D,B,51.684306745418276,C,C,-43.860208794707,108.73221540005495,D,1
US,Single,B,B,33.40821170658213,D,A,97.0998787419347,-73.4364472325923,A,0
Other,Divorced,A,B,-79.59631556805378,A,B,-136.5188896670936,-152.17053422031682,A,1
Brazil,Single,A,D,-46.76590218283691,D,A,151.21376953194004,-179.03259903799292,A,0
Brazil,Divorced,C,C,-57.91145434872905,D,A,88.83808598893768,101.70861219206544,C,1
Brazil,Single,A,E,-275.3978488009125,D,D,-239.16176696855783,-26.3483013120819,C,0
