AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
51-65,Other,E,A,A,A,0.926305631711754,B,-98.57844982300983,20.36742980114239,-13.481358924638023,-27.15382173225736,D,C,-52.84374511616561,1
18-25,Other,C,D,C,C,-4.742778065167012,E,-12.576800964359666,-32.354805731703784,121.56250835149235,-14.53966318670756,E,B,-138.57616861583713,1
51-65,Bisexual,C,B,D,D,-1.2247748510473841,C,-81.6189175745865,0.05681875352164943,-146.4522338679225,-36.25941694446867,C,C,-126.41438622068426,1
51-65,Homosexual,C,A,B,D,36.76881638563182,C,103.26188433444665,-13.285193007429283,-57.51804046258241,-50.85428450379589,D,E,28.18877433717152,0
36-50,Other,E,C,C,C,-174.6877776405629,C,-186.1108436168528,-21.899156081880523,-101.70902888610878,8.476960932272274,A,C,-44.64292005232483,0
36-50,Homosexual,E,E,D,A,167.1012470185393,E,-21.36684239668168,93.35800607105816,-3.3856372744664567,-87.54938553740897,B,B,-98.56050411995064,0
18-25,Homosexual,E,C,E,B,13.232108084611927,B,83.99126893825452,60.33306210963539,-9.203788838328682,-183.61278063473833,D,C,88.42743654098204,1
65+,Heterosexual,B,D,A,E,104.05347149133017,C,-18.31594228552334,28.153682810254004,-152.822181261211,-88.84207533317087,D,E,-165.89183671109313,1
36-50,Other,A,E,E,A,-106.16364275241293,B,95.87656830581797,17.900953849540173,90.6009872644139,87.25956745412209,A,B,73.72302879771392,1
65+,Homosexual,E,B,D,E,-64.51268813994439,B,-153.87341204159168,11.66670884267247,121.14662998646683,-47.68890541303274,B,B,-73.29064370412787,1
51-65,Homosexual,C,A,A,E,70.80886798877076,E,33.28487920319537,-20.88276534711117,-168.54763563682062,-96.16914385773474,B,C,48.41867562901114,0
36-50,Bisexual,B,A,B,B,55.26088640548643,B,-161.06692630732732,60.84179932272114,-95.72189349618453,174.7182083319039,D,E,-5.039987253358551,1
18-25,Other,C,A,B,C,110.41325228208218,C,139.70814497440557,-211.57048799766903,94.86230803180756,-9.583648254383768,B,E,42.304702289337385,0
26-35,Other,B,C,A,E,50.53330126134974,E,88.03401868317955,-132.31258813132476,-200.6232623556563,-170.77201322476455,D,D,88.60116991402552,0
36-50,Bisexual,C,A,C,B,-75.70881079544567,A,-80.24391071757549,236.20621013257033,31.785506470563835,198.86086662037704,C,D,-55.65543421643152,1
65+,Heterosexual,A,C,C,D,-244.7723315535724,D,-48.91370789517863,11.381074119649208,-154.82690613044684,50.638373151697124,D,B,-95.35069163983721,1
65+,Homosexual,D,C,C,D,-44.16861456832807,A,268.57922232224485,-34.4926575563069,131.52641006310287,107.55204660649484,A,E,32.61921666541589,0
26-35,Other,D,E,E,D,-8.915993059736817,D,23.102064941318684,63.56676220856545,24.101886513483105,-106.28792005760334,C,A,47.57839925077859,1
51-65,Other,E,B,B,D,-5.305975136477145,D,-53.255501122894934,-120.74239455431832,130.75954393019953,-19.088195987496384,B,C,-78.55794511751549,0
36-50,Other,B,A,A,B,-2.119747332409504,D,-69.91789707115265,-68.6294560178668,-15.750760624326713,96.68266912031963,A,C,153.42199339801027,1
18-25,Heterosexual,E,C,A,B,167.52707585351766,E,-118.32083922568569,99.96914875865298,57.94579792607143,76.13290065513813,C,D,-66.31288268866447,0
65+,Heterosexual,C,D,A,B,68.23468755240545,E,-144.01589376028366,-22.543902808478236,-13.214009457241357,214.1114634741778,C,C,0.06448301936989911,1
18-25,Bisexual,E,B,D,B,58.056388491650324,C,14.192593145281329,-43.481768045592965,-59.15536361047267,-25.82758606745172,A,B,-9.043370203593106,1
65+,Homosexual,B,B,D,B,-93.2185903786298,C,161.6010951778443,-8.78279925314305,115.53537351773686,-58.95320741478376,B,C,-46.74164992919019,0
18-25,Homosexual,B,B,D,A,-34.78432135045817,D,153.7521658622104,-119.64005095862937,86.77673203392762,8.171148905987062,D,A,-58.02498096705024,0
36-50,Other,E,E,D,A,4.772020739533981,C,172.7489380333634,-65.36687703230336,69.34314967787044,133.16444453369277,D,A,-35.16998401482046,0
65+,Other,A,C,D,A,-18.58265504347495,A,115.82752497511409,59.9938726791647,-43.003810846226,-97.69534164475327,C,B,86.69211465376117,1
26-35,Homosexual,E,B,A,D,90.2887041363747,B,-48.62164978402992,-23.41524172984993,177.37872184947793,-16.819480846324883,A,B,-67.87223682910705,0
51-65,Other,E,E,E,D,-20.926809205435053,D,6.49339523607234,-143.4246057276391,-111.39825425780228,-47.68858235717973,B,D,-20.33104289364651,0
51-65,Bisexual,A,C,B,C,-40.59829887993566,E,-171.5174710783002,21.6860295376747,137.74667407714446,89.6031505685828,C,C,57.9718517683857,1
26-35,Bisexual,C,C,B,D,104.4319152420331,A,-10.81584214988926,-132.7087489524373,-28.08965559586468,6.324610812477438,C,A,-51.48298945576128,0
26-35,Bisexual,E,A,A,B,117.9088401180517,D,-106.35243823515819,-126.71823746794475,259.588368561871,-25.21918808189595,E,A,18.795068936172722,1
36-50,Heterosexual,A,B,E,B,137.06335891388053,C,-65.12533212324266,38.9829796324988,39.70431002854742,-85.634465724591,B,A,-3.05966848260008,0
26-35,Heterosexual,A,B,C,B,7.6530108423925585,D,-256.257392741189,-26.027124949531206,-99.98787196142551,53.08483915929199,D,B,-139.99255421749382,0
51-65,Bisexual,D,D,C,D,-99.51363499214227,A,-23.411839542512237,70.10956006514672,92.39512885574652,21.018791840071657,E,A,136.91629014920827,0
65+,Other,E,C,B,D,-15.435168665916049,B,-156.09791844428085,-184.74459290753083,-44.65813665366793,-83.60094058706045,B,B,202.78854670471898,1
18-25,Other,D,C,A,D,51.552803717295426,D,75.36982465074472,-34.92048195539357,-98.35119050736768,-87.02334375314102,B,B,122.12189844561937,1
18-25,Bisexual,D,D,A,B,-200.2193972577708,B,-4.675762165567324,-69.36049515629638,123.5729894643041,-48.262516711495564,A,C,-125.13175678182265,0
26-35,Heterosexual,B,C,C,A,133.49668707299648,C,32.44902556997562,70.49330417108007,-12.501025656370594,-40.54237991972481,E,A,-66.96947269230623,1
51-65,Homosexual,C,D,B,D,95.10130736370357,B,-54.27961319308699,-31.581968396027115,-148.4232294120451,-94.39160962840403,A,B,70.65578212445183,1
51-65,Bisexual,B,D,C,A,-1.3662689942172208,C,80.95759729329409,21.83127932026804,-183.8588864166168,70.39457149414766,A,E,-116.4616997082678,1
26-35,Bisexual,B,D,A,D,313.7909407585103,B,154.96086954272508,66.74924469276523,61.08496056122586,68.0407147221795,D,D,-184.3592724629447,0
18-25,Bisexual,A,C,B,E,-43.09341943492383,A,120.87053854189493,-53.29873800315183,-59.511442405824425,-6.712012597945069,C,D,96.93897722482234,1
26-35,Heterosexual,C,C,E,D,157.6282972554695,A,-90.5137380725665,-220.56229190339204,-57.797903989706754,53.66597682926753,C,D,0.38421387226082127,0
18-25,Homosexual,A,A,D,A,-208.48058360500562,A,158.6921438907022,41.69900655025324,9.09686693984233,-23.0851754119137,B,A,-258.9441676281861,1
36-50,Heterosexual,E,D,A,C,143.77804926251966,B,-26.187567884484782,-108.33162776908405,-30.29963284718586,-44.68124848822805,D,E,19.5992287302359,1
36-50,Other,A,B,C,A,13.77792037344648,C,55.11912814174275,35.25230498221977,81.17552919175844,178.51685422872845,D,C,-70.05686371931158,1
36-50,Homosexual,E,E,A,E,125.66431594835399,C,-75.4933651613103,-51.28826317137797,-112.12836168472609,-10.135421102546026,A,E,-24.700717554155407,1
36-50,Homosexual,E,D,E,C,159.24989733384876,C,-47.69236365596409,43.751754022895796,-58.77578298274838,18.58065846825678,C,E,85.5640127400408,1
65+,Other,D,B,B,A,20.483859113544742,E,-40.6331699607875,-89.59730975540778,-7.596378825655151,-95.46706583108262,D,C,-21.676374888575847,1
26-35,Heterosexual,D,D,C,D,-102.2128037419507,B,-56.75989196148019,-10.938957797459096,34.57728077796239,-88.4246478025357,C,D,147.04194011125037,0
51-65,Heterosexual,A,D,C,A,37.95375377717109,C,-70.90920125088374,-230.13888338120233,210.55050105855048,17.23029543033955,A,B,60.93625863013414,0
18-25,Bisexual,D,C,D,B,-108.95789494425851,C,38.3165769884536,93.06324173464883,-55.756551536901576,61.83237839048484,D,C,-202.1738243195384,0
65+,Heterosexual,E,D,B,D,113.92337765636564,B,114.60493100709164,-24.723160584963168,-150.8719495020038,-179.60598148053555,C,C,-214.36497806572686,1
26-35,Homosexual,D,C,C,E,-189.84396877341803,D,-2.617678480764087,95.37935409695547,-26.242804198109006,-233.76066299400762,D,E,19.77261975348854,0
26-35,Homosexual,A,C,A,E,191.46842793420063,C,-80.50555632942051,-105.23937771887762,32.229353507358816,82.74009943676141,B,C,76.99747498169562,1
18-25,Homosexual,C,D,A,A,17.921481177078295,C,-94.8837021198399,27.08621219520459,-87.73566280587181,-36.189611319077116,C,A,-61.44041595209843,1
51-65,Heterosexual,C,C,B,A,-53.76849778588596,E,1.2293671666683417,-7.45798279565567,7.438499032590568,-6.930767983645782,A,D,-82.28136023964822,0
51-65,Heterosexual,A,C,C,E,101.2214561596362,A,-24.66708008759767,-31.73601056382147,-52.10716597266095,-84.93163391964349,E,C,-38.399820475269685,0
65+,Heterosexual,D,E,C,D,112.22030909535638,B,-23.12184069570634,-138.74053167762796,-34.90030221527916,-75.75605311284194,E,C,190.31214846646048,0
26-35,Heterosexual,A,B,D,B,-81.21946153198026,B,-53.82539154805437,-38.188958389822005,198.01562246422674,-178.49141937331626,C,E,-92.22106103262034,1
36-50,Bisexual,C,B,C,A,-17.93531842801628,C,-96.03070056204999,-63.93859187691032,122.15941041250085,4.507886697331232,A,C,-48.495579061694436,1
18-25,Bisexual,E,B,A,D,107.93634588813603,A,-81.62086161420754,40.391002230566535,-71.97372018698793,-146.7997586944288,D,C,-7.900017974585241,0
51-65,Heterosexual,D,B,E,B,47.941839230055514,D,-101.47263597518214,-52.12654355227182,-7.491502137308488,-65.04718271856534,B,D,-260.36014606322607,0
36-50,Other,E,B,A,C,-27.87661201981949,B,250.07511956050362,-18.511830700994114,-64.24990460982859,-90.55123213398046,D,B,-71.11474900504071,1
51-65,Heterosexual,B,E,C,E,82.03552270738305,C,0.7969282554776802,57.84929849729266,123.987131851862,-65.00459901801555,C,A,-44.97701108630662,0
65+,Homosexual,D,D,C,C,-56.43016024553237,C,20.121172409221096,19.847666907481358,28.04239039469821,207.1299316755872,D,A,77.7880387962347,0
26-35,Heterosexual,C,B,B,E,76.66342421234155,B,-15.330044986672098,-8.37674405222009,-183.19503633577176,-88.6312635701971,B,A,-127.7749736480687,0
18-25,Other,C,D,D,C,-161.59232293111444,A,17.106465773898545,22.232328752426202,-54.24831732081251,-122.34163356826058,C,E,99.82862443004433,0
51-65,Heterosexual,A,C,E,D,-132.70890173626876,E,74.7307574158107,165.42962670257722,112.18165963167121,87.43981333191657,E,B,-75.54693088350953,1
51-65,Heterosexual,C,E,C,D,24.461416290579045,C,25.859522831019806,30.877557305244114,-44.59800937437286,230.44089832541243,C,C,8.825203003769264,1
36-50,Other,A,C,E,D,43.71989711239381,B,-101.09322680480295,-12.122791646000387,54.25771311240496,-34.39501483694535,B,E,-16.567706226296945,1
18-25,Other,E,B,D,A,12.796886670810043,E,180.64349520306325,82.99774065770164,-82.14946354529643,-63.83363645650923,E,E,-197.80521473769946,1
65+,Heterosexual,B,E,C,D,4.351539571815782,D,45.77744914898756,-67.28611926330254,105.02591388669896,133.67639982816982,A,C,-7.392460434286942,1
36-50,Homosexual,E,C,D,E,119.09005603537184,D,-90.79764922737066,23.354027559606358,18.386811679907026,-30.069115774773525,C,B,-158.05238255158415,1
18-25,Homosexual,C,D,D,D,-70.11133963575672,D,-17.039566126169653,44.658235368493735,-37.82435867720469,-111.86419800458845,D,A,-63.811267515085504,0
36-50,Bisexual,D,D,D,B,-158.74217318821607,B,12.244756223213873,149.72072258317922,-80.02009654430383,53.33855547858932,E,A,-9.717386518362396,1
51-65,Other,C,C,C,C,-119.58358475834103,B,-122.8166699024274,-1.975762120512586,-27.160292862543052,-14.881419789884081,B,B,-2.856296144164768,1
51-65,Heterosexual,D,D,A,B,-34.960742692020034,C,122.82076862281028,-127.57157977388229,31.909121577536325,-114.66504496296434,C,A,241.95912993298703,0
18-25,Heterosexual,B,D,C,B,125.21697290920446,B,169.35166051878653,-53.72864453091466,103.67988103964794,53.087619382324625,E,A,30.45503001363065,0
18-25,Homosexual,A,B,D,E,-10.641099014417861,E,208.2648693410528,12.722941407294721,-23.704506060887994,-159.97566095753695,D,C,-45.27663121332903,1
51-65,Other,C,A,D,A,-105.2679971094546,D,-123.0929216591368,7.383130322618389,11.025177421175469,10.162341486288518,D,B,16.657693805137463,1
51-65,Heterosexual,B,C,C,C,23.75477016657453,C,128.54400474991783,36.57447949724085,-93.44072163409054,-180.31503220920533,B,E,71.87430586577065,1
18-25,Other,B,D,E,B,-143.71135335490638,C,146.59680098451744,105.96045665278653,109.21216792956272,38.89786495310245,C,E,26.287342307708485,1
51-65,Homosexual,C,C,B,E,19.972672250721224,C,135.89534423011563,39.293061697914744,132.19569153575156,-47.553832744930496,B,C,-218.88192702245433,0
26-35,Bisexual,E,D,E,A,-124.3152086088674,E,32.199703276488414,32.594939303957666,-94.85015684833135,-79.42717952693346,A,C,-100.41490279040153,1
26-35,Bisexual,A,E,C,E,2.5671173293514693,E,369.7467516539567,-85.21063788227366,-101.33433540713115,116.25854271626233,D,A,-117.71458141165436,0
26-35,Other,D,A,C,A,-58.13211521346883,C,137.83920045076619,-100.11261920114991,55.72025681675515,-141.58476114133933,C,A,1.7414040668067405,1
51-65,Bisexual,B,C,B,B,119.98397332269374,E,-103.83155896417952,43.696235605980235,-262.30390546543504,46.53455109434637,D,E,103.82203358361903,0
26-35,Homosexual,A,A,A,B,3.0160584688408165,B,-70.1760627659729,17.847793222653166,18.867794617727057,-48.52349008147957,C,E,-4.527163102540716,1
65+,Bisexual,B,A,A,B,-18.576502068433633,D,-182.6110507096039,-133.6842028376652,206.68749022913184,50.66780146847183,D,E,-3.3766994987259857,0
65+,Other,E,E,A,D,-170.2933569713731,E,83.65266921580638,-61.049782713972064,-44.84638840546277,44.40884571270573,A,C,87.23530138352777,0
51-65,Homosexual,D,E,A,D,-102.11933947295687,A,-90.66642203059428,18.042793917200967,-24.600820971768233,25.051702760973775,B,B,-22.143866170909746,0
18-25,Bisexual,E,A,B,C,-65.16750863198602,C,0.34345684200329174,180.6981065529289,36.031642956545284,-94.12568336931749,B,C,110.72803471616047,1
18-25,Bisexual,B,A,D,E,98.54529381567018,D,106.31568716586202,139.11820319063162,-15.413831038173557,57.140711297447275,B,E,117.15814444275017,1
26-35,Heterosexual,B,E,E,B,-150.30942157225292,E,167.72207842979662,69.52630191162699,73.93631985982931,-61.83594740990771,D,B,-77.28014609284237,1
65+,Heterosexual,C,C,E,C,-97.72963296824184,D,-42.48248346112617,-61.369550389602644,-8.098382726247827,76.65389621085558,C,C,210.09834876196754,0
65+,Homosexual,A,E,B,A,66.82893601766627,C,46.6708053025153,-115.15148669692232,19.513002169753488,9.5104314261669,A,C,78.42326226425507,0
65+,Homosexual,A,A,B,B,-90.5824723646208,B,-104.58346439689727,-77.93082831878259,-19.29671663438184,-108.38527514278378,C,C,59.15357330804463,1
65+,Heterosexual,D,B,B,B,-47.313234934702486,A,-160.52239568946754,46.02251523408625,17.135038335817438,-17.404297626732507,D,C,159.91112017923618,1
51-65,Bisexual,D,D,D,A,-70.93836937301032,C,24.792727170190602,-299.85440347328176,74.47317306841728,-19.561399755194543,C,A,174.87971300213104,0
18-25,Heterosexual,E,C,B,C,8.470109775686769,B,74.11015051445797,-114.51458304677942,83.05002460137035,-20.572299496206387,C,A,12.376350408038293,0
51-65,Bisexual,C,E,A,B,114.96457146169519,C,-127.87542033092274,22.33787391214523,-56.56597149177502,65.62310957198231,B,C,23.47293958628897,0
36-50,Other,E,C,E,A,-179.53345778465211,E,47.90566357238346,-88.14304554419923,124.18684183521427,67.98369915265394,E,B,-211.8594008621627,0
18-25,Other,E,C,D,C,-165.2950306750619,D,17.003800648526557,72.56331675847923,-52.316445166452766,-148.14628142518123,E,D,63.312277845414265,1
26-35,Homosexual,D,B,A,C,184.7444064293604,D,-126.49363030003488,-2.0208635786313924,-24.570174525922365,-73.16010731588618,C,B,64.42261459470207,1
51-65,Bisexual,D,A,A,D,210.9054441205322,B,26.65256253962145,65.2652929649582,52.449892466830526,152.31135520706266,D,B,-130.53276150136716,1
51-65,Homosexual,B,B,E,D,-74.71779744199416,B,-61.73139326961952,-151.91695544901444,-76.14709519616451,-29.796392635027185,B,D,-118.3433377772642,1
18-25,Homosexual,E,E,B,B,-96.34998477298727,A,101.0984409141978,43.39872326779782,69.51774569102191,-19.472165854743835,C,E,168.98744716025197,1
65+,Bisexual,A,B,D,E,-67.63644496490407,C,144.12654142598885,18.999469728766204,20.74331390635625,-2.4576792444511906,E,E,-0.37298714608663325,0
36-50,Homosexual,E,B,B,C,132.07087934736126,D,-122.66516257463178,-80.509457388218,-125.82249717402621,-111.8640125639715,E,E,112.60860747103985,1
26-35,Homosexual,C,A,A,D,93.9299860893228,D,44.216837852446005,11.616943571306063,-64.3048967609465,-39.94746864822394,E,B,-209.33278130503288,0
65+,Other,D,B,C,D,125.61072119866262,D,-6.821159058857475,-28.087329817959056,-177.72559014444306,-96.96229735532182,A,A,-36.779547359417016,1
36-50,Heterosexual,E,C,B,A,52.10025278958233,D,-82.57610254865163,78.28380129841312,92.60574037709704,130.82920308483597,A,E,227.97720369906403,0
51-65,Bisexual,E,A,D,E,29.32241283066152,D,-114.03598305547855,102.20858490049478,52.15029693616094,7.683978899756945,A,B,-31.328257981481993,0
36-50,Homosexual,D,D,A,E,-65.21296459580506,B,37.892202495978104,28.551684495375063,47.108208203934495,50.7518390400392,E,D,147.7897007750927,0
36-50,Heterosexual,D,E,E,B,129.0366683420393,D,-12.486281324883274,-211.76625851029246,28.33558979144967,69.00433901238573,C,A,105.78081241401513,0
36-50,Homosexual,B,E,E,B,-40.274758891788544,B,130.5270752316481,63.29880392018792,-12.272816384730671,67.8115579677416,A,A,-17.633440695585957,0
18-25,Heterosexual,E,C,E,E,-52.216381590121685,A,-88.46163102711576,-81.0600248373688,-38.53672073406676,-35.56723442707578,A,E,3.447991300225199,0
18-25,Other,A,E,E,D,150.37477426569254,E,-132.97722546648575,-16.605435274092837,-9.718168546320213,39.8284112330462,C,E,-49.96560225650196,0
26-35,Heterosexual,B,A,D,D,27.61791897169984,A,-100.91769212468165,37.598801685117664,16.89234311029141,20.686574153537247,E,D,118.03690602586899,0
18-25,Bisexual,D,A,D,D,39.33605053762953,D,187.39020930509608,126.94365754882175,-25.924077069857027,78.41786641744041,D,B,-81.52496105039522,0
26-35,Other,E,E,A,C,-229.29090464636084,C,-9.683886017287557,-128.40787479866566,193.273498734526,49.913812863133394,D,C,-108.0194428880275,1
26-35,Other,C,C,E,B,2.209523300173535,C,-63.48290388835842,-81.64883704402223,105.7765290882535,21.278344702940213,B,E,-13.601593804833392,1
51-65,Bisexual,B,E,A,B,-26.171035163519583,A,151.85493568207676,191.13692073837166,-153.71606716446064,278.99852944221794,E,C,5.0802955902514,1
36-50,Homosexual,D,B,E,B,-270.3938424897125,A,-243.88909562725428,-48.17953332708904,-118.65728931059152,-25.931506304311707,D,D,150.2223599316258,1
36-50,Other,D,B,C,C,54.231606209248795,D,-66.14678677949983,-21.336258577540153,-204.13456210248447,-92.05723646386748,B,D,-48.34990232981012,0
65+,Homosexual,C,E,A,A,-137.3295424716131,C,-134.93550953137745,152.6324562361177,20.008698563043925,-31.81962421735695,C,D,-120.55158781613198,0
18-25,Homosexual,A,C,A,D,-75.87492659523198,E,106.19840121260403,-260.63307581688144,131.1697031830737,77.33585270994976,D,C,10.00435103928288,1
