sex,marital_status,age_range,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Female,Divorced,65+,None,43.17307511632403,E,D,B,D,D,A,E,67.22162270068603,C,-70.07887532606615,-143.78730936654952,0
Non-binary,Married,36-50,Jewish,79.90279912702947,E,B,E,E,B,E,C,120.66084851157713,B,-25.110445090633878,40.731604686590664,0
Other,Divorced,18-25,Jewish,-3.0989302204369995,B,D,C,A,A,E,D,-38.01917878870553,E,65.42228884844354,57.85585938029164,1
Male,Widowed,65+,Other,56.69995849184863,E,B,A,B,A,E,A,66.17190931002193,A,161.44447544539713,-27.210094413811138,0
Non-binary,Single,36-50,Other,251.39430505013672,C,E,D,E,E,B,A,-51.62767962996324,D,30.756216142126636,141.90575188719674,0
Non-binary,Widowed,36-50,Muslim,47.488960796718715,A,E,A,B,C,D,E,-97.98589768703681,D,21.89892941136872,-216.7686510742925,1
Female,Single,26-35,Christian,-202.29576129988206,E,D,B,D,E,D,A,283.8458508392575,C,-105.12030097859137,137.49109129591622,0
F,Single,26-35,Other,21.362054357171996,C,D,D,B,B,B,D,89.79559429170617,D,-38.23763395893647,-55.30994076698478,0
Non-binary,Divorced,18-25,Christian,-58.94340068973706,D,E,A,B,A,A,D,-15.405612094204749,E,-23.57137701743583,113.07309200363333,0
Non-binary,Divorced,18-25,Jewish,76.66135122525208,A,C,B,D,C,C,C,-17.313662216559347,E,-200.48894843046688,-65.10721898602627,0
F,Married,51-65,Hindu,-37.11030121163658,A,C,B,B,E,A,C,95.26983306603783,A,30.38701033050743,30.563525023789985,1
Male,Widowed,65+,Buddhist,-98.2501963714364,A,C,C,E,B,B,C,-63.608612316199384,B,124.09512912181991,-45.18409003962748,1
F,Married,65+,Muslim,-38.81254192838799,B,E,A,A,A,A,A,-100.01103373249695,E,-123.36369235438636,-163.42742515812904,0
Other,Widowed,51-65,Other,-32.95262958938862,E,D,C,E,B,A,B,-51.54193113543377,D,80.84233030126153,-7.823720286419121,1
Female,Widowed,65+,Other,-44.33845451253187,C,C,C,B,E,B,A,-13.05293904821911,E,-36.123473729442296,271.6216691128754,1
F,Divorced,51-65,Muslim,-317.29802463504456,A,E,E,A,C,A,C,267.2066551058426,D,-36.835432726708646,9.18055692002054,1
Male,Married,36-50,Christian,71.40414979519701,C,E,E,D,E,B,E,-145.41614322072553,E,145.93654630839634,98.32624286030288,1
Male,Single,26-35,Buddhist,-100.74291775059775,B,C,B,E,E,E,B,177.30737510500524,C,109.23571201241653,126.64747456841552,1
F,Divorced,26-35,Buddhist,64.4110077716657,B,A,A,E,C,A,C,-73.64982718229503,D,-152.79200740624847,138.76733622082097,1
Non-binary,Married,65+,Hindu,-173.25902472705698,B,E,A,C,E,B,A,1.27865406069981,B,-21.50651139483545,87.49723393743635,1
Male,Divorced,26-35,Buddhist,-63.33556324019687,B,D,E,A,C,B,A,3.0616027880508834,A,-86.07071335776712,140.57359272671414,1
M,Single,26-35,Jewish,-9.23068513673784,A,E,B,B,A,D,D,77.33275613007147,A,12.634848962489883,-1.4914895757148394,1
M,Divorced,36-50,Hindu,-128.35517955987302,A,B,D,D,A,D,E,215.45293668301454,E,-114.18335212050887,88.6189349942304,1
Male,Single,26-35,None,-138.78361201896737,C,B,D,A,A,A,D,18.141959287984083,A,-31.40705580328908,-104.9517556106812,1
Other,Divorced,18-25,None,111.76195795222267,D,E,B,A,A,E,D,187.8099271633463,C,-109.07319835661096,94.47356752114061,0
M,Married,18-25,Other,11.46551274806214,D,B,A,D,E,A,A,56.064736979701834,C,21.24957159167237,99.26285127246113,0
Male,Divorced,26-35,Other,-53.82631781147255,D,D,E,A,E,D,E,-38.41761839255641,D,-73.88583563798088,30.694736248013214,0
Other,Divorced,65+,Muslim,-41.94394977066837,E,D,C,D,C,A,A,7.44079126047334,B,-17.20668077715784,43.661870129595684,0
Female,Married,51-65,Other,175.69619587908448,B,A,A,E,D,E,E,202.9706820594206,C,18.647488216857475,-165.10489410268258,0
Female,Divorced,36-50,Buddhist,-53.95467456710698,D,E,B,D,D,A,C,95.39043869772954,C,-331.7662758625848,-62.1807627034904,0
Female,Single,18-25,Muslim,-216.4526842293117,B,A,C,D,C,D,A,70.07447685731644,B,0.8985951159374209,-16.00897673918553,0
M,Married,26-35,Hindu,334.59831350669305,E,C,B,B,B,C,B,47.83787281103841,C,-55.089582900844526,119.47540476084421,0
Female,Divorced,36-50,Hindu,225.4919602053278,C,D,E,A,D,C,B,-117.84496811590637,D,-133.34717725391977,43.56069091068495,0
Other,Single,18-25,Buddhist,-126.01229724905329,E,E,A,D,B,C,B,-26.698289767780135,B,-126.32636602095255,124.2827293679228,1
Other,Widowed,65+,Buddhist,324.8607559913269,E,A,A,A,B,A,C,116.34793725836627,B,16.35533854774217,-65.63733162681353,0
F,Married,65+,Hindu,73.72459621616049,A,D,A,D,A,D,E,11.892205090670096,D,30.15428575365378,93.02970494213234,1
F,Divorced,26-35,Other,173.91056036354908,A,B,A,C,C,C,B,-148.25377961195463,C,59.01775311564382,79.54395441291601,1
Other,Divorced,51-65,Muslim,-31.824490973182517,E,D,E,A,C,D,A,-14.3364273645672,C,-6.98179018858089,63.813208991830784,0
M,Married,26-35,None,-67.98146884090373,C,D,A,A,A,D,C,-32.53637685964895,A,41.075917684120064,84.0744955637881,0
Male,Married,51-65,Muslim,-12.10987001635553,D,A,D,C,A,B,B,-21.504743380310348,E,-100.1239830953108,-143.60828353381265,0
Female,Widowed,18-25,Muslim,-100.7842828599904,E,E,C,D,E,E,C,42.54689496213852,A,-133.6751033939195,-82.70570327586918,1
Male,Widowed,18-25,Other,91.19595245008149,C,C,A,A,B,C,A,-7.870324771520172,A,44.206697885493256,84.71235822504114,1
Non-binary,Married,26-35,Jewish,144.5471558155502,E,A,E,A,B,C,E,142.3155772225005,C,0.5966523063359773,-80.28787012567015,0
Female,Single,65+,Christian,5.0721304704719605,B,D,D,A,C,C,A,-31.865644755099492,C,4.498466051435319,-72.68925603192852,0
Female,Single,26-35,Muslim,138.94750894586554,A,C,C,C,E,C,D,15.790397243743401,C,-35.65842847230521,-21.048460291069514,1
Non-binary,Widowed,65+,Jewish,-49.91786235451383,C,E,A,B,C,E,E,49.66962435714057,C,-43.898403847742,83.37964542862308,1
F,Divorced,26-35,Muslim,-91.59845048174711,B,E,A,D,B,C,A,103.81294682739579,C,26.202952922040403,24.989527318716593,1
Male,Divorced,51-65,None,55.74608413004828,D,D,D,B,E,B,D,-48.53989815357666,D,-12.476836434424474,-23.331272062849827,0
F,Single,18-25,Hindu,-22.635143333133563,D,D,D,E,D,D,B,-125.59691483863196,D,-109.31357441489365,8.914362613095406,1
Female,Single,51-65,Christian,72.1732752136813,B,D,A,C,E,A,D,43.52296631315335,B,-24.06072845200442,-81.60946789652272,1
F,Married,18-25,Buddhist,162.15259780777623,C,D,D,B,A,B,B,236.4235127843895,E,-67.67731139785465,52.11323830913701,0
F,Widowed,65+,Buddhist,17.38815602880405,B,B,E,C,B,D,C,-56.785792953173775,B,165.23932229410633,-31.892534842738108,0
F,Widowed,51-65,None,-77.75365940668664,C,A,E,B,A,C,E,105.46435612826937,B,-35.13828024988232,147.4853859720585,0
Female,Single,51-65,Jewish,-52.10860686523026,C,E,B,D,A,B,A,4.3800048927313195,D,143.91936788734924,-10.042572588057116,0
Female,Married,36-50,None,178.82518674434982,A,A,B,E,D,D,A,-159.76903629112604,E,-130.18752050284363,8.728808537091396,1
Male,Divorced,18-25,Buddhist,26.50538444162129,D,E,C,B,A,B,C,-84.16535065825724,C,52.94253942108895,60.23219559991264,1
F,Married,26-35,Hindu,-128.35218236604865,D,C,A,B,B,B,B,-97.70345649140322,E,-66.67211971934269,161.87684119243022,1
F,Married,65+,Other,-163.189050121762,B,A,B,B,E,A,C,251.65756875278814,E,127.13700922257854,3.615045573891376,0
F,Divorced,26-35,Buddhist,59.23093799212044,D,B,E,C,C,A,E,182.92924289730587,E,-129.54787745308985,-76.20429321336601,1
Female,Widowed,51-65,Other,-7.641477538087906,A,A,B,B,B,B,C,54.583411418989236,E,43.026940947050456,11.175592715351575,0
Female,Divorced,51-65,None,-93.031537888728,A,B,C,E,D,D,B,-83.47357433088419,B,-197.77507193101823,32.402310731503995,1
Other,Divorced,51-65,Muslim,-153.4050598120462,D,B,B,B,E,A,E,151.62982068801918,E,65.92844423477761,146.94923197453386,0
Non-binary,Single,18-25,Christian,-34.46619866722381,D,E,E,A,E,E,D,-33.103479322297964,A,25.542196829177495,-48.95740681107955,1
Male,Divorced,51-65,Other,-29.425867887446778,C,D,A,C,B,D,D,134.5458108342177,A,-126.65455587427326,-108.41817895517269,1
Other,Married,65+,Christian,3.9253970359577552,D,A,A,B,A,C,A,108.73730437898688,B,-103.52609108048938,186.39404852841994,1
Male,Divorced,65+,Hindu,-145.82266196309834,E,E,A,E,D,C,D,-45.71154459480863,A,-120.49425051400556,156.42616013395963,1
F,Married,65+,None,31.538281346292894,D,C,D,E,C,C,C,-4.138311497242326,B,77.79025802788885,-33.03771379004202,1
Female,Divorced,51-65,Muslim,-173.82562095024193,C,C,A,E,C,B,D,178.27228390977282,A,-167.39594715170236,9.21035891210983,0
Non-binary,Single,51-65,None,30.187829237908158,C,A,A,A,A,D,A,25.808610549852112,A,66.1619982781381,19.514745615796322,0
Male,Married,18-25,None,95.07343854773157,D,D,D,E,D,C,D,23.953724816650148,C,156.8128270347573,102.23634323720407,1
M,Widowed,26-35,Christian,8.165513761412894,E,E,A,B,A,C,E,-51.24441208142083,A,99.66185277734792,62.42562871404842,1
Female,Single,51-65,Muslim,54.98845814780841,B,A,D,C,D,A,A,9.244869662072338,A,-48.56024304189719,-127.39167619356095,1
Other,Married,36-50,Jewish,-60.41693937074288,E,C,C,A,B,E,C,63.62821081035238,A,-16.032350824291445,-35.50661936083396,0
Male,Widowed,65+,Jewish,63.33633155106774,C,B,C,D,E,A,D,-26.583485190775107,C,-43.217723001767,0.6027747095074832,0
Non-binary,Widowed,36-50,Buddhist,-41.33157086025654,C,B,E,B,E,C,D,-55.29191595982872,E,-93.46319143237383,106.61035281302729,1
M,Divorced,18-25,Jewish,151.8895570072522,D,B,B,C,E,C,C,6.007785543160384,A,23.027160950722134,100.98304099999058,0
F,Single,26-35,Jewish,0.7055334847047902,D,A,C,B,C,A,A,-43.28794371493604,B,114.5384267698551,35.59695266508358,0
Female,Single,51-65,Jewish,259.19714316008054,C,C,C,A,E,E,B,16.556527774952738,E,77.8728350202624,96.23459777272483,1
Female,Widowed,51-65,Other,-58.184437089425124,E,A,C,D,D,A,E,-96.53126798359109,C,-59.723669775978664,-85.03170099083722,0
Male,Divorced,36-50,Muslim,-14.201493339667307,D,C,A,A,E,A,D,-94.49440257919706,A,-23.241850171102303,108.88162649741327,0
Non-binary,Divorced,51-65,Jewish,28.46793293131332,A,B,E,C,B,B,C,-8.131270852415177,D,-89.45302979458786,12.067295312266898,0
Female,Widowed,26-35,Other,-125.1041352974542,C,A,E,E,A,D,D,341.19566623802433,E,40.699585170540914,2.4762659582598485,1
Female,Married,18-25,Muslim,186.58752047532775,A,C,C,B,C,C,C,-17.921808086685513,B,55.929828633967446,-51.321688000216724,0
F,Divorced,51-65,None,-71.97723154273652,D,E,B,A,C,E,D,168.63298978651977,C,0.2944547590138682,64.05945794471766,0
F,Widowed,18-25,None,105.4342822583874,E,C,B,D,C,C,A,-151.49733280415657,C,-11.235947693307805,-5.420434096599233,0
F,Widowed,51-65,None,-36.961106073918195,C,B,E,D,E,A,A,57.00557112978252,E,113.21306544740344,-5.6845699820462565,0
Non-binary,Single,51-65,Buddhist,24.72465031379372,C,B,C,E,D,E,A,-81.98873009474279,A,145.50034139938754,36.78894616056625,1
Non-binary,Divorced,26-35,Buddhist,203.01636984321541,D,D,D,C,C,C,A,-137.28051854064788,D,0.07662284508624516,64.94796628222981,0
Female,Married,26-35,Muslim,73.50330304222277,C,D,A,A,E,C,D,38.8710323637534,A,-106.72279010625533,97.99135197616401,1
M,Widowed,65+,Muslim,279.61756484226584,D,B,D,B,B,B,C,-179.5794920426606,C,117.24661331123387,53.87757851007575,1
Male,Divorced,18-25,Christian,38.96926964028453,D,B,D,E,C,E,D,62.08498462942966,B,26.447113563944562,16.281502431943444,1
M,Single,18-25,Hindu,32.625622156596535,B,B,A,A,A,A,B,108.1726946821657,C,-82.51078703999227,165.37445359518276,1
M,Married,65+,Hindu,77.3460665805107,D,C,A,D,A,D,E,75.50341698790729,D,-106.89117750570448,-65.08764564745168,1
M,Single,36-50,Christian,27.397122481544233,E,D,B,B,C,B,A,-273.2029611867394,D,84.70267791105026,10.259201107206644,0
Female,Single,51-65,None,96.14305751373723,C,B,C,C,B,D,B,183.49811054112035,D,123.93306956031714,-75.1615059680408,1
M,Single,36-50,None,71.3083628333746,B,A,C,D,A,C,C,-5.046908057063314,C,-269.91914062823537,-96.0470399450577,1
M,Widowed,36-50,Hindu,-186.81470710172812,D,D,D,B,D,C,C,-183.89480387591044,C,4.092046350915105,-36.63985515160901,0
M,Widowed,65+,Other,153.8201039753041,C,D,A,C,D,D,B,-51.863724395966514,B,-4.397387760515505,-94.56828684381966,1
Other,Widowed,26-35,Muslim,109.4847186370895,B,E,E,D,B,B,A,42.61528174072021,D,57.62056170519993,-104.39551475108158,0
Non-binary,Divorced,26-35,Hindu,-29.33443015011138,C,C,C,B,E,E,A,26.78401156635956,E,91.1480344569567,41.05288552211969,1
F,Widowed,26-35,Christian,97.68270080839905,C,B,C,C,C,C,B,145.36736054187764,A,-25.33771570615481,162.44124009124948,1
M,Divorced,36-50,Jewish,-20.662819251161615,E,C,D,D,E,C,B,-39.57650792407543,C,-15.722530713872649,-136.40848000972113,0
Non-binary,Single,26-35,Hindu,157.77002437324663,D,B,E,B,E,D,C,-60.35722468990245,A,-25.166202609554134,-27.17083642347568,0
Non-binary,Divorced,51-65,Buddhist,-137.79268519157463,B,A,C,E,B,B,A,-50.97261806402314,A,141.9850901714997,-87.89470296801399,0
Female,Divorced,51-65,Jewish,37.20580607763371,A,E,A,A,D,C,B,147.26586414315832,B,85.04220642448146,-105.69504005287591,1
Male,Divorced,51-65,Buddhist,-4.746138571847295,D,D,A,C,A,D,A,115.92130931935336,C,-61.9216603821426,20.858993986992058,0
M,Married,51-65,Buddhist,78.03512637963121,C,D,C,A,A,A,E,94.79742085398284,E,-62.389980033127515,-6.343408139303166,1
M,Single,36-50,Buddhist,22.175169977396667,E,A,E,D,B,D,E,147.86186678063768,B,-45.32645201701729,-130.71289703741556,0
M,Single,26-35,None,65.11438659539822,A,B,B,C,E,A,B,-39.40193448140465,B,-217.88964662750385,99.38640444719175,1
Male,Divorced,51-65,Hindu,136.11461338864984,D,B,C,B,C,D,D,54.85311378095633,A,-11.517752109616207,-71.09711389517882,1
Non-binary,Single,18-25,Muslim,75.54143775267426,B,D,C,A,A,C,A,-57.60340343720131,E,118.09221231243289,-30.639235591775304,0
Female,Widowed,26-35,None,-107.13673183612133,C,C,B,C,D,C,C,-30.149586134825608,A,148.3089260768668,130.90901083090873,0
Non-binary,Married,26-35,None,144.30032385427145,E,D,D,D,D,D,B,101.46261187916643,A,-153.0254715427742,-57.9807542269523,0
Female,Single,26-35,Christian,-8.00159215353242,A,A,A,E,B,B,C,76.11989664591029,C,48.63569017568105,-63.95246679334782,1
Male,Married,36-50,None,-300.16227149012036,E,E,E,D,A,D,B,123.01984158910022,B,-175.62646447736176,78.13022417938289,1
F,Widowed,36-50,None,-31.611437477698313,A,B,C,B,B,D,C,-87.17763508624797,D,39.695116375659225,40.99392864606378,1
Female,Single,65+,Buddhist,48.0871524954155,B,B,D,B,C,A,B,43.0862596981132,A,-30.611580367510978,73.94585675602042,0
Non-binary,Single,26-35,Buddhist,-57.80151268410242,A,D,B,B,D,B,A,-147.75377306403675,C,169.99547577583803,276.87319243307445,1
Female,Widowed,36-50,Buddhist,97.49000376808534,B,B,C,A,D,D,B,-82.75991661646049,C,4.4735897460282175,100.35079158110491,1
Other,Married,51-65,None,-265.5973409298161,A,C,B,D,B,A,E,189.84425574937939,B,74.96390909530281,-22.594833596550306,0
Non-binary,Divorced,65+,Christian,-43.38755027162606,C,C,E,B,A,E,D,-34.79735613201437,D,-51.943882772237394,-44.213561947249886,1
Female,Divorced,36-50,None,158.3741037992172,C,D,D,E,D,B,C,6.03252833975244,C,-5.607149389034595,-113.77976685605195,0
Male,Widowed,36-50,Hindu,44.824504354802464,C,D,B,B,E,B,A,7.551998607881625,E,-3.400025151717219,-1.2359591175446705,1
F,Divorced,18-25,Muslim,-229.90789964004762,A,A,E,A,E,E,C,145.81504064014172,A,-42.09261740071985,95.48437086079694,1
Non-binary,Divorced,65+,Buddhist,160.03983613986023,D,A,E,A,B,E,D,-110.05006899620611,B,-46.78836739407595,-17.38392223724349,0
Male,Single,51-65,Christian,-75.0581670271381,B,C,D,A,E,C,D,-23.465888971595355,D,64.78129326728916,-2.269814380654047,0
Non-binary,Divorced,18-25,Jewish,-7.186429832388512,E,D,D,B,C,B,B,129.8022803828152,D,-44.73237565075638,137.78875087483095,0
M,Widowed,65+,Jewish,-106.53521285862517,E,A,C,E,D,B,A,185.97383015466465,B,171.46761251974664,-62.10363858353123,0
Non-binary,Divorced,36-50,Jewish,11.41520124767665,A,C,C,E,B,C,E,166.40775299085132,C,158.73071036584022,93.24880247693707,1
M,Widowed,36-50,Hindu,-142.59298063475006,A,E,B,C,D,B,D,-92.12558925471708,C,-28.19745092132492,-13.071429216772595,1
Female,Single,18-25,Buddhist,197.50821498181722,E,E,E,B,B,A,A,138.68631853647838,B,158.8123606280201,-94.17291916921036,0
Male,Divorced,18-25,Buddhist,248.8658709609819,E,E,B,B,D,E,B,36.05048293626657,A,4.070146352226572,-5.647703903635701,1
Female,Widowed,65+,Muslim,124.21654843892736,D,D,A,E,B,B,C,-142.98933903837,A,-47.95520437203975,-31.622576433233153,1
Other,Widowed,65+,Buddhist,103.44789577362388,A,C,E,D,A,E,E,-140.34930636658908,D,7.565799076305389,-226.88371800209342,1
Female,Married,51-65,Hindu,60.864607585145436,E,B,C,B,E,E,D,94.694844680986,A,-26.37665903381005,-137.72730851219268,1
Other,Divorced,65+,Muslim,14.25868331780588,E,E,D,C,E,E,D,41.699299143570386,E,-54.533109486463836,2.864020627340376,1
Female,Divorced,65+,Buddhist,-50.267507242452524,B,D,C,E,D,D,D,-310.7593232239061,B,-87.16864856952782,150.60763865430462,0
Non-binary,Divorced,18-25,None,-55.39393617857914,E,A,C,E,C,B,C,-38.75167701805907,E,84.18738604523644,179.89578249704797,1
Other,Married,18-25,Hindu,202.07604846971248,D,E,C,D,B,A,B,97.09560044393646,D,-45.73100806104011,-141.59654996042664,1
Male,Married,51-65,Buddhist,-24.534254659813428,C,E,B,B,C,A,D,200.83347779424017,B,34.99221976274856,79.94277664754956,1
Other,Married,65+,Jewish,-93.52809492263924,C,C,E,C,A,D,D,42.368343849026445,B,-72.61716638699383,-54.48321758408044,1
M,Single,26-35,Christian,110.86795573431982,E,E,A,C,E,E,A,139.43278849197182,B,74.26733597985938,183.3732899922853,0
M,Divorced,18-25,Other,-126.31343575415977,C,B,E,E,B,D,D,111.02245433987135,D,-65.66631154114167,98.42417128510732,0
Non-binary,Widowed,65+,None,-4.368363504084194,D,C,B,D,A,A,C,142.56331536459442,D,111.60569914209427,18.78319561365693,1
M,Divorced,26-35,Hindu,-84.6122678258453,C,D,A,D,D,A,B,-94.77671274312749,A,-113.9407111392121,-250.49228310629763,1
F,Married,65+,Muslim,-44.99196804988855,C,B,C,E,C,D,E,63.37381324348831,B,184.88307163634397,164.97111436226578,1
Non-binary,Widowed,36-50,Muslim,-108.65580331086358,C,C,D,A,E,B,A,106.00827955017988,E,-1.362698749242992,39.902053672573494,1
Female,Divorced,18-25,Muslim,-63.066275762517144,A,D,C,E,E,A,E,60.91780933405418,A,-64.97727769371771,-28.968266181964463,0
Non-binary,Married,65+,Christian,-168.1864755216014,B,D,E,B,D,B,A,-12.052147491632368,C,112.00748023624556,110.80445738644163,1
Female,Widowed,26-35,None,34.775728913536746,C,E,E,A,E,E,E,49.98394727011512,E,25.333271224015668,99.99211399921157,1
M,Widowed,26-35,Hindu,-50.24907455353931,D,C,A,A,B,E,C,-12.666578068181828,B,-71.8037757749928,-120.32424150018117,0
Non-binary,Widowed,18-25,Jewish,249.88176108183163,E,B,C,E,E,B,B,50.28760121648954,B,6.449865690138069,-69.38998866392765,0
F,Single,36-50,Christian,6.331016035080395,C,B,C,B,E,A,D,-113.23553515619929,E,-200.2595943967696,-82.666464677878,1
M,Married,26-35,Buddhist,21.693672649272926,C,B,A,E,B,B,D,152.89526993862935,A,47.457337813259,48.81530618601659,1
Male,Single,36-50,Jewish,3.7491465749608133,C,E,B,B,A,E,A,44.59032782449408,C,-222.0279407393379,183.78156774198033,0
Other,Widowed,51-65,None,101.86011546742235,E,C,D,A,B,A,A,-50.46186517531752,D,-178.67410067161734,-54.929925384687174,0
Female,Divorced,65+,Christian,97.06331758437071,E,A,A,B,A,A,E,-44.940122910223,E,-153.70719537834233,-121.01799362809732,0
F,Single,18-25,Hindu,-38.3909004509416,D,B,D,A,E,C,B,62.05997177383304,D,-71.82752387794059,-29.748342733201056,0
M,Divorced,36-50,Other,70.63066776870266,D,B,A,C,E,B,C,57.3430783359111,B,169.1528573475929,-109.58482542636958,1
M,Widowed,51-65,Muslim,58.02816399723617,C,D,B,B,C,D,A,-78.37260186265307,D,160.57392297072226,26.931085558383355,0
Male,Widowed,36-50,Muslim,-125.03567432935515,D,B,D,A,B,E,A,0.6159499176680037,C,65.33519442247008,91.68640895255307,0
F,Married,36-50,Buddhist,-24.902663316906676,E,D,B,A,B,B,C,-97.68983182764505,B,8.198331062332436,-41.13486034846472,0
Male,Widowed,26-35,Buddhist,74.80254562501739,C,D,D,C,B,D,C,-224.9308813809717,C,72.44050264818503,44.4554525826521,1
Non-binary,Widowed,18-25,Buddhist,-49.85157306217789,D,A,B,D,E,D,C,-52.338414692553,A,14.863846458646298,60.852914438301134,0
M,Married,51-65,Hindu,170.26625783530187,A,E,B,E,A,E,E,-101.30272447097167,D,50.57393658704591,28.482926041756514,1
Non-binary,Divorced,36-50,Other,-48.216655836668195,A,A,D,A,C,D,A,182.41453890036547,A,99.97267382853053,46.9887862327002,1
F,Single,65+,Jewish,48.995285985470886,D,E,C,C,E,D,D,-72.35676850548742,A,-8.529260183836191,-118.4546215742438,0
Non-binary,Divorced,26-35,Buddhist,-93.34259973178366,A,A,B,B,E,D,A,139.6340187515359,C,-51.643703520331705,-147.41942706143075,1
Male,Married,26-35,Buddhist,65.77110176055987,D,E,A,E,C,E,B,140.67046154229487,B,62.899300617078104,-109.87141239913247,1
F,Widowed,51-65,Jewish,63.416899777810556,A,A,B,A,E,A,C,-40.97262491280972,D,74.79142581698784,-0.47372187674119165,0
