Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,65+,114.67121611768614,A,B,149.4988333340171,6.0155177844126095,C,1
No,36-50,-311.7025131967812,E,E,-45.300921940102924,28.95575584750207,A,0
Veteran,51-65,12.907181546346877,A,B,45.60576554498114,24.124353798740405,E,1
Veteran,26-35,-87.70560392881268,C,B,-124.21129593857307,12.858341731562167,C,0
Non-Veteran,18-25,135.23561670708548,D,D,-110.67474910111991,129.72500928572177,A,0
Non-Veteran,26-35,-100.48909384391087,E,C,-12.760092815719906,-101.56390739515659,E,0
Yes,18-25,1.4794832451160809,C,B,-4.321832310467501,-62.923449731018025,A,1
Veteran,65+,-196.33751270132854,C,E,29.772452212901435,-99.24191095756272,B,1
Non-Veteran,65+,-115.29371258997799,D,B,39.72843812602676,-26.68357002118788,C,1
Non-Veteran,18-25,88.84918924058658,C,E,127.98323372960898,124.95556302796214,D,1
Yes,18-25,-1.3536862850252,C,E,151.23062974676762,73.60716067221652,B,1
Veteran,26-35,28.779146550488193,D,E,-75.97123549622896,149.85605436292192,E,0
Yes,36-50,-45.63059448710574,C,E,-18.241458387012162,-114.30153782468663,D,0
Veteran,51-65,25.148663992242003,A,C,-40.9772032617272,15.68067179299693,D,0
No,26-35,-132.29471817115189,D,C,-78.09865469415712,-187.94705482614933,A,1
Non-Veteran,51-65,-13.637431818305156,C,C,-19.251494444306473,-86.54361878857118,D,1
Veteran,36-50,128.67025178882488,C,B,-135.28826890335984,73.81990295075416,D,0
No,18-25,-141.69617789542258,D,A,-147.78968686196697,75.07188748839282,A,0
Veteran,51-65,-7.246905366874763,B,A,-19.740409838335502,63.56699005776797,D,1
Veteran,26-35,14.164400651039044,D,B,0.8398815772857433,-150.85684745336613,E,1
Veteran,51-65,84.4065243974748,C,B,67.28958636857875,-28.069738917537734,C,0
No,18-25,-125.45744053169226,E,D,210.01582312641034,-71.2061744779538,D,1
No,36-50,-35.17153254030952,E,D,-80.93518616498156,79.74359370209852,E,0
No,36-50,-26.210724158714033,E,E,97.16653854952419,80.10426077179018,C,1
No,18-25,175.14183846430183,E,D,-145.7037408245845,25.704718664134578,D,1
Veteran,65+,-68.68846628032492,B,E,16.515772848203238,-88.12456001718509,C,1
Yes,51-65,-69.94792964812261,E,C,8.040665903599841,78.44329983081725,B,0
No,51-65,91.63853309994151,C,A,-120.87238768387284,11.58462673739834,D,1
Non-Veteran,51-65,-103.28572662712756,D,B,81.14844679913244,-224.7572101536991,A,0
Yes,51-65,35.108246527828356,E,C,111.33015948781492,52.090162729308645,B,1
Veteran,36-50,29.528844834645014,E,D,129.74784210879514,-18.913503743972015,A,0
Yes,65+,202.34010539848356,B,E,39.60554539167602,6.560480125688792,B,1
Non-Veteran,65+,-87.84559559647936,C,A,148.2268246589798,68.35681922003938,B,0
Veteran,18-25,-145.16234231448124,E,A,-53.00235311859838,195.62512330883052,D,1
Non-Veteran,36-50,45.65778852729922,A,E,-120.95274775043015,-89.44965777955653,D,0
Non-Veteran,65+,163.71802595833287,C,A,-9.828390196909378,-30.877633764593593,C,0
Veteran,26-35,6.052333229339398,C,D,-31.096975435245138,6.706627094714712,D,0
Non-Veteran,51-65,23.717824078241776,B,C,185.51294630917678,68.27372624337545,C,0
No,18-25,-130.06233405529227,C,D,-78.94492634152478,82.45210495384941,E,1
Yes,36-50,-166.08499529435065,B,C,-13.649820928997777,104.77389746639079,E,0
Veteran,26-35,14.199140017711635,E,E,-170.69426846438037,80.63927673015998,D,1
No,36-50,112.58746261351517,A,D,25.669084881228404,4.9146427534658255,E,1
No,65+,-231.80889078297616,B,B,56.52701293711618,121.7590835119926,A,0
Veteran,18-25,59.23687661998468,C,E,194.7200497947947,-92.20542128784996,D,0
Veteran,26-35,39.54606982681564,E,D,100.97642881175682,46.83053352453186,B,0
Yes,36-50,183.7900489901922,C,D,259.41060628015265,8.614119713223623,B,1
No,51-65,41.78522508036681,D,E,-40.349699277194794,-63.62735715978766,E,1
No,65+,11.084326756424042,E,B,17.001476000945154,-128.43228671854635,E,0
Yes,36-50,-16.540501637088113,A,C,247.09243447477954,-99.57256174302809,B,0
Non-Veteran,51-65,-70.9953446076345,D,C,100.4882685921372,9.906860748254227,D,0
No,51-65,172.4818806080865,B,B,-159.42755202061048,49.02403793883281,A,1
Non-Veteran,18-25,-48.742731434336825,B,B,67.80967102401517,239.99871295933102,C,0
Non-Veteran,65+,-123.86823058470182,B,E,127.77035980631861,-73.32296254598987,E,1
Yes,36-50,-75.63645004958954,C,B,-63.80218780296364,-68.73643156745285,E,0
Yes,26-35,-38.98703488311074,A,B,-138.45838976483847,66.11626317444352,E,0
Yes,26-35,14.026954751895518,D,C,-207.44787939099075,71.72549194591387,C,0
Non-Veteran,65+,-28.089456648076123,B,D,-106.10632933551578,135.72357615191757,C,1
No,36-50,148.0863705079794,D,E,-3.8892661871712004,148.632368293579,B,1
Yes,18-25,-105.43767822487918,A,A,-45.69578382658299,-68.53717173641905,A,1
No,65+,-95.01797325705196,C,E,220.860837533754,-225.57942775351268,A,0
Yes,51-65,-131.6063117850676,C,A,-63.492226561298146,46.56750882490007,A,0
No,65+,59.65428868068392,B,B,52.8011289935841,89.85275456739899,E,0
Non-Veteran,36-50,-43.90507703964301,B,A,92.07150123398921,196.48838096233283,C,1
Yes,36-50,113.06962517995368,D,D,51.771788423716025,-86.62290939374422,C,1
Yes,36-50,-33.14724030809617,D,B,13.027171159260886,-162.18469947606297,D,0
No,51-65,-36.572176357149125,A,E,-252.1952596757845,48.804756442603654,B,0
Non-Veteran,26-35,17.336941301032407,D,A,-113.36352798296964,-139.12263084723438,D,1
No,36-50,2.211789239104749,C,D,233.40191578700552,106.03915347746916,B,1
Yes,18-25,82.9719481307265,E,C,56.586265976367415,57.24052606529089,D,0
Veteran,65+,5.845918882878635,E,B,0.1775749273979648,-174.73906116863236,E,1
Yes,26-35,30.393926432557762,C,E,-15.100329412229,-87.58772690165428,C,1
Veteran,65+,162.28619689085548,E,A,-9.095728195620111,62.231925196373524,D,1
Yes,18-25,92.69291789181389,E,D,-236.712261409264,36.84774036581292,D,0
Yes,51-65,180.8378570882347,D,A,-119.2378921105184,-156.80626826333489,E,0
Yes,65+,142.1435922860507,C,A,12.489116930962055,111.7302679499384,B,0
Yes,65+,110.43006028156948,A,B,44.06600290300226,-125.3782149500029,D,1
Non-Veteran,18-25,160.35590551541782,E,A,-31.751232087961718,-21.374795971688386,D,0
Veteran,26-35,-36.434675520535336,A,A,-105.99337708015015,96.27521012017787,C,1
No,26-35,-0.08157647814999863,E,B,53.20653984470389,30.068155284250857,A,1
Veteran,65+,46.45295055404535,A,C,-26.35589811277516,27.38170745352874,A,0
No,26-35,-35.770258978875006,A,C,-1.4548936782471646,30.38593057220834,D,0
Yes,51-65,-107.932479575318,B,E,-35.24220083837113,-23.129481257002862,C,0
Non-Veteran,36-50,-42.50163479267993,C,A,-37.40358086924764,-31.592971266099372,C,0
No,26-35,113.42410845646941,E,C,-24.500841508573203,16.93822155476738,C,0
Veteran,26-35,-114.71178941418299,D,E,-57.94763479949218,5.9682107118966075,A,0
Yes,26-35,-45.97207408498454,C,B,-173.051166964159,172.14532528271224,B,1
No,36-50,-4.7603145509394675,C,E,-66.71881035516924,-32.693005791848826,E,0
No,26-35,11.70961448695756,B,E,-238.55828325693884,-4.198714904682807,B,1
Non-Veteran,18-25,201.53546081732068,E,D,-140.49931130106543,47.697219286320866,C,1
Non-Veteran,36-50,95.38949097294186,E,D,7.540493873785921,-132.9259294627175,E,1
Non-Veteran,18-25,94.51527097443491,E,B,92.1892035556877,44.66431669017773,A,0
No,18-25,-18.001672125910765,C,E,106.82347119724822,25.325077218378926,E,0
Non-Veteran,18-25,-42.036996556524954,D,C,52.634033279863665,63.890451168503404,E,0
Non-Veteran,18-25,79.1800595857714,D,B,-75.68316419381316,135.81295612678548,C,0
Veteran,51-65,-19.06303295203908,D,E,-36.79365517050033,-46.10092921491006,B,0
Veteran,51-65,-86.7804677167137,D,C,215.74248502962462,34.07039723714298,A,1
Veteran,26-35,13.893918728646467,C,D,57.68259385725981,46.08110051844022,D,1
Non-Veteran,18-25,-18.41508393316499,B,D,-38.18680595603276,-0.03509668452352078,A,1
Veteran,18-25,-153.5359635953354,D,D,-27.783666379986105,220.28123147193716,B,1
No,51-65,-3.023830647697699,D,E,105.65343080071831,-35.93702921869972,A,0
Non-Veteran,18-25,-40.08287871559828,E,D,75.76310209423009,-99.86246318836413,E,1
Non-Veteran,18-25,-69.26240134605668,C,C,112.48113314306364,-35.2365063544968,A,0
Veteran,36-50,-103.73569052381772,E,C,58.255630147499005,193.36703998536237,C,1
Non-Veteran,18-25,69.42436885930793,A,D,73.88838410892738,-149.51166683456674,E,0
No,65+,68.89064140625,E,A,11.513000971572398,89.8466360916376,E,0
Non-Veteran,26-35,145.23858636174768,C,C,179.52029834644947,-39.19323303937059,C,1
Yes,26-35,-92.45275824993459,C,C,140.4367464146638,-21.71821210871473,B,0
Veteran,65+,187.41347853422045,B,E,-102.64553534297546,-91.77989751139064,C,0
Veteran,18-25,-53.163414336408636,D,B,72.28973192580148,141.20183860994607,A,0
Veteran,18-25,-97.24290185838132,A,D,145.80008701605257,-102.56326685032255,A,1
Non-Veteran,26-35,-153.25853651227644,C,A,23.948483374394396,28.00249966369861,D,0
Yes,26-35,71.8864310799585,A,D,49.04192854701993,-149.72028755308335,D,1
Veteran,51-65,50.705218169040066,C,D,-11.75632091261636,-77.79169063711325,C,1
Non-Veteran,65+,243.75223316169144,B,E,-31.88631985111199,-42.15066794474478,D,1
Non-Veteran,65+,2.6855186350866167,C,A,91.75845966415676,53.1023336935218,A,1
Veteran,36-50,-210.0919206185276,E,B,-97.89267127516945,-115.00544319345565,E,0
Yes,26-35,30.762690522790308,A,A,-82.28839240036147,-114.97453775308617,D,0
Veteran,65+,-103.86424420869899,E,A,171.0245345111147,-277.1825956935009,C,0
Veteran,36-50,258.64752028682994,C,D,117.43867824949888,10.734598071224456,C,1
Yes,65+,-42.65038041295575,B,D,165.23311041059,-108.9596627075653,A,1
Non-Veteran,18-25,29.079832587211556,C,E,71.15593094597023,48.734111407195655,A,1
Non-Veteran,18-25,124.04408745667035,A,C,-8.737496219492002,-135.59658112435716,D,1
Veteran,65+,38.90013510119247,E,C,155.49150508024672,-15.099807100659657,E,1
No,51-65,-14.436443818408742,A,A,-158.88680112473196,-26.60327193856782,D,0
No,36-50,-56.44810679873099,D,A,-225.2117351073614,67.8778647538449,E,1
Non-Veteran,65+,-84.69715225623861,D,B,-51.759223702381654,-19.751388244682104,C,1
Yes,18-25,-6.005494176862223,A,C,-50.885957254846446,-36.919551876923315,E,1
Yes,36-50,-116.74438774225273,C,D,-13.414014383203124,-72.6422943322856,A,0
Veteran,18-25,-70.90398925349156,A,E,-164.72158539287688,41.6535858006917,D,0
Veteran,51-65,13.96502284679192,E,C,-38.34258497641415,-12.513706394284913,E,0
Non-Veteran,36-50,54.31602683857138,A,E,61.12995299991142,104.95165689857944,C,0
Veteran,36-50,-76.26466226662131,E,A,17.138871546159077,-61.20729582486325,B,1
Non-Veteran,51-65,121.24882321304695,E,E,-81.85788482970361,238.34380766098852,C,1
Non-Veteran,51-65,24.71481904771581,B,E,8.889925305358613,179.1401926712229,B,0
Veteran,26-35,-82.99174952287642,D,E,32.04677958567563,-73.8170443371861,B,1
Veteran,36-50,108.51544421529002,A,E,-162.76891465659088,-102.38672210526136,A,1
Non-Veteran,51-65,-173.39932734979772,A,A,60.63628400015554,125.37670308075658,C,1
Veteran,51-65,-177.23991443372438,A,E,65.60096575421088,-130.99753146077603,B,0
Yes,36-50,-155.69177925684133,B,C,-144.79934964930135,244.63310163100851,B,0
No,51-65,65.78467266605621,C,D,24.38305165065842,-15.372366598607165,C,0
Yes,65+,185.42856808898958,B,E,-94.5697358135991,-83.66319579805312,B,0
Non-Veteran,36-50,-14.043665726482136,A,B,89.38004002631513,23.277478573925293,B,0
Yes,51-65,7.9353241421918925,B,B,197.80481971322394,-105.24933671988424,C,0
Yes,18-25,-111.59035036065914,B,B,11.80898203880986,-45.78904044422302,D,1
Non-Veteran,26-35,62.1358591417022,D,D,-226.44254936331984,-90.42523203219064,A,1
Veteran,18-25,-71.74621002868852,B,C,-40.7581841080517,47.90247328412677,B,1
Yes,18-25,-11.5725170387967,E,B,-196.65191797390884,-26.270103429862914,A,0
No,26-35,-96.49828328800733,A,C,-221.21466084407228,-141.8697648171958,B,0
Veteran,26-35,-10.968261129442551,B,A,76.55905151716553,-141.04321495253654,E,0
Veteran,18-25,262.00359972452753,E,A,-26.365319476793918,-35.189557516972684,C,0
Yes,51-65,-82.30859534950383,A,A,13.29903555548656,15.899517215991876,D,1
Yes,18-25,66.22700174298942,D,A,-6.312074194977088,-25.265441096357616,A,1
Yes,26-35,-17.449656908618135,E,D,52.68714328607176,48.114445108803174,E,0
Non-Veteran,36-50,-159.0400795967204,B,E,81.13431923781366,-12.117536581298747,C,1
Veteran,26-35,-291.8250070965892,A,B,73.58195553331238,-27.6174772872542,A,1
Veteran,26-35,-54.749659708803044,C,E,81.16705446794661,103.39219395776405,B,1
No,18-25,15.35419752922254,E,E,163.76875254318793,40.49565979324917,A,1
Veteran,65+,-172.4032463896738,C,B,-103.27660070756977,-6.7171755737379355,C,1
Veteran,51-65,134.725116282246,D,B,18.93826892452668,-72.6364946318882,D,0
No,26-35,135.87045183165577,E,A,-79.19669661883046,-212.19390412395433,C,1
Non-Veteran,65+,3.18688020463097,C,B,-91.26628926517128,234.83153353498548,D,1
Non-Veteran,26-35,18.938389570399192,C,A,-147.83632495142902,95.30478672713106,C,0
Non-Veteran,51-65,-145.2708502277792,E,A,-45.141310934450715,-19.910038819717446,E,0
No,18-25,-43.05284522637708,C,C,-203.09173074298891,-85.07059527891165,C,1
Veteran,36-50,-109.0762908157437,C,C,-13.386105789538103,-158.26827179391282,A,0
No,65+,35.50849104896453,D,A,-22.2877950642617,12.011930458063128,B,0
Veteran,36-50,-76.70911393903299,A,B,20.54911048707816,13.772673593798599,D,0
No,26-35,54.05845849966161,C,A,8.799128909882894,67.27399920489215,A,1
Non-Veteran,65+,-64.84893994064298,E,D,-97.70754809810424,97.27794248506393,A,1
Non-Veteran,51-65,-116.85699873697357,D,B,121.60850395971767,-2.3758948665612634,C,1
Veteran,26-35,68.13904217951524,D,E,-135.40390891732204,-66.39012105157462,D,0
Non-Veteran,65+,-46.75356031631055,D,A,30.063745848621416,-122.98710308305144,A,1
Non-Veteran,51-65,15.136382591126656,E,E,-97.68717497758735,-93.12695182914986,C,1
Non-Veteran,36-50,97.2811720646494,B,C,71.64070745421468,-4.267184844495753,D,1
No,51-65,178.18431979133848,D,C,44.39223234742878,81.89498721598346,A,1
No,26-35,-88.46582360792054,E,E,115.57177426815255,66.788007013001,C,1
No,18-25,-78.96862199301961,D,D,-62.13603807363857,-78.41227196193272,D,0
No,51-65,6.506086876476087,E,C,-5.244962684292766,31.378896549286562,C,0
Yes,26-35,39.16440934038885,B,E,84.73371625569538,-15.045089012450779,C,1
Non-Veteran,26-35,119.76235121920298,B,D,1.5996349702364319,-11.717807731245697,C,0
No,18-25,1.3203166517879856,E,A,14.030690841784324,-75.17196354033395,E,0
Veteran,65+,-89.43577616304859,B,D,135.26059868784293,141.19269876304782,A,1
Yes,26-35,21.454077930028767,C,E,-11.078927969194162,-188.43660000896924,C,1
No,26-35,-28.564267473477145,C,B,163.33807527297182,-33.79123054315749,E,1
Yes,51-65,-168.14992694861652,E,D,138.71268823929375,33.59218629805855,D,0
Yes,26-35,111.13414630725893,C,A,-20.523661841982808,-103.60023889842903,E,0
Non-Veteran,51-65,104.41830345310501,B,D,-148.53970401536353,15.468423594587618,A,0
No,36-50,-106.547597199617,D,D,-44.25185450888537,106.32485309220911,A,0
No,18-25,-8.657088791711198,C,B,88.78828364078605,166.50863278682166,C,0
Veteran,65+,77.72234798050003,D,C,-75.92140236447362,290.7352465761544,E,0
No,51-65,63.09712571488484,C,B,104.43544033176673,-39.14979151529852,D,0
Veteran,51-65,77.74871927273348,B,D,-200.49291577122221,-0.022947631379863276,B,0
No,65+,-106.16060810621342,B,C,40.28618127553306,-3.7016787163501483,C,1
Veteran,26-35,-168.17519776020714,A,D,-55.34886207149749,24.802221580609437,E,0
Yes,36-50,100.98103581077069,D,C,-106.95240449857941,66.8662085310181,E,1
No,26-35,50.013295186734844,C,D,105.8583569404594,-44.72640892095073,D,1
Yes,51-65,-86.61225974443538,C,E,-210.4766400764334,132.0675723693635,B,0
Non-Veteran,26-35,-28.385441693864976,A,D,321.91858596842,-83.46598304535668,B,1
Non-Veteran,26-35,11.189823468996952,A,A,-54.39255383901577,68.06651474370334,B,1
Non-Veteran,36-50,31.04323123705548,B,A,-20.544735168883825,19.851878892111074,A,0
Yes,65+,4.6071481619601515,A,D,5.879827868989547,104.14236578546856,E,1
Veteran,26-35,-188.20448460115793,A,D,230.00087503668684,-65.50925164317331,D,1
Yes,51-65,65.85050797239839,A,E,-121.877488483993,-8.883194065819437,A,1
Yes,36-50,58.08815354981572,E,B,93.04022706224303,-221.87936669671697,A,1
Veteran,26-35,-36.43452886664982,B,E,-29.482568878295318,77.04722078404149,B,1
No,51-65,6.338606794341217,A,E,-56.36623625469082,103.00523291689466,D,1
Non-Veteran,18-25,-128.79723700275224,D,C,51.981440498349166,-204.79442300505673,A,0
No,18-25,-168.28013212436406,D,B,-118.6820194666309,3.9065029380798872,A,1
No,36-50,9.020650974127753,A,B,113.78680141515068,32.98544402636061,D,0
Non-Veteran,36-50,-78.2975002473264,D,C,-99.8841763935702,-4.584758593931539,B,0
Yes,36-50,284.6892198358161,B,A,-51.64447585666095,-8.240151955886642,B,0
Yes,65+,7.59267273335441,C,E,-64.29396542791689,85.50649612543721,A,0
Yes,18-25,51.54221053047115,B,E,-109.47719987627369,-82.75600511020265,A,1
Veteran,65+,65.15628848833475,A,C,35.710518141914996,133.76460130956812,E,1
Yes,26-35,33.37481009897989,A,C,-50.67088618026069,185.83031771423313,B,0
No,51-65,129.56543404488247,C,E,-180.97799522980839,38.68280162417555,E,1
Yes,36-50,27.958489003666497,D,B,149.87261751661254,-74.20337523114374,D,0
Yes,51-65,-92.98920472591597,A,A,146.50538313674565,34.81157213305955,E,0
Veteran,36-50,58.41049930454689,A,C,-98.99188718745549,123.53220367490307,C,1
Veteran,26-35,22.540338998554688,C,B,80.08715173707616,168.27961144789535,C,1
Yes,26-35,-81.93705871523956,D,D,-39.33961075494759,-89.14029440102135,E,1
Yes,51-65,55.717809083716844,C,A,128.46757284649064,23.402930124374386,D,0
Yes,26-35,-153.79264837499784,E,B,64.09994593523052,36.90260439077186,E,0
Yes,18-25,-75.32395845945263,D,E,-113.47538804544632,-40.903847715521835,C,0
Non-Veteran,36-50,-81.68279136095802,E,D,-56.73643575219104,15.438465539262678,E,1
Yes,51-65,-236.16034346160865,E,A,106.2720104949013,-85.40336630906702,B,1
No,18-25,-77.60642611385312,B,E,-121.79654086492991,61.48655851481517,C,0
Yes,26-35,-185.85692979576467,D,E,-66.68623700229728,13.581465879738767,A,1
No,26-35,16.899480827385357,E,C,3.868792814481687,27.15831418492945,C,1
No,65+,30.202912576457596,C,A,20.630123137949607,-18.149198189452285,D,1
Non-Veteran,51-65,-23.939246604826465,D,D,7.786394997989521,-61.315789080900096,B,1
No,26-35,89.5328342026676,E,E,8.976981502460065,-222.0903553116329,B,1
Non-Veteran,18-25,92.31940877690339,C,D,80.78508711752166,-4.446390503500107,B,0
Yes,26-35,-118.59040041463236,B,B,66.44877648949782,10.397153910840736,C,0
Yes,65+,-10.44452004026642,B,C,80.57351679649022,234.81830952964236,E,0
Veteran,51-65,-47.52748430585751,C,B,-18.774337380322365,201.14479492016562,A,0
Yes,26-35,-104.47451950986016,E,C,14.940197212316084,-110.16388417251079,E,1
Yes,26-35,132.57188533981954,B,A,64.7429446853894,-20.436469288634747,B,0
Yes,18-25,-76.64214443163996,C,E,-52.53408623628509,157.18025894004842,C,0
Veteran,18-25,65.14342690190304,A,D,-6.177493561696832,-24.680674448141982,E,0
Veteran,65+,-84.22584922450727,A,D,45.779665060545746,-44.05543510042946,D,0
No,36-50,79.525583701622,B,E,-2.9773177748640327,19.746015020679828,C,1
Veteran,26-35,-185.91440321559972,A,D,55.886623084201446,89.34632427830357,A,1
Yes,51-65,36.8516933208941,A,E,-73.67402058333417,6.22525153720178,C,0
Yes,65+,-27.03425493580382,B,E,-7.327713556025374,83.27558056843223,D,1
Veteran,36-50,121.71289888139137,D,A,77.34222596819164,5.80948254106659,B,0
Non-Veteran,36-50,133.1380806547179,B,D,-75.41714554924322,-109.2163843746943,D,0
No,65+,-22.219294458368587,E,C,73.82475969374669,54.62500212226035,E,0
No,18-25,8.722666068284228,D,C,12.363874907229267,-6.469541222901111,B,1
Non-Veteran,18-25,42.90768961010092,D,D,-50.76048376824176,-72.3714220965004,D,1
No,26-35,43.01501453348432,E,E,0.8408919960349217,78.66071896150336,E,1
Non-Veteran,18-25,154.98634710979528,B,D,-75.8827530391992,243.38185174164005,D,0
No,51-65,-99.4168996185743,C,C,-73.20614624916973,-100.67176094589723,B,0
Non-Veteran,26-35,270.1388237571985,B,E,16.78169549241674,40.90811104803306,B,0
