disability,faith,Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Both,Christian,Black,Germany,16.106663318439296,D,C,70.0438995652378,A,46.28528209234537,A,0
Yes,Muslim,African American,Other,-139.64997112180575,C,E,-112.80517955561325,D,93.13529262855991,D,1
None,Jewish,African American,Mexico,-170.1705988402148,E,D,1.0627575238220042,B,-53.52988989264813,A,0
Mental,Muslim,African American,Other,143.37428500303403,A,C,-128.2679137275437,E,-48.63089729054036,D,1
Both,Other,Asian,UK,30.405706429955288,A,D,52.09446988041477,E,-8.831294910934504,E,0
Yes,Muslim,Hispanic,UK,-12.183380418806044,C,D,-6.45350944979847,C,40.89873406476804,B,0
Physical,Jewish,White,China,16.25474164933465,B,D,-63.231549386152686,E,17.3837869626213,A,1
Both,Jewish,White,Brazil,-57.25138583802042,A,A,15.746798383276856,C,-123.00389853784523,A,1
None,Jewish,Other,India,-17.797718976499645,C,A,-69.67217219770212,A,67.72611501997164,D,0
No,Hindu,Black,Other,-43.38055047862796,D,A,-24.14840520248238,E,-120.28044384826298,B,1
None,Other,Hispanic,UK,-148.03482364659027,E,D,-28.266283269189458,D,-275.3843352993536,E,0
None,Buddhist,Black,India,-27.23771190375816,B,E,57.411716421093715,E,-9.560161480637671,E,0
Yes,Buddhist,White,China,172.5905749046053,E,A,41.704421476499896,D,44.51723574587491,D,0
Both,Muslim,Other,Mexico,27.246232359862027,E,D,-56.58171688655812,D,-65.33402077289527,D,1
None,Buddhist,Other,Mexico,60.286042530248274,C,D,62.909460571568566,E,-47.7947018151999,C,0
Both,Jewish,White,Mexico,12.973838247750095,C,A,137.7549445011983,E,-83.73530273155028,B,0
None,Hindu,Asian,Germany,-205.78180806006375,B,D,151.66287296508474,D,-18.899650096025404,A,1
Both,Muslim,African American,Mexico,5.030562245628321,E,B,-67.09832865838882,C,154.46373635720934,A,1
None,Other,African American,Mexico,155.2879070801745,A,E,16.914209828649433,D,-4.241228055264454,B,0
None,Christian,White,Other,35.757424926028186,A,B,-94.15741362930939,C,117.92878103140585,C,1
Mental,Christian,African American,Mexico,-148.82886268412216,A,B,5.949095708721996,D,-105.29188721311058,C,1
Mental,Jewish,Black,Germany,-39.12620074138901,D,B,23.478001293935794,A,-30.83544269612708,B,1
Yes,Jewish,White,China,17.84595814569449,C,E,-93.2804789527454,B,-199.54905187810817,A,0
None,Hindu,Black,Germany,43.058183393278846,D,C,49.01513348589058,E,-14.248120815669454,A,1
Physical,Muslim,Black,India,46.33015903103566,E,C,29.714425255348644,A,139.12842350284785,D,1
Both,Hindu,White,Mexico,-28.7439488681396,B,C,-205.82303688558414,C,-14.053390797646953,C,0
No,Jewish,White,Mexico,-19.630639379722695,A,E,-35.88204637183684,D,115.79554633174428,A,0
Both,Christian,African American,Mexico,178.14418810161084,B,D,172.45164122640085,A,-0.3158534509320256,A,1
Yes,Christian,African American,Germany,70.09690138121768,A,D,64.75919376101918,A,36.64054490866278,C,0
None,Hindu,White,Mexico,81.65464153410112,B,D,-126.61217553839504,B,0.20503113191436367,B,0
Mental,Muslim,African American,Other,34.2326237901828,C,C,-10.489781266986189,D,-33.559224489471504,C,1
Mental,Jewish,White,Germany,17.463967755446603,D,C,-97.4944748809731,B,-59.234135497526594,D,1
Both,Jewish,Black,India,-76.44676855279032,C,C,116.07593561964534,C,105.70330338646414,C,1
Mental,Jewish,Hispanic,China,-43.27874717502357,A,A,11.465843039971734,E,144.9815700844679,C,1
Yes,Hindu,Other,China,139.13793153508894,C,A,19.108100767191637,B,152.69298861626336,D,1
Physical,None,Asian,US,129.33860953210586,C,B,36.141318253563334,B,13.915897458024357,C,1
Physical,Jewish,White,Brazil,-98.41087096432811,D,B,-34.40780164232072,D,1.9291926089536422,E,1
Both,Buddhist,Other,India,-98.25110510853771,E,C,74.64798931826043,D,34.8430588735633,C,1
None,Christian,Asian,India,83.17463886034177,B,A,5.608845678072672,C,16.08291004889495,C,0
None,Christian,Black,Other,36.020406252296475,D,A,-212.28263584177668,E,-41.680156082759574,A,1
None,None,Other,Germany,29.46781305509985,B,E,94.55407116848437,B,36.06368342627555,E,0
No,Christian,Asian,UK,128.70069113703784,B,D,-21.328342810515714,C,-106.83387086648055,E,0
Physical,Christian,African American,China,2.3941391568861077,A,D,56.18672780334922,A,-60.73640250273282,D,0
None,Buddhist,Black,China,60.606117068178776,A,D,69.64037117136226,A,71.47424100519082,B,1
Both,None,Hispanic,India,165.3334153852544,C,A,-123.78137893331593,A,-243.6527618837548,A,1
No,Christian,Hispanic,UK,85.32968955058539,E,B,-71.93912170368556,A,140.28814928914207,D,0
Mental,Buddhist,Black,China,82.67315007117254,C,B,150.59044903854038,D,-40.92654304925655,A,0
Mental,Christian,Hispanic,US,96.39769786399626,B,A,-46.210620217440386,D,94.28011899854532,A,0
Physical,Muslim,Hispanic,US,61.475784823233035,D,A,4.604122979480209,D,-103.18763338343715,E,0
No,None,Other,US,8.958921851023817,C,C,20.289990992456197,A,-163.32554281172884,E,0
Mental,Muslim,Hispanic,UK,-110.34303326476065,C,D,3.3352431528002677,A,115.41704695717587,C,1
None,Buddhist,Hispanic,Germany,-146.49356918292688,C,B,-90.51996545551481,A,18.768629730799788,A,1
Mental,Muslim,African American,China,-68.4084902638453,D,E,-97.29437905679792,E,97.27544552199345,D,1
Yes,None,Hispanic,Mexico,-208.41310196979092,B,D,-29.079192166038908,A,227.68551218709922,B,1
None,Other,Other,Brazil,-11.935423687795286,D,B,54.17384336655671,D,-135.407243159513,C,0
None,Muslim,Hispanic,Brazil,123.15969329958429,B,C,-90.71289447045535,C,-12.45203148295753,B,1
Mental,None,Black,Germany,88.97698654511143,C,D,-23.904277116400703,A,42.602890840920686,D,1
Mental,Christian,Hispanic,Brazil,268.7516373971247,D,D,-184.36710475290235,E,-76.478183818116,C,0
Yes,Hindu,White,China,11.565268290242345,E,C,-161.3068055935918,D,-79.6855979294156,C,1
None,Other,Other,Other,-45.97455947442765,A,C,-27.969813578696197,A,-51.616493083432026,B,1
None,Christian,Hispanic,India,-30.850588108932925,D,A,150.6186553783884,D,50.30636700616809,D,0
Mental,Hindu,Hispanic,India,-26.832027719432507,B,A,48.1348188351572,B,173.089243453947,C,1
No,Buddhist,Hispanic,US,79.01644746901691,D,D,62.6548044743367,A,-99.0562022319079,B,0
Yes,Muslim,Other,UK,-74.35567848414144,A,C,8.244082738722911,A,150.50208196579862,B,0
Yes,Buddhist,Black,Other,121.44911513368737,B,D,89.94431196080735,C,42.00602317859861,E,1
No,Hindu,Black,Other,-8.666705982452143,E,A,2.0029387409385113,B,131.67592103805927,B,1
Physical,Christian,African American,US,-50.82772896083038,E,B,9.28319633922808,C,-22.94070212049131,C,1
Mental,Muslim,Asian,Mexico,-82.60193680960644,C,A,-70.97248938054909,E,16.731739165171906,C,0
Physical,Jewish,African American,UK,-2.678549157734367,E,E,155.38657566461708,A,-56.41199298050593,B,0
Mental,None,Asian,Germany,-94.4534403391573,E,B,42.73385155114482,D,104.29706428902898,B,1
None,Christian,White,UK,2.2302995340410843,A,A,-20.656723402296137,A,-16.919607721809353,A,1
Mental,Other,Asian,Mexico,32.03084833822613,A,B,-14.962965993674429,B,-87.4096044790556,B,1
Mental,Hindu,Other,China,120.1873232167368,C,C,-95.78853582558897,B,107.1607758421612,E,0
None,Christian,White,India,-8.366164237772654,A,B,-70.65950378869323,E,-14.070781858463876,E,1
Yes,Hindu,White,Other,44.059204004011185,C,E,104.41322169444429,B,-71.30820733790824,E,1
Both,Hindu,Hispanic,Other,-136.49421131873058,A,C,121.59668961308981,B,-65.9350157150104,E,0
Both,None,African American,Mexico,36.07675447968982,E,D,120.16554357060679,C,-235.2631915493702,C,1
Physical,Buddhist,Other,UK,113.25962833543282,D,B,35.83220022156923,B,73.41025323168289,D,0
Both,Jewish,Black,US,15.478992721705835,D,B,19.93165788704631,A,89.80529463257115,D,1
Physical,Muslim,White,UK,158.37475487435273,E,A,-226.24578355065884,C,-67.78592093021554,A,0
Both,Jewish,White,Brazil,50.21476067246097,C,D,-7.6535679726253765,C,-123.45638010432572,B,1
Yes,Hindu,African American,Germany,51.085037773603126,D,E,-16.829547889443603,A,-81.97347919490244,E,0
Mental,Christian,Other,Mexico,-1.0785895447551879,B,A,-94.84041548702096,C,-12.848674094559225,D,0
Mental,None,White,UK,-135.9547189484506,C,C,-107.6594955593374,D,-12.652512635946358,A,1
No,Muslim,African American,UK,61.356295964841024,B,D,44.623151744339104,D,-91.33576399135096,B,0
Mental,Other,African American,Brazil,-20.86900198235458,A,D,126.30612552615888,D,67.38520985453688,C,0
Yes,Jewish,White,Brazil,151.25909159017812,A,B,-96.80277279524455,E,-92.63076553516073,D,0
Physical,None,Other,India,-15.493903132841998,C,B,-83.85754628399474,B,-87.00389182732697,C,0
Yes,Muslim,Asian,Brazil,-95.25532795976684,D,C,-68.44253272676927,B,126.95339702916102,B,1
Mental,Christian,African American,Brazil,-149.57994370467208,D,E,169.42878952505848,B,161.69710178344258,B,0
No,None,Asian,US,-50.73879692543569,B,A,-20.45571264667346,D,72.90255062980727,C,0
Yes,Christian,African American,Brazil,108.5460899508484,A,A,-78.90108470840738,A,75.59507696236496,B,0
No,None,African American,Brazil,57.213602144950116,D,A,78.08251409856697,B,143.77201425752753,B,0
Physical,Buddhist,White,India,16.91576862649682,A,B,49.13394007417239,B,-88.83369545020415,D,1
Physical,Other,White,China,3.7844218274852715,A,B,-70.39106073078466,B,48.01713700491479,E,0
Both,Christian,African American,Brazil,22.641462802304034,D,E,-92.42101878751237,D,-99.19931104260289,D,1
Both,Hindu,Hispanic,China,21.341911078698388,E,A,74.97800896499903,D,-110.64854904071485,E,0
None,Jewish,Black,India,-170.89325253685473,C,E,31.878198667235953,A,73.99065500257743,D,0
Physical,Muslim,Other,Other,211.24981794728527,E,C,-33.69017029240358,D,187.43509579349816,E,0
No,Other,Hispanic,US,-51.48865832563651,C,C,-241.4071823983933,A,61.36898900171863,A,0
Both,Jewish,White,Other,-105.78049798061986,A,B,-151.0131750576735,C,-17.045198440857966,D,1
Mental,Muslim,Asian,Germany,21.615819747590702,B,C,108.89502485340321,E,95.80538899437295,B,1
None,Hindu,Black,Other,203.67107073631055,D,C,-8.076476619738255,A,-24.873336258621855,A,0
Physical,Other,Other,Brazil,223.70898149628422,D,C,-10.329457806815943,C,120.82574940961783,E,1
None,Christian,Asian,US,0.5435858165037349,E,C,-190.90723391291203,B,-53.52815429996113,E,1
Mental,Jewish,Other,UK,135.11908930545488,B,B,-46.20138981639338,C,23.178034019583187,A,0
Both,Other,Asian,Mexico,37.36116186146784,A,E,-47.24752075755181,E,-37.81503240021312,B,1
Both,Hindu,White,Other,4.935287683768507,B,C,37.1447302702508,A,-43.7023418974765,D,1
Mental,Hindu,White,Germany,-51.4914627412859,A,E,44.97686535077685,D,76.28394977443936,C,1
None,Jewish,White,India,57.58821514842938,C,E,6.398127739151986,E,-19.846429850331152,B,0
Yes,Jewish,Hispanic,Mexico,-83.66458693432922,A,C,-76.62047591737333,C,199.00778610654572,C,0
None,Christian,Other,US,22.827698376745953,B,C,118.18877510354733,A,-137.60500037277492,D,0
Mental,Other,Hispanic,US,-205.47359605317465,B,E,134.69332563159045,C,-159.82036272996277,E,1
Both,Muslim,Other,Mexico,-0.40734984090760346,B,D,-177.54599000510706,D,49.4485617507388,B,1
Mental,Buddhist,Asian,India,99.14996514062562,A,C,174.4497212528682,B,17.538464178733555,E,1
None,Other,Hispanic,UK,-31.8481807077507,B,B,202.01811328504667,A,8.40311079014574,B,0
Mental,None,Other,Other,-106.7316702795267,C,E,1.279698774799057,E,39.3483485253836,C,0
None,Jewish,Asian,Other,124.47546502877364,E,C,30.703258751081357,E,-113.02257132133491,C,0
Yes,Jewish,Other,Mexico,-154.26345199494926,C,B,-134.38546422065963,C,-235.88612432801477,D,1
None,Christian,African American,US,13.089519420482281,C,B,-183.10260487173272,C,-183.55339450360222,D,1
None,Other,White,Brazil,77.1437153335665,A,A,-89.74006854290089,E,34.135561635460085,D,1
None,Muslim,Hispanic,China,-8.584546992111147,D,B,21.113113912937813,A,70.29158832758642,A,1
Mental,Jewish,African American,UK,-147.6279221010033,C,B,267.1571463337529,B,55.327248423854236,E,0
Mental,Christian,Hispanic,Germany,72.52816106199802,D,A,-145.44837887491775,C,135.40944365781442,A,1
No,Muslim,Other,China,-136.60548877958544,B,E,17.30671217456459,E,67.76128407467162,A,1
No,None,Other,Other,-11.814730358754696,B,C,-85.8897891004031,A,-84.17670010152158,A,0
Yes,Jewish,Black,Other,-63.229051399740186,A,A,-11.200225433766505,E,-44.900974233581266,D,0
Both,Jewish,Black,US,-21.100602709173486,E,D,61.53938896874524,D,-149.45042238544147,D,1
None,Jewish,Black,Brazil,-77.77538366064725,D,D,85.90166424589069,A,-79.76767798203103,C,0
Both,None,Other,US,127.85164124601944,C,E,92.17509306754381,A,114.76717851494756,C,0
None,Muslim,Hispanic,Mexico,-123.21697732700179,E,B,-173.20494144026722,B,-57.53374575382759,D,1
Both,Christian,White,Germany,-11.625380093837293,E,C,-58.00513729448248,B,-47.603875863520315,D,0
Yes,Jewish,Hispanic,UK,-9.295582231159125,B,E,81.64057535283328,C,67.82894027955317,B,0
No,Buddhist,Hispanic,China,-10.203521140767382,B,A,29.42035978728768,D,6.14533067669027,B,0
Physical,Muslim,White,India,-181.89495138496991,A,E,27.780349778435436,E,-150.76268213039128,A,0
Mental,Other,Other,Mexico,66.96506642330556,C,A,-67.53457521543535,E,91.90003222760801,A,0
None,Buddhist,Hispanic,China,82.4839698224212,C,E,-174.8261816170021,E,-101.2960636818033,C,0
No,None,Asian,Brazil,-48.313622744768395,C,A,-10.185066413844416,D,-200.2985971591096,A,1
None,Jewish,African American,China,-16.347593705396633,A,B,104.83384079692264,D,-13.058389007785461,B,0
Both,Buddhist,Asian,Other,-178.52618891550068,A,B,183.57252307969117,A,-37.13869661442143,B,0
Physical,Other,African American,Mexico,1.6860823204474265,A,D,-23.484093191834834,C,-114.46454517948091,A,1
Both,None,Other,UK,-80.3208292602352,C,D,35.65875340248095,C,134.77867834645247,A,0
Yes,Hindu,African American,India,-103.27627767543646,C,C,-72.86189903949905,D,60.598225942364515,A,0
No,Muslim,White,China,63.694957308275555,B,D,138.1869233182687,A,-123.40932226490244,A,1
None,Other,Other,Germany,-30.31157206449967,A,A,-12.43274797049383,B,108.37460263687481,D,1
Both,Other,Other,China,212.22306263878906,B,C,-172.36125065251383,D,125.9182216300719,C,1
Both,Jewish,Black,US,33.59519410235087,B,A,-52.45205011677099,D,-217.15249070478353,E,0
Yes,Hindu,Hispanic,India,-24.4293910502591,C,A,-24.452281475555893,B,195.7590697621888,E,0
Yes,Hindu,Other,China,-129.78352166731904,B,C,102.09769102503601,E,-27.224820726361614,A,1
Both,Jewish,African American,Mexico,69.31140493111985,D,A,-16.694634172463697,C,-118.7185543658704,D,0
Yes,Hindu,Hispanic,Mexico,-88.0622338418241,B,D,-0.6188082891177125,B,-65.15058240120764,A,1
Both,Other,Other,India,13.610605418784122,E,A,-118.98382420154255,A,-107.49883922068604,A,1
Mental,Hindu,Asian,India,-51.709911646945805,C,A,21.680691668789226,A,-76.53218785044655,C,0
None,None,Other,India,72.58426211899096,B,A,-141.15333424369388,E,-77.35317094247287,E,0
Both,Muslim,Hispanic,Brazil,106.29726209008889,B,B,-36.993336079922074,C,73.54358382997349,C,1
Yes,Jewish,African American,UK,36.712184808847816,E,E,4.282960411699597,A,-193.01409407256932,A,1
Both,Christian,White,UK,-72.39708960774853,A,D,116.35819311026793,C,-175.8960196543088,C,1
No,Jewish,White,India,-15.940127779021914,B,A,-5.0002277135098545,A,-6.034781619404366,C,0
None,Christian,Asian,US,74.17385641740343,D,C,-83.10320136412237,D,-90.48075147452948,B,1
Both,None,African American,Brazil,214.49918176706478,D,B,-163.19982864566796,A,-1.155657156675406,C,0
Yes,Other,Hispanic,Germany,-284.22348399131556,E,E,202.66747966856252,E,6.664142384844436,A,0
Physical,Buddhist,Other,Brazil,76.98940534029006,D,A,161.64892976387472,D,-217.75333771619722,C,1
No,Buddhist,African American,US,164.793504899719,C,D,0.4357292227711646,E,-8.185637487391183,A,1
Both,Muslim,Hispanic,Brazil,29.202850589932165,C,D,-141.2892775462228,B,88.5481244829134,E,0
Both,Hindu,Asian,UK,-94.6733309027014,A,C,232.4087694676612,C,-65.58452176514638,E,0
None,Other,Other,UK,-220.10124751730964,B,B,44.951656120745135,C,-52.5371676055155,B,0
Yes,Jewish,African American,China,-34.657257590408406,A,E,-127.00084585290006,B,-64.0884998038048,A,1
None,Jewish,White,Mexico,-12.080263355287437,D,D,109.15806111883232,E,-23.637254480729442,A,0
Physical,Muslim,Black,UK,73.44023581921074,C,B,-268.50511607649236,D,80.47624697723768,E,1
Physical,Christian,African American,Mexico,-78.92021589515308,B,D,84.10692472136957,B,97.00566376199026,E,1
Mental,Other,Hispanic,US,48.991950327996356,B,A,-48.68767839983993,D,46.51640866452253,C,1
None,Jewish,Black,China,-32.17643694644316,C,D,32.28812463792982,C,-68.74889625151226,E,1
Yes,None,Other,Mexico,264.0776754900881,C,C,-126.84680251978835,C,-15.522636253302938,C,1
Both,Buddhist,Black,Germany,-23.853543871419074,A,E,197.66142765612804,B,-129.99338164172195,D,1
None,Christian,Hispanic,US,91.64147818392621,E,C,-70.01540093037087,B,131.5237676346287,B,1
No,Other,Hispanic,Mexico,-92.07349043321148,D,B,55.70445478704538,E,-12.18800625035018,A,0
Physical,Jewish,Hispanic,India,36.301766202207766,B,B,117.43486446533329,D,-10.304108530701201,E,0
Both,None,Other,India,-155.96904542578426,D,C,-59.21534012590308,D,71.50965742999254,D,1
Physical,None,Black,China,-112.78189286535245,B,D,180.7326078473966,E,15.208840738616699,E,1
Physical,Jewish,Other,Other,-15.422679983152165,E,E,62.408420305518106,B,-114.42713921194472,A,1
Mental,None,Other,Other,-122.48479605345506,A,A,136.75208366838825,C,1.1350935305111243,A,0
Yes,Buddhist,Black,Brazil,146.81388132032146,C,E,-75.39334687407535,E,-56.17936164914036,C,0
Both,Christian,Black,India,-25.14575622191132,D,D,79.28566084177515,E,-179.02647752571477,C,1
Mental,Jewish,Other,UK,10.567889269376042,A,A,-24.123885341985527,B,81.1665881149424,D,0
None,Jewish,Asian,Other,161.60096413324945,E,D,-124.57025030015517,E,-35.78341259977086,B,0
Mental,Muslim,White,Mexico,59.87269931290601,B,E,-50.2558996736668,A,-206.48285162543579,C,0
Mental,None,Hispanic,Mexico,-80.70913761453876,B,D,-46.76769144374367,C,-33.27446075179417,A,0
Yes,Jewish,African American,US,-11.964917779590065,E,E,-104.837720396094,D,-11.019261255271191,D,0
Both,Muslim,Hispanic,China,6.6638486912671935,A,B,-27.46065358882462,D,1.667227069305131,D,0
No,Other,White,US,-138.6005685085398,E,D,-125.72922620172807,D,-165.08037711573948,C,1
Physical,Hindu,Other,Germany,260.5810354402884,D,D,155.28511103264754,B,-114.01641667394355,D,0
Physical,Buddhist,Asian,Brazil,-13.810696485156376,B,A,-40.10419192837258,E,-105.25115362715842,A,0
Physical,Muslim,White,Germany,-91.7068994273255,E,E,43.252205143461765,E,-18.658685195136762,A,1
Physical,Jewish,Hispanic,Brazil,136.6692110040097,E,B,-48.81360357063503,D,112.95227570996514,A,1
Physical,Jewish,Hispanic,Mexico,49.91445567540997,C,B,-116.34328161104483,B,9.548007071563365,E,1
None,Muslim,Other,UK,231.93417870583664,B,B,-22.613999824687088,B,-156.47934272213863,D,1
No,Christian,Asian,Brazil,48.56578319116881,C,A,2.5249544597400324,A,21.716387086157358,A,0
Physical,Buddhist,Other,China,177.1113832427292,E,D,-39.49384136196178,D,-122.67901407560385,E,1
Mental,Muslim,Hispanic,China,-72.30776558383437,C,E,59.18196206392381,E,5.247015329493284,B,0
No,None,Hispanic,India,-54.41128585042738,B,D,-146.65057643234363,A,-65.52683035736194,C,0
No,Other,Black,US,-40.691174992082004,A,B,55.8821568124257,D,31.73182911017574,E,0
Mental,Jewish,Hispanic,UK,49.972860117704656,A,D,-78.14909696442012,D,-168.5817396358021,B,1
Both,Hindu,Asian,China,25.56112931662055,C,D,-13.925701955314235,C,-21.818800348854644,A,0
