Disability,Religion,Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,Muslim,China,Non-Veteran,-122.4020905776581,43.91176651412108,-64.53770147443444,D,E,B,A,1
Physical,Other,Mexico,No,-137.09121216186887,-73.2058913862582,-94.91204742839219,A,E,B,C,0
Mental,None,Mexico,Non-Veteran,-92.91375490324285,43.16895222630547,-27.20288676394007,E,C,B,A,0
Both,Christian,China,Yes,51.5387649245452,-37.23480825688941,-41.31142150120409,A,A,D,E,0
None,None,Mexico,No,-177.84523463012272,-41.99613682713556,-169.76436940079756,C,E,A,E,1
Yes,Hindu,Brazil,Yes,68.55241388594969,-115.4964341961676,-97.76653619243822,A,C,B,D,1
No,Jewish,Brazil,Yes,-76.9410050994823,-33.173428479862174,-16.044315753373684,A,E,A,C,0
None,None,Germany,Non-Veteran,-27.10473994492511,73.78866951318676,-69.11630176594502,E,E,D,D,0
No,None,India,No,-66.18999632595373,-162.18893683294567,-1.826528660545281,E,A,D,C,1
Physical,None,Brazil,Yes,39.68402398312001,56.68016850515407,148.86406434261394,C,C,B,C,0
Both,Christian,Brazil,Veteran,7.517754340832535,-34.77071925664298,102.68831066556854,C,B,D,B,0
No,Christian,Mexico,Yes,-22.636303834353523,-119.55594751932486,-75.06266251450626,C,D,A,D,1
Mental,Buddhist,Germany,Yes,117.19226179428348,-116.50125162975434,140.00531628790412,A,A,D,D,0
No,Other,UK,No,-42.77577876529693,94.07941965262667,-201.50321569921456,E,D,A,E,1
Physical,Christian,China,Yes,-7.27933951571869,-137.6932067753851,-55.51385609335112,E,A,A,B,0
Physical,Buddhist,China,Non-Veteran,-68.20720041253068,26.509973446399815,-109.04039476197678,A,B,C,E,1
Mental,Jewish,US,Veteran,52.31453619068384,249.36381923559009,-57.070527179052796,A,E,A,E,1
No,Muslim,Brazil,Non-Veteran,-38.11765963511696,47.89861053680471,9.841856626744448,C,B,A,B,1
No,Buddhist,UK,No,64.57824850231805,-133.16963606753205,-156.58899959956943,B,D,E,D,0
Physical,Other,Brazil,Yes,-150.4005477891039,-49.80806554405967,-4.066250465433837,D,B,B,D,1
No,Christian,Germany,Yes,29.876561324862738,-33.96885136125946,109.56632460536868,A,B,A,B,1
None,Other,Germany,Non-Veteran,-52.89522050495058,-56.39519076187574,24.35514993927027,C,E,B,C,0
Physical,None,UK,No,35.01686836617071,-0.9430506800042772,-57.358820261906054,E,A,C,E,1
Yes,Muslim,India,Non-Veteran,62.33653616429078,163.86246923968477,119.81739154143646,D,A,B,C,1
Mental,Muslim,Brazil,No,-82.15070655053951,-136.8137469766973,-62.43856368951857,E,E,B,D,0
No,Jewish,India,Yes,-79.32478089530503,-100.27803856821403,-50.764973810499136,C,E,B,B,0
Mental,Other,US,Non-Veteran,-68.43689903651932,-44.198704231617164,-55.329990190613884,C,C,A,C,0
Mental,Muslim,India,No,-150.05686794253887,-12.369529170800341,44.98192348952438,D,E,A,E,1
Both,Muslim,India,No,110.8416740609609,37.21533015896637,185.63969201871402,B,D,B,C,1
Yes,Muslim,China,Non-Veteran,-19.781035430668716,27.33713589253532,-62.56138339223055,B,C,A,C,0
No,Buddhist,Other,Non-Veteran,-24.71439676765396,-51.64510729964466,-55.885762514324654,A,B,A,A,1
None,None,US,Veteran,187.33570681287074,39.610939437711465,133.0153516924234,C,D,D,B,0
Physical,Muslim,Mexico,Yes,38.470858406668846,-71.95217889084462,86.07826048079686,A,B,B,B,0
None,None,China,Yes,56.5641789745265,12.501942633525404,-44.544454713412826,B,A,D,B,1
Physical,Muslim,Other,Yes,-61.767850327728645,30.795590351164876,-14.65761221376177,B,A,A,A,0
Physical,None,Brazil,No,-115.45525106521195,-136.15330249536254,-28.70291283506583,C,A,A,C,0
Physical,Christian,China,No,-191.07163255127563,-53.01711846315864,47.348042549926966,D,B,D,A,0
None,Muslim,Other,Yes,214.4744499940042,-156.85946124099593,285.22288281399716,C,D,A,E,1
None,Buddhist,US,Veteran,-5.861847646871102,12.805956331944426,34.67465322418336,E,B,A,E,1
Both,Other,Brazil,Non-Veteran,105.27871051926158,-39.33799520991396,37.38983187333546,B,C,E,A,0
Yes,Other,Mexico,Veteran,-59.80516777136522,6.504497631933755,55.02394614816837,D,D,A,E,0
No,Buddhist,China,No,-159.37956586814542,-268.59328965106096,-170.83026668758168,C,C,B,D,0
No,Hindu,Mexico,Yes,64.01855355363367,34.99202663384687,-120.4167757705663,E,A,B,D,1
Yes,Other,China,No,-61.46630163704746,76.98695751836728,-22.773187437644314,E,A,B,A,1
Yes,Christian,Mexico,Veteran,14.405009424552324,-146.9171707780147,6.390469048492055,E,C,D,A,0
None,Christian,US,Yes,70.58816011432828,-129.21699966878776,13.413126734314783,E,E,B,B,0
Yes,Buddhist,China,Yes,-37.10885429642241,-48.497775791297386,50.744082540371735,C,C,E,D,1
Yes,Other,US,Non-Veteran,93.86235444242588,65.92423182345593,-96.5369329566839,E,E,B,C,1
Both,Other,UK,No,-135.50360034475207,62.64329423924144,162.162748713963,E,D,E,B,1
No,Buddhist,Mexico,Yes,1.875833535136269,-191.95023942948094,-7.92131833151392,C,A,A,D,0
Physical,Jewish,Germany,No,53.57951874527303,-38.86022987718123,-30.618261111529506,B,B,C,B,0
Yes,Christian,Other,Yes,191.05065027073175,138.64399455000535,19.06034314838649,B,D,B,D,1
Both,Hindu,UK,Veteran,59.302992324970596,107.56403495587593,37.38550390746519,A,D,C,E,1
Both,None,UK,Veteran,-215.2547408201341,70.59673950097822,-117.62766166238808,A,D,D,A,1
Yes,Muslim,Other,Non-Veteran,159.61240684329465,213.23749098277588,59.714893853130555,A,A,E,A,0
No,Hindu,US,Non-Veteran,45.31372563343102,-143.71274751416638,193.5858416048531,E,E,D,D,1
Both,Hindu,Germany,Yes,126.363784677555,122.92023372079035,-59.32382485709217,C,A,D,B,1
No,Jewish,UK,No,5.6154741533654065,18.423275622858963,105.11628758056952,A,B,E,A,1
Yes,Christian,Germany,Veteran,-6.604266508118949,-14.195661270037736,41.5936692985436,C,E,C,C,1
Physical,Jewish,Other,Veteran,-12.498430545259257,-0.4719751614882978,-60.1504348489878,B,E,E,D,0
Yes,Other,Germany,No,-77.32628479178106,-102.11812384817185,67.1986857804334,C,E,D,D,1
None,Hindu,Other,No,-4.205974657882451,-17.55394869358055,-91.90619756037069,A,A,C,A,1
Yes,Other,India,Non-Veteran,-24.517102872983255,-171.44828602045826,33.37236031604929,B,D,C,B,1
Both,Buddhist,China,No,-7.331074792137734,8.89837963147914,-64.90684932043055,B,D,D,D,0
Mental,Hindu,Brazil,Veteran,154.93057748719016,-186.44021498871274,134.8025562799694,B,C,C,B,1
Yes,Hindu,India,Veteran,-91.47313421554882,35.539551510054174,173.78813313470803,B,C,A,B,1
None,Muslim,Other,Non-Veteran,30.98573200814802,-167.65787324849668,-88.1075754832387,C,A,E,E,1
None,Christian,US,Yes,-83.69817434476421,120.52020299938147,-34.032617304892796,C,C,D,E,0
Both,Jewish,India,Yes,-63.740776340238625,62.56034990842759,37.39707907942332,D,C,A,E,0
No,Other,Other,Non-Veteran,-9.531384716732836,33.2593788248797,13.243216542664168,E,D,C,A,1
Yes,Jewish,Mexico,Non-Veteran,-168.2575406749512,3.717721432863262,203.50174559795704,D,B,B,D,1
Mental,Christian,India,Yes,-107.33003682075079,-30.976420707858203,-152.84474009832724,D,C,B,B,0
Mental,Other,China,Non-Veteran,221.75446848594837,-4.678288199951429,176.86612095755385,D,E,D,B,1
No,None,Mexico,Non-Veteran,-73.52901245887662,-26.027702712664492,37.552996664317135,E,E,B,E,1
Physical,Muslim,Brazil,Non-Veteran,71.30731546440364,-166.10400155368586,155.9086940606021,E,E,B,C,1
Physical,Jewish,China,Yes,-11.409925398717903,-102.11472835502934,25.439379758457765,E,D,A,C,1
Yes,None,China,Veteran,-28.019905683853764,-127.22658810465819,-9.963469251810555,E,A,E,D,0
No,Buddhist,US,Non-Veteran,-53.606425654711686,73.65668046266421,39.45213667170282,C,C,B,D,0
Mental,Christian,Brazil,Veteran,-11.92845688125827,135.95155070748186,-206.28698017161105,E,A,C,C,0
Yes,Other,Brazil,Veteran,-57.355088664280196,-45.49996518152103,165.27415069762043,D,A,A,E,0
No,Jewish,China,No,25.75894545145358,-105.98613799374282,150.06635924493364,E,B,E,E,0
Both,Christian,China,No,-26.325635165341755,-139.69006557578848,-96.46826475135641,A,D,A,A,0
No,Jewish,UK,Veteran,-99.8955717429509,87.58937236320129,-102.27025345240995,E,C,D,D,1
No,Muslim,China,Yes,-81.2959396858384,-31.3897606738603,-168.10479911781687,B,C,C,B,0
No,Jewish,Brazil,No,77.78215930333062,13.356097533597811,-75.40125841393412,E,E,C,C,0
No,Christian,China,No,114.04059520950676,-49.39749695035136,-83.01457595968091,E,B,C,E,1
Mental,Hindu,UK,Veteran,48.73477929775976,94.42080096876586,-3.680348548402919,D,C,C,B,1
Mental,Jewish,Mexico,No,-192.05681684785662,-5.608749380735519,-159.98512828821137,B,D,B,D,1
Physical,Jewish,US,Veteran,-30.576736270543297,10.30819729382462,66.74816694774435,D,A,A,D,0
Mental,Hindu,UK,No,-76.60894443099477,126.38451391052791,61.03316743581051,E,B,D,A,1
Yes,Other,US,No,-142.56606832283993,-73.69779254866712,79.3997477962072,B,C,C,A,0
No,Buddhist,Mexico,Yes,-37.132160829212765,2.43377949705634,157.41225235505968,A,C,E,A,1
Both,Jewish,China,Veteran,104.72850078739123,-149.4174810294542,64.00372719168546,E,C,A,B,0
Both,Christian,Other,No,-8.366307616313632,91.74073717913986,92.44297088671097,A,A,B,C,0
Physical,Buddhist,Germany,No,-122.47921529068819,30.22827892951876,1.3762307341959483,D,B,B,C,0
Yes,Buddhist,India,Non-Veteran,-15.970152928153553,12.057429507050092,36.117389881654645,E,B,B,A,0
None,Hindu,Germany,Yes,-204.42569795604945,27.75065925622078,47.51554570058704,C,A,A,C,1
None,Buddhist,Germany,Yes,6.8202274283748725,-81.27651342223812,-79.90464782527052,D,E,C,E,0
Physical,Other,Germany,Veteran,78.00784899497782,-94.71590730132388,-142.71875264959,A,D,E,D,0
Physical,Jewish,UK,No,12.806058406052584,55.381961463222105,-28.617748210697492,B,B,B,E,1
Physical,Buddhist,Other,No,-117.45821608954942,30.518198526500033,142.8474370201498,C,B,D,B,0
Both,Muslim,US,No,68.51762391662649,72.90946064819055,-170.22373526704132,B,C,A,C,1
No,Other,Germany,No,-82.233667844212,157.07707156693655,17.431837123776095,B,B,D,B,1
No,Hindu,Germany,Veteran,18.673466227313178,-68.36672255023088,99.87058516533976,E,D,D,B,0
None,Other,China,Veteran,64.86716002528391,17.776824422765745,53.502348461242185,C,C,B,A,1
No,Hindu,Mexico,Veteran,30.558922981884233,-20.049582549671847,-84.64774092365951,B,D,C,D,0
Yes,Other,US,No,10.380867944253778,17.12422886230362,-157.45104127851496,E,A,D,A,1
Yes,Muslim,Brazil,Non-Veteran,-245.77123375604674,99.54520851982144,-116.28949186074674,C,E,C,A,0
Physical,Buddhist,Germany,Yes,154.7965983917965,-6.740558881408982,15.619133124563648,C,B,B,B,1
Yes,Christian,Mexico,No,-35.76415538905566,58.933644591778,76.69965336761724,E,B,B,C,1
Mental,Jewish,Brazil,Yes,90.14179881119162,131.1129653290543,152.63452773458937,A,C,B,B,0
Physical,Muslim,Other,Yes,-137.29828350814563,103.66862646442439,-68.94354067763504,B,D,B,B,0
No,Christian,India,No,51.46206156286058,-165.09008133841084,-70.94083903356602,E,C,D,C,1
Both,Other,China,Non-Veteran,-77.74474705236457,44.60163653379687,30.814478216015385,C,B,D,E,1
Physical,Muslim,Other,No,64.06680590291116,27.50173422275113,134.88144971609748,D,A,A,B,1
Both,Buddhist,China,No,-32.38267371213967,-126.54767268491776,46.644269709387984,B,A,D,E,1
None,Other,Germany,Veteran,58.78543457516542,-0.20874092739164352,-105.74082625029946,C,A,E,A,0
No,Other,India,Non-Veteran,2.148941047567771,109.7917677700768,-34.55273079340662,B,E,A,D,0
Physical,Christian,Brazil,Veteran,-82.15494386298852,-103.09861964857664,-68.02234759803285,E,C,B,D,1
No,Christian,India,No,-8.600997161340207,-54.68033391794738,-181.84506590843858,C,E,D,A,1
Both,Other,India,Yes,-104.70333600827509,-105.78322088218775,-18.508831045609092,E,B,C,C,1
Both,Hindu,Brazil,Non-Veteran,-176.03204063549242,-17.058161999518866,-70.66689386595125,D,D,B,C,1
Both,Jewish,Germany,No,-4.265693315248733,1.3904929722807862,-10.707503012914348,A,A,A,C,0
Mental,Other,Mexico,Veteran,-140.0735389546071,-45.60542808284854,-1.26767597994217,E,A,A,D,0
Yes,Other,Mexico,Yes,-11.52130038089541,55.07429419131052,102.7382381886172,C,A,C,B,0
Both,Muslim,Germany,Veteran,-17.85018724079271,117.54096386466077,-23.252757376989557,B,B,E,C,0
No,Muslim,Mexico,Veteran,-113.70660727752355,28.633992724326085,-101.69421672364409,A,E,E,D,1
Mental,Buddhist,Other,Yes,-60.19654291519575,124.20235905098416,171.55824663683495,E,D,C,B,1
Yes,Buddhist,India,Yes,-148.3192331640489,-59.24565380207508,0.6349863813546156,C,A,E,A,0
Physical,Muslim,Germany,Veteran,151.75494467690308,60.37967172647269,-46.319040339214176,A,B,D,D,0
Both,Other,UK,Non-Veteran,-86.0716095960384,57.73613458152774,5.7650011800930425,C,B,C,C,1
Both,Buddhist,India,No,83.27603843318997,64.09087308360861,-34.282381868970226,B,D,E,C,1
Yes,Buddhist,US,Veteran,25.788288821478076,-53.744851669806984,-51.68105357830196,D,C,C,A,1
No,Other,India,Non-Veteran,6.365173091467746,9.25223376686036,128.80102288056761,E,C,C,A,1
Yes,Buddhist,US,Yes,-36.13155243611465,-24.94509036920025,-13.363268527651229,B,C,B,A,1
Physical,Christian,Other,Non-Veteran,-4.9708411688254,5.874208057892367,9.553142634000816,C,D,D,A,1
No,Buddhist,Other,No,-115.45745399714033,6.505013797113493,-70.11476810768579,E,E,A,E,1
None,Christian,UK,Yes,66.97771787215676,37.190122038824555,96.41611206727649,C,D,A,C,0
Mental,Muslim,Brazil,No,-210.44302397062378,110.12545725317335,143.57613052994162,B,A,A,B,0
Both,Buddhist,Other,No,14.505661876965926,80.59226149048911,155.82485741470813,D,B,D,A,1
Yes,Hindu,Mexico,No,70.16587196255118,-37.25800311821958,-9.631313879918432,B,A,D,B,1
Mental,Jewish,China,Yes,-74.50667215768503,-74.3596167432471,10.272912330519498,E,A,A,D,1
Yes,Hindu,US,Yes,51.31149460474751,-89.62724082038451,-12.51561474593576,B,D,A,D,0
Yes,Christian,US,Yes,-87.64539984538773,193.7276585618139,-150.82155660682096,B,B,C,D,1
No,Buddhist,Germany,Veteran,-1.5116444943851421,-22.866307022495672,55.26040245713445,C,B,E,B,1
No,Muslim,Brazil,Veteran,-88.95063939213729,4.921278035100715,85.65601555677837,A,D,D,E,1
Yes,Muslim,Brazil,No,-127.70965399373031,-61.12615058104519,82.88298759205654,B,E,B,E,0
Physical,Other,UK,Yes,-33.609392901692274,27.323891005043922,-43.747537858843735,E,C,C,D,0
Physical,Other,Mexico,Non-Veteran,169.7243676347684,-41.92047204990648,-67.04180280899988,C,C,E,E,0
Yes,None,Mexico,Non-Veteran,15.804826338581604,56.351261044272384,-64.27419806343055,B,A,C,C,0
Mental,Other,Brazil,Non-Veteran,160.88738981472483,74.20300505504844,124.68107949046714,D,B,C,B,1
No,Buddhist,India,No,37.96110303529164,-106.85968552155032,-9.661849544600887,D,D,A,B,1
Yes,Other,UK,No,233.98299799837744,-51.5608383605098,34.90259268974836,A,E,A,D,0
Mental,Jewish,Mexico,No,-45.78467361118558,-63.38197162639161,-2.191034586401005,A,C,E,A,1
No,Buddhist,Other,Veteran,-67.95929969514167,-96.63907226593247,-48.59138463580644,E,A,C,A,1
Mental,Buddhist,China,Non-Veteran,-118.90062971593261,-164.40834666299804,-127.93089608590576,D,D,C,E,0
Mental,Christian,Brazil,Non-Veteran,-113.85671027586102,18.912884270894455,-51.926178897359364,A,C,D,D,1
No,Jewish,China,No,-95.90409494945919,104.29587474914754,13.992666327813435,A,E,B,A,0
Physical,Hindu,Germany,Non-Veteran,-110.08031178283062,-149.04847530149476,-22.685307180504815,A,E,A,D,1
Yes,Buddhist,Germany,Non-Veteran,62.9004613456696,-156.2151607918002,14.855714141594293,C,B,B,A,0
Mental,Jewish,UK,No,33.71073855784433,126.21175013511039,35.37026055124278,A,D,E,C,0
Physical,Buddhist,UK,Yes,28.198295558773896,-56.369494249506424,86.38340623283824,E,B,C,A,0
None,Hindu,Mexico,No,80.21846701480443,39.48223891118209,65.82584771922106,B,C,E,E,1
None,Muslim,Other,Veteran,-52.75275946442913,-238.02547323526625,-169.66669624903966,B,D,C,B,1
None,Muslim,US,Yes,88.1426108949555,2.054661534385088,127.03690318895879,D,C,E,B,1
None,Jewish,China,Yes,-115.6272616911949,60.613426559599716,143.35039862002185,A,E,D,C,1
Yes,Other,US,No,-18.25798272220546,19.19635621980221,2.1346011265654186,C,A,D,D,1
No,Buddhist,China,Veteran,-85.85567697469253,-66.70901846130904,-66.7906780675835,E,D,D,E,1
Yes,Hindu,China,Yes,-93.14747635844881,138.5543392498211,6.811492058935481,E,A,C,E,1
Both,None,India,Yes,21.705434755215684,-40.378204463300975,-29.96662861401711,B,C,B,A,0
Mental,Hindu,India,No,11.563165945010274,-40.68234880199998,31.954858971033197,A,D,D,D,1
None,Other,China,No,-86.02290810759725,151.89642639706125,-20.602332728962878,E,A,D,B,0
Physical,Christian,Other,Non-Veteran,-85.53543604749525,-181.54044637276644,-44.6172350627579,E,E,C,A,1
None,Christian,Germany,No,-19.766971454248733,-1.0332925481669257,-113.34116638875251,D,D,D,E,0
Mental,Hindu,India,No,41.329364365551605,-52.73008707956869,-113.68110126970056,E,E,C,D,1
No,Muslim,Mexico,Non-Veteran,55.89869319177046,64.76885761388704,101.97994731768635,C,D,B,A,0
None,Hindu,China,Non-Veteran,-27.517735591585122,49.6544758117485,11.497322917516485,B,E,E,E,0
Both,Christian,Mexico,Veteran,158.14122358732274,-70.98532375778937,-24.472851609995235,B,A,B,B,0
No,None,Mexico,Yes,295.3736676108748,-111.37241946881456,265.7418693345666,B,C,D,E,0
None,Jewish,Other,Veteran,37.85652032152218,-19.00973463820134,-125.23140254168715,E,B,B,C,1
Both,Buddhist,Other,No,-10.346570102165334,92.69646497611043,-41.457468143095944,C,D,B,D,1
Both,Other,Mexico,Yes,-150.46721044441037,140.0750583952745,160.13512193477135,D,B,B,A,1
Both,Christian,UK,Non-Veteran,44.90838349990354,-76.21913769675518,134.62154179916442,A,E,D,C,1
Physical,Hindu,Brazil,Yes,-151.21753907659942,-67.83046136021501,0.9477244536694219,B,A,A,A,0
No,Jewish,Germany,No,-74.57258143618688,162.77888378448165,88.12777607379432,B,E,C,C,0
Physical,Jewish,India,Veteran,69.48584061222873,-84.7811919665851,-121.33415397393806,A,B,B,D,1
Yes,None,Mexico,Yes,193.0948266382176,96.28910811291277,111.02589635744656,C,A,E,B,0
Physical,Hindu,Other,Non-Veteran,39.00561491127624,-13.599115877516777,144.8972967290997,B,A,C,E,0
Physical,Jewish,Germany,No,-50.76181109047555,67.56912709531542,29.150517030475996,B,D,A,C,0
Both,Buddhist,India,Non-Veteran,29.908223086211876,36.87422257367196,-12.944016613848818,C,E,E,D,0
Yes,Muslim,China,Yes,-154.68005302978995,188.09830968307782,-4.208417948380137,A,B,B,E,1
Mental,Hindu,Mexico,No,-5.134165506427879,51.208284291248226,-50.06262201752828,E,B,E,B,0
Mental,Christian,India,Yes,91.9504486417687,-11.770535738614218,85.83687624730383,D,C,D,D,1
No,Muslim,Brazil,No,-18.780964640330158,187.19485521299063,-71.93862914360979,B,D,C,B,1
Both,Hindu,US,No,-104.79380431353798,-72.12849353238315,56.819352033424266,D,D,A,E,1
Mental,Hindu,Brazil,Veteran,-188.40978430275982,-151.8022210729801,-21.869461209634387,D,D,C,A,1
Yes,Hindu,Other,No,216.31391031279202,14.019056389622058,58.23381381693695,C,A,D,D,0
Yes,Christian,China,Veteran,55.275062882983086,65.40543307048445,110.77913603075721,A,A,E,B,1
Physical,Hindu,UK,Veteran,104.08502617420264,-13.003551580549205,13.601781645352792,E,E,A,D,1
No,Hindu,US,No,-25.406056315572904,-154.4577523326005,-39.0889630025669,B,D,C,E,0
None,Hindu,Other,No,-116.60652653443574,43.61135902752294,-1.5751990789889099,E,C,E,E,0
Physical,Muslim,China,Yes,-65.62621481566393,-31.11644194144374,22.703961622336646,B,D,B,C,0
Mental,Other,Brazil,No,60.0378724926775,-69.19663580332316,-55.02854261560732,A,A,A,A,1
No,Muslim,Other,Non-Veteran,-46.078961782821146,192.9402116880344,-19.167662254473676,B,C,E,C,0
Mental,None,India,No,7.979727970959518,39.679777321533436,-86.92946458233203,C,D,D,D,1
Yes,Jewish,UK,No,-94.8314324828315,-133.48433825945907,50.51732416417383,B,A,B,D,0
None,Muslim,Brazil,Veteran,12.081576799959787,24.203183903888025,-21.848187558947156,C,B,D,B,1
Physical,Jewish,Germany,Non-Veteran,-1.8614561393207691,45.251229797650126,-19.30577695457402,C,C,B,A,1
No,Other,Mexico,Yes,86.45385195895601,-16.547097018123008,7.9155662502229625,B,E,E,C,1
Yes,Christian,Mexico,Yes,81.05245348274784,-10.354831942993883,5.161032172023574,E,E,C,C,0
No,Buddhist,India,Yes,35.721721017000135,29.988153820078146,-90.33139901488121,B,A,D,C,1
Both,Hindu,India,No,93.59239922942379,-60.92854563172935,-5.168529724658855,D,E,E,A,0
Yes,Buddhist,UK,No,101.26822051119947,101.04516093342428,121.46640802786597,C,C,B,C,1
Mental,Hindu,Other,Veteran,-36.89898539187811,-21.298452083550867,-78.20615664438684,E,D,A,E,1
Both,Muslim,Germany,Veteran,31.221673182654293,-22.608841224304342,148.06739310988362,C,D,E,A,1
Both,Muslim,Germany,Yes,27.808192296194218,-105.74745504332664,93.3554811350718,A,E,D,C,1
None,Muslim,UK,Veteran,72.97697850067011,-82.07889000968098,66.10432828686184,A,D,A,E,1
Physical,Hindu,Mexico,Veteran,253.56471233423298,24.787752121473446,-2.5945324644583536,E,E,C,B,0
