genero,religious_affiliation,country,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-binary,None,China,Married,C,-128.3500226409791,34.44273596574089,123.54709390658138,D,-28.99808679958753,C,E,130.29929347426074,-10.86508779639708,1
F,Jewish,US,Widowed,B,7.609194904734987,57.357649146568676,-95.74254990856113,C,133.76104432818323,B,A,54.25143402221138,-66.61597185672949,0
Non-binary,Muslim,Germany,Widowed,A,52.96595582293574,58.33897148816991,-11.955458377564367,C,18.795636342994502,D,C,-37.718913764210534,65.65775759283247,0
Female,None,US,Divorced,E,59.209213915886096,5.733996859951298,-164.4059286869118,A,41.39275094542727,C,C,-34.415490709703306,-76.04318017676195,0
Non-binary,Hindu,UK,Single,A,-87.45665589929322,24.690252087421168,-83.48868919642231,B,57.096779000222,D,A,-82.57712539299975,-125.05535987931486,1
M,Other,Mexico,Single,C,192.92787045798735,-9.203429047169548,-22.087554447587067,C,-51.123776662945694,E,D,87.05930899054073,-70.88866666681058,0
Female,Jewish,Mexico,Widowed,B,-35.88602994952724,184.98184017082664,-52.27794950457265,D,-28.66824994586306,D,E,-40.52858231137756,127.1769358885974,0
M,None,Other,Single,B,-122.38796641833399,43.52688754244232,195.11912961983603,D,-2.525914216455712,B,C,-0.5160337082676487,-27.038146081692265,0
M,Jewish,US,Widowed,C,11.9186741848504,126.52661990318973,106.26490296295377,D,-19.085954763019156,C,D,-25.43101064478562,-162.33662782866733,1
Female,Hindu,UK,Married,B,-59.78743038959523,98.57306521592399,88.21441285871467,D,-104.67584201297981,E,C,-118.60129793162628,-61.27104631987028,0
Male,Jewish,Other,Married,B,29.510476205650328,30.655528368652057,-46.626619292616475,E,-49.382453104105565,B,E,-0.4038609060171278,6.165010333253791,1
Non-binary,Jewish,China,Widowed,A,-51.59031627838743,22.819718695514293,51.28112054840979,C,-115.48753659152915,A,A,74.80842414381503,98.82065036105524,1
Male,Christian,China,Married,D,-93.56259353784388,80.63643764723788,-48.47457226611999,C,16.547119428981034,B,E,106.41756044551727,-97.32265054930782,1
Male,Christian,China,Married,D,-4.6308745877851125,-58.63377877985361,-207.23715779373904,E,299.7581327893182,A,D,-202.0168243550522,9.811711460136511,1
Female,Muslim,Other,Divorced,A,178.06813563431842,118.1150070678535,72.82163528219964,A,-117.35949929051142,D,D,24.760836697833895,75.78687770326844,1
Other,Christian,Germany,Married,E,-65.37893787495035,130.3501037452969,-78.01585484187402,C,-63.20616150999122,C,C,72.0137885366481,-93.50445620335263,0
Female,None,US,Widowed,C,43.72199988596169,-41.97371794444711,-111.44905386639108,C,0.9457387494851593,C,B,-29.829950320980103,84.70804067848105,0
Other,Hindu,China,Divorced,E,13.561819850181411,-8.344469238212284,-84.14573545639604,D,14.049990594180253,C,B,38.684580404969374,-19.815117331510873,0
M,Muslim,UK,Single,B,-33.26465034558876,84.15642357931151,128.41123232254378,B,-11.735587151426516,D,B,80.88843951007951,122.05924066073199,1
Other,None,India,Divorced,D,22.641102043660187,32.78255993703187,138.79032126445193,E,-27.430473095909385,B,E,173.1162148620276,-58.71235362024254,0
Other,Other,India,Single,C,212.39463812763293,-55.029990613166646,290.8992539190931,A,83.8042738368634,B,B,207.44988882692428,49.46814451438911,1
Other,None,US,Single,D,-136.29143484834108,-181.06214269880667,147.27422931781297,A,-17.435476850779498,E,A,-120.20046363927351,119.17230196959736,1
Male,Hindu,Other,Married,E,44.67684475719382,-11.126087387886846,-51.22655714704399,C,-14.714483720451016,D,D,-185.57186083109764,-156.27707117094187,0
F,Other,UK,Divorced,C,53.36477949968243,-55.79504406200808,36.12772258709462,B,-20.460189463088962,A,B,-30.208405386876443,10.309542022486156,1
Non-binary,Buddhist,Mexico,Single,E,-119.75382836024234,-95.35095489910687,-26.177854107024885,B,-36.79957524388425,A,C,-63.89162685547605,42.07944539442362,1
M,Jewish,Other,Single,E,-166.3843222708694,16.400156576524495,81.55631323681204,C,83.5944417955869,E,A,-152.64832760309582,45.1735394297755,1
Male,Buddhist,China,Married,C,28.058712674235377,-139.7140746405251,-194.5795689620294,A,-29.500437393341176,B,B,-61.990639989052156,14.065766787723172,1
Non-binary,Muslim,UK,Married,E,-266.1361816461194,-84.2567886676075,87.78579677243673,A,35.0955525017247,D,C,29.03023081666684,-93.23491177127394,0
Non-binary,Christian,UK,Divorced,E,5.638484406752237,7.811005236280543,-24.0961017451479,A,-30.98246403458998,C,A,-116.51145995594952,37.661208106139185,1
Other,Other,Germany,Widowed,B,-32.82582154894672,-72.3642745442322,31.926648142489235,E,172.64592375012955,C,C,-89.65024276953338,50.09061563733174,0
M,Hindu,China,Married,E,117.65513431174747,-14.547555003909721,49.675662563841804,E,-95.37464067265681,A,D,79.63834640902007,-111.80369097008483,1
Other,Buddhist,Other,Widowed,C,35.65221079573578,64.29257685686152,-124.31577154788882,B,82.87473740107164,B,C,113.67617394405525,63.805479082377616,0
Non-binary,Other,Brazil,Divorced,C,49.86480786322264,-114.83784620751187,137.3127770007016,A,70.10763442985595,B,D,67.0416303142755,51.412821731370215,1
M,Jewish,Mexico,Single,C,74.6142455493036,0.1513119697024886,48.93593283415933,A,13.155912126954004,C,B,140.48504879466117,-184.33724596310898,0
Female,Buddhist,Mexico,Single,E,-0.20469817728443646,99.22234836659993,-54.20080398166894,D,-8.287128360663527,E,B,-117.60915346601901,88.05841770562728,1
M,Other,Other,Single,E,19.734873467739856,61.53827421706553,-8.837043097352392,C,26.625713364536335,E,A,-4.872435133028541,-38.68957419043767,1
M,Christian,Brazil,Single,E,-18.472218685818785,204.95884187407154,70.48683852504229,A,108.17373982098302,B,C,42.08229926357097,-73.0524512570679,0
M,Hindu,China,Divorced,E,-44.59127462212828,-197.08713351529605,20.976020905442173,B,24.614667341286907,E,E,-80.43317110058379,46.001830731071074,1
Male,Jewish,Brazil,Married,A,36.37859852619375,-37.71913714390101,-89.3669016576724,B,89.57321199880617,E,A,-51.45408245270411,117.33714182555946,0
Other,Hindu,Other,Widowed,C,162.07576593611466,118.56019371584954,24.77179323592769,D,-34.83161315342554,B,A,37.730141122342296,7.492307248008667,0
Other,Buddhist,Brazil,Divorced,D,-41.146023790611885,-42.97325979578968,-73.37855184588548,C,3.790719528805063,D,A,-34.14750843388051,14.60998222530974,0
Female,Christian,India,Divorced,A,-84.29232231226165,64.34878542109142,-103.19719188943198,B,13.072201855895523,D,C,112.33147910356247,23.788717286059264,0
Male,None,US,Single,B,-208.9063087716627,37.76849953352525,2.9062806950607825,C,-45.60520889207285,E,A,-195.76713241333852,99.4846116632116,0
Male,Christian,US,Married,C,118.11875541132422,68.69723004922305,124.80309166603496,E,21.477060912481647,B,B,28.463558433830226,-13.438042172989206,1
Non-binary,Buddhist,Germany,Married,B,-269.581400058973,-33.644421017743056,38.264377672578625,B,-53.18195929979037,E,B,-35.97482550647631,-158.6698097379018,0
Non-binary,Other,Brazil,Married,E,58.070612023529755,-205.62089121841706,-0.32807460116710874,C,78.4825694073518,E,E,55.4891806149285,5.888664892894726,0
Other,Other,Other,Married,C,-83.39937802794614,-136.35936930332943,76.42722402621793,E,143.60365135602774,C,D,-85.18018798743874,-68.7519841758329,1
Non-binary,Buddhist,US,Single,D,-10.387445850484358,51.569510358601,136.33385823478696,C,-41.37079741470397,B,C,39.24348298481775,-15.936731609936938,0
F,Muslim,Mexico,Married,B,-138.98387654907378,10.2149429602124,91.78427568840108,D,-3.0939145206004097,A,B,-34.388426262071185,-148.74567977360098,0
Male,Christian,Brazil,Widowed,C,125.30840146865914,-81.27872721136822,-21.596485866386043,A,39.02041770370297,A,A,-158.05567296207448,-42.600668677183236,0
Other,Other,US,Widowed,C,-114.93277290914885,181.81058769113588,-60.65224545272769,C,-80.68176731012862,A,C,-4.8414711919826265,-177.49225911165252,1
Female,Buddhist,UK,Widowed,E,-30.713890575074963,58.482651559418855,49.86750959851182,B,26.289829336158466,E,A,-85.25250773597975,72.86814492087734,0
Non-binary,Jewish,India,Divorced,D,79.9015812143032,64.49316419767483,14.916210310468351,D,-20.558192263745873,A,B,242.20589598320382,136.19917578253825,1
Other,Buddhist,Mexico,Married,E,140.62670475632837,-138.1020375005003,56.87363240149925,B,-81.02152779570486,B,D,-117.18213353011333,-18.489013109920133,0
M,Muslim,Other,Married,E,109.68143012873153,-18.193303305974375,-38.925221306893846,B,-57.50961747749284,B,E,-112.02270431216239,2.765285404251331,1
F,Jewish,India,Divorced,C,-92.92100188513731,-52.68607066686918,89.99866656754486,D,-84.7053051562899,A,B,74.3860070539115,-123.18002327030948,0
M,Muslim,India,Single,A,133.8674921710247,-2.3564669505495783,101.5117230135767,B,70.26688046651498,A,B,170.70312342663235,-27.80702542915685,0
M,Other,Other,Widowed,A,153.85822872549113,21.241054509958968,-129.26341149090158,C,74.815779750751,B,E,182.03757537596863,65.09603508740173,1
Non-binary,Jewish,US,Married,E,-87.53022281651816,70.1231059275763,131.91508224999023,A,202.03980261938162,E,A,-154.56027771644517,70.62422425457203,1
Non-binary,None,US,Divorced,E,-100.80158856279769,19.79876770773594,-1.259435430132725,A,-130.8652098480554,A,D,159.1693372302859,-102.17354061958584,0
Non-binary,Other,Germany,Married,A,-124.6159349396699,35.66603920650098,161.9135060143104,B,108.6030275038385,B,D,-113.38568680353545,33.69676894038367,0
M,Other,US,Divorced,A,276.6091421001639,46.3715840113757,145.04607585607857,B,-34.03487695920306,A,B,203.40666572277328,-75.70867596089256,0
Male,Jewish,Germany,Widowed,B,13.719616073845103,16.284152887706917,-52.13705435118935,E,86.48781136463342,B,A,141.4964792589282,-79.02561947984313,1
Female,None,UK,Single,D,-183.34186297884577,-3.0004032870542137,-64.13805118729044,E,8.42164047354072,B,A,265.2679862105739,-36.76112313988059,0
Male,None,China,Divorced,B,-141.9841697583544,-106.00191890760533,70.66093762143811,C,-88.33969418763294,C,C,134.03678288590567,38.922446458176054,0
Non-binary,Other,Germany,Widowed,D,182.77132417282266,-68.4689587449989,86.82529045351785,A,34.86280780217297,D,B,-236.02043042099035,-34.81860825187514,0
Other,Buddhist,India,Widowed,C,91.60460337362902,-113.69545095577939,158.06645135941818,C,-17.929549158927454,E,A,-55.17825731393181,11.311956727162444,1
Non-binary,Other,Mexico,Widowed,E,-21.788481671675225,37.99706572038318,-11.09065950765355,C,11.112480876199815,D,A,13.068758036790392,-5.021153287497044,0
Female,Buddhist,US,Single,D,-92.02138127667365,-155.69429763251134,0.9388669938806176,B,-61.213153157420166,C,A,31.555310789083418,63.493327345864714,1
Other,Muslim,China,Single,B,-20.846107911925895,84.57572663927677,50.432927091161794,D,88.21750730224942,C,D,-7.491380989896336,37.287576575413496,1
Female,None,Mexico,Single,D,-49.71486411553419,-45.9487711694329,56.25851696391424,E,-170.61366534936082,B,D,9.898096267265133,78.98039140901494,1
M,Muslim,India,Single,A,-44.7665096716718,-83.95036993932,-124.914798340342,C,143.83939565596117,E,D,17.953821654934366,23.650314569478173,0
M,None,Other,Widowed,A,-28.34904329264522,48.3472712335968,24.298871671431,E,53.69438867212206,A,B,-70.23255531398182,143.0148565156198,0
Female,Other,China,Single,D,139.00173960874582,-68.81591410107679,118.611923604299,C,87.14531916946939,C,A,-19.23956725701284,-69.58155261849843,1
M,None,Mexico,Single,D,-149.75198390098146,-29.479095777107162,-77.45197976534367,C,-106.26462660897538,E,B,-70.49611791370589,97.3153205579521,0
Female,Christian,Other,Divorced,C,28.952200518291622,57.72472997619008,0.7020381155769718,C,-102.3059070350302,A,C,30.083785585526563,-119.82874998946693,1
M,Buddhist,US,Married,D,-56.29283597728833,-167.25702388582576,79.62804246988604,E,106.76305865662175,A,C,27.07744062871193,27.424735327167138,1
F,Muslim,India,Single,A,-13.070900750036756,53.92564830731214,-183.15853690500802,E,35.76824911135781,D,D,91.36322434336938,-109.8768838478284,0
Other,Buddhist,China,Single,E,30.703693343942724,81.60087029688331,-18.175410497067396,A,221.88442013446937,E,A,-157.33678574621987,15.714358596457073,0
Female,Buddhist,US,Widowed,D,-4.933621080638819,-33.69451358721925,17.59424350450961,A,22.72315854140977,E,A,-7.1097512320720275,-4.764496101287908,0
M,None,Germany,Divorced,D,-80.88685392212538,132.70832318618127,209.26516705716628,A,-70.22063614513907,A,C,-26.175540461001695,97.97020062075066,0
Male,Other,Mexico,Single,C,123.11922923968599,-30.016521736896934,-140.5805925344145,A,-11.650824974215238,B,D,58.25956385060056,-168.90688812990788,1
M,None,Other,Single,B,-117.97272009719451,170.92157856302327,-77.7486173722444,A,-5.443618669814098,E,C,74.97596556519578,-80.26650426849454,0
Non-binary,Jewish,Brazil,Single,E,9.874906889772996,161.27572995806702,144.22191528681867,B,36.16844165313268,B,C,72.59949114674822,-46.81198071296809,0
Non-binary,Buddhist,Germany,Divorced,E,-44.53266428908154,-82.29719678440087,-79.04584437485315,E,111.17186658053997,C,B,-140.32028014920806,-108.95130500445241,1
Non-binary,Other,US,Divorced,D,-0.23853308448457028,2.597411855119219,23.833016682171092,B,168.50547851627783,E,B,151.91231563030573,-36.55961637945899,1
Non-binary,Christian,Brazil,Divorced,A,123.9038262742137,12.596313593426837,-50.243518725026114,E,124.15534383154532,A,E,-5.589431987002906,-6.92371458968724,0
M,Jewish,China,Married,C,17.148343864614926,-83.24596720914082,-187.9009090792393,C,152.9216046060256,A,E,-169.6139653237356,-55.54986558228876,0
Other,Muslim,Mexico,Single,D,-26.19797601399671,-74.6695480711075,-146.33044830638244,B,-34.06264470975253,E,A,81.62736659886835,-27.39381949658444,0
F,Hindu,Brazil,Married,A,-4.14446968351282,57.64695641135237,-79.3741889901307,E,-50.16731125503031,E,A,85.42577912011863,-116.58687740440973,1
Non-binary,Buddhist,India,Married,D,77.33009276591201,173.5751086652871,131.80748498986563,A,168.30458385724748,D,B,134.42094426068076,74.36691885987094,0
Other,Buddhist,UK,Divorced,A,35.47338501774341,-14.849662150102944,-58.14913667674858,E,110.7212920775481,A,D,-210.6083981825567,25.59418036660452,0
Non-binary,Hindu,UK,Married,A,0.36403613927684314,-108.27522920967543,-3.9074409139553725,D,-24.532119181110225,E,C,32.56065869531287,-73.13936701256112,1
Female,Hindu,US,Divorced,D,-24.27559472769024,-139.83378387947477,82.24275079930715,B,-81.84931466848442,A,A,179.62389479180706,-16.619578142860664,1
Other,Jewish,Other,Single,B,-78.90856108292591,-0.1280571610440241,-92.0398308819664,D,46.76033901664217,A,C,-32.97334828295136,-41.5224098499956,1
Other,Muslim,US,Divorced,E,-66.26489286262158,49.37879429955076,-154.38115984151233,C,-33.880494260441814,A,C,4.988930769574619,-229.45648361698701,0
Male,Muslim,Other,Single,D,39.42753056567856,-5.151814586052908,-23.673970168893803,E,175.03577955741574,D,D,35.10615453249506,20.152493203223727,1
Non-binary,Christian,UK,Widowed,C,-194.9971504178926,-52.43848051912195,155.88783774327285,A,45.48129986756089,B,B,-135.637284272708,-44.6504386646297,0
Non-binary,Hindu,Germany,Divorced,E,12.938954573416336,87.52612724674277,33.28861642730882,D,164.2718128907547,E,B,55.5963440903574,29.024615278241804,0
Non-binary,Hindu,UK,Divorced,D,-19.090627862075802,199.97306838740104,171.5182890757069,A,-66.55222528556492,A,B,-16.801596891624207,41.55030737041557,1
Other,Other,India,Widowed,C,-79.90220719434481,-33.80664748457149,-122.14546807313542,B,-17.727122803814176,C,B,-152.14180185733298,-105.9420716988293,1
Non-binary,Muslim,Mexico,Widowed,D,14.22126736840276,-70.99878065929012,-23.504424070182512,E,-165.81545756322885,C,B,152.5254736511042,-76.50090934857211,0
Female,Christian,US,Widowed,D,15.847837531531447,99.79538785180453,2.592163996325703,D,-48.38007520067088,A,C,164.62491909572472,-50.39395629049419,1
Non-binary,None,UK,Single,A,-17.20540027777322,-181.48153097406697,-2.103581895878861,C,-33.633004809709284,C,A,-214.6360631797394,11.950363947171633,0
M,None,Germany,Single,D,-143.33592358869402,-129.97747531723397,-7.226858307868887,B,-40.38725667777069,C,C,-105.03144667910114,60.72387554451096,1
M,Buddhist,US,Divorced,E,-94.81255562979851,-22.656589882082127,52.061168082922805,C,20.347673773754284,A,E,-214.68777077148536,-26.448767381551274,0
F,Muslim,Other,Single,B,-17.684820421831272,-90.64622364273328,74.32303974865346,E,-58.302488303524605,E,C,-138.258461465357,53.13488061349382,0
F,Christian,US,Widowed,C,37.98231698069046,-68.00386858122022,102.57906960347644,A,-109.41162251055478,B,A,7.626389519468171,-71.62288653348158,1
M,Other,Brazil,Single,A,-201.95967688739168,97.76634866076725,79.20389342869532,D,-146.4621001162036,D,E,-9.16528247057552,146.44862011907344,1
Male,Buddhist,UK,Married,E,-41.610364294241954,-87.52153468690064,99.98719046027398,D,-68.83003826324551,A,E,85.39172277157711,98.1323937417374,1
F,Hindu,Mexico,Married,D,109.20096304111368,-33.747071370369646,-58.372674709268054,C,-89.38667185059079,E,A,-88.83691027320678,-160.09287460657188,0
Female,Hindu,Other,Married,A,-94.25055159712794,8.564516172673923,99.85545908328146,D,-82.21077256048851,B,C,142.86997401494142,46.0389434927468,0
Non-binary,Muslim,Other,Widowed,C,-6.438412914724025,167.60356244781073,49.02695213787648,D,-175.3973887459626,E,E,123.54301445194862,22.8555850733979,1
M,Buddhist,Germany,Married,B,32.42230475305815,24.906540614692318,-59.59409940694016,B,-23.55044509598833,B,E,-42.61087719245683,36.359094023428746,0
M,Other,Germany,Single,E,-128.99605881976947,74.86047867271817,24.20170289545464,A,88.17240811786013,E,E,168.1219869390584,-39.25354887949013,1
Female,Jewish,Other,Married,E,-12.329142687314109,-3.7563178681572884,-15.065265318209029,A,-18.725677911734575,E,E,-32.40193788430768,-0.01661294769403106,1
Female,Other,India,Single,C,-16.14175466486045,26.80678493552483,81.08893070435663,A,161.2820454100506,D,E,-132.58393500346338,-66.18623908690373,0
M,Jewish,China,Divorced,C,13.823382346400074,50.494887835159965,-79.36330174973584,D,-55.47254987885215,C,C,51.91589435217481,-70.46868970572692,1
