country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mexico,A,E,B,A,E,E,D,1
US,D,C,A,E,A,D,D,1
Germany,E,D,E,C,E,E,C,0
Other,C,C,C,C,C,D,C,0
UK,E,B,C,A,D,B,D,0
Brazil,A,A,B,E,E,D,C,1
Germany,D,E,B,B,B,E,A,0
UK,C,C,A,B,E,C,C,0
India,E,D,D,B,C,D,A,0
Brazil,E,D,D,E,D,D,D,0
India,B,E,D,C,E,E,B,0
Brazil,B,E,B,C,A,D,B,1
India,A,A,E,D,A,A,C,0
Other,A,D,C,C,D,D,D,0
Brazil,A,D,D,D,C,C,D,1
Germany,B,C,C,D,E,B,B,0
Brazil,E,A,B,E,D,B,E,1
India,B,A,B,C,B,D,A,1
Brazil,A,C,D,A,D,B,B,0
Mexico,A,C,C,D,C,B,C,1
Brazil,E,B,B,B,E,D,B,1
Germany,D,B,D,C,B,B,D,0
Mexico,D,E,B,D,A,C,B,1
UK,D,C,C,B,A,B,E,0
US,A,E,A,E,E,A,A,0
UK,C,C,D,B,E,B,B,1
UK,A,D,D,D,A,E,E,1
UK,D,C,A,A,A,C,E,1
UK,D,D,C,A,A,D,B,1
China,E,C,B,E,A,C,B,0
Germany,B,C,D,D,E,B,E,0
China,B,E,E,B,E,D,C,0
Other,E,E,B,C,C,C,C,1
UK,D,E,D,B,A,A,D,1
China,B,E,D,B,E,B,E,0
Mexico,C,D,A,B,B,A,D,1
Other,D,C,C,A,E,C,A,0
Other,E,C,C,C,B,B,D,1
China,E,A,E,D,C,A,B,0
Brazil,D,E,B,C,C,D,D,0
China,D,C,D,E,A,D,C,1
China,B,B,B,D,C,C,E,0
US,B,C,B,B,A,C,B,0
Other,A,B,C,C,D,C,E,1
China,B,E,D,E,A,C,D,0
US,D,D,C,E,E,B,E,0
China,B,B,A,E,D,E,E,1
US,A,C,C,C,E,E,B,1
Mexico,B,D,D,B,E,B,E,1
Other,E,B,A,C,C,A,B,0
China,D,A,E,B,D,C,E,0
UK,B,B,D,A,B,B,B,1
Germany,B,A,D,C,D,C,D,0
Germany,B,A,A,E,B,A,B,0
UK,E,B,A,B,A,D,B,1
Other,D,B,C,E,A,A,D,1
Mexico,B,C,B,A,A,A,D,0
Brazil,D,A,B,C,C,E,D,0
Mexico,E,E,A,E,E,D,D,1
US,C,E,C,E,E,C,B,0
US,B,C,C,B,C,A,E,0
Germany,D,E,B,B,A,C,D,0
US,C,E,C,D,A,D,E,0
China,B,A,A,A,C,C,D,1
China,E,D,B,E,D,D,B,1
US,E,E,B,C,B,D,A,0
Brazil,E,D,C,D,D,A,E,0
Mexico,E,C,B,A,B,C,B,0
Other,A,A,E,B,D,C,A,0
US,B,B,D,B,B,C,B,0
Brazil,B,D,C,A,C,D,D,1
UK,B,C,C,E,A,E,A,1
UK,A,D,C,A,D,D,D,1
UK,C,E,A,C,A,C,A,0
Germany,E,C,B,B,E,E,D,1
India,B,A,A,E,D,B,B,1
Germany,E,A,D,B,E,B,B,0
US,E,B,C,D,E,A,B,1
China,B,E,E,E,E,C,E,0
Other,E,B,C,D,D,A,E,0
Other,A,C,A,C,D,A,E,0
Brazil,C,C,D,E,E,B,E,0
Brazil,B,E,C,E,E,B,C,1
Other,C,B,D,C,C,E,C,0
Other,A,A,A,B,B,C,B,0
Other,B,E,D,B,B,C,D,1
US,E,E,C,B,A,C,C,1
Germany,A,D,D,C,A,B,D,0
Germany,A,A,C,D,B,C,B,0
UK,B,E,D,D,B,D,A,0
Mexico,D,C,D,B,A,D,D,0
Mexico,E,B,C,E,E,D,D,1
China,C,E,E,A,E,E,D,0
US,E,A,D,B,D,B,D,1
Mexico,C,B,C,B,B,D,E,0
Other,E,D,C,E,D,E,C,1
India,C,E,D,D,B,C,D,0
US,D,A,C,E,B,C,C,1
Brazil,D,D,B,B,B,C,D,0
Other,E,E,D,C,A,E,A,0
US,B,A,C,A,E,B,B,0
Brazil,D,D,E,A,D,A,A,0
Germany,B,E,B,B,C,C,A,1
Germany,D,C,A,E,C,B,C,0
US,E,A,A,A,D,D,B,1
Other,E,C,C,D,B,A,D,1
Germany,D,A,D,C,A,E,E,0
US,D,C,E,D,D,A,D,0
Germany,C,B,C,E,E,A,B,1
Mexico,D,B,D,C,D,E,B,1
China,B,C,A,A,B,A,B,1
Mexico,C,D,D,D,A,D,B,1
India,C,A,B,D,B,E,E,1
India,A,B,B,B,D,C,A,1
Mexico,B,A,B,B,C,A,C,1
Brazil,D,B,C,E,B,E,C,0
China,B,A,D,E,A,B,A,0
China,A,D,A,C,A,B,D,0
Brazil,A,A,B,E,B,A,B,1
Germany,B,C,E,B,B,B,C,0
China,C,D,B,A,A,A,D,1
Mexico,D,B,C,C,C,C,E,1
Other,E,B,C,D,E,A,C,1
US,A,B,B,A,B,A,B,0
Germany,C,A,E,B,A,D,D,1
Germany,E,A,B,C,A,A,C,1
Germany,D,D,A,C,A,D,E,0
Brazil,A,C,B,B,B,E,D,1
Brazil,C,E,E,E,D,B,A,0
Brazil,B,D,D,C,B,C,D,0
UK,A,C,D,A,A,A,C,1
UK,C,E,D,C,D,D,B,0
UK,C,D,E,D,B,D,A,1
China,C,E,E,B,E,E,C,1
China,A,B,B,E,A,E,B,1
Mexico,A,A,C,D,C,E,B,0
UK,E,D,A,A,A,A,E,1
China,A,D,B,A,D,D,D,0
India,C,C,E,B,D,A,C,0
Other,C,B,E,B,A,C,E,1
India,E,A,A,C,C,B,E,1
China,C,E,E,E,A,C,E,1
Other,D,E,D,B,A,B,A,0
Brazil,A,D,A,A,B,C,A,0
Brazil,B,A,A,C,D,C,C,1
Mexico,D,C,B,E,A,A,D,0
US,D,E,B,D,E,E,E,0
Mexico,A,D,C,E,D,C,C,0
Brazil,C,A,D,E,A,A,C,1
Mexico,D,E,C,C,A,A,B,0
Brazil,C,E,D,A,E,C,B,1
US,D,A,E,A,B,D,D,1
Germany,D,E,B,B,B,E,D,0
US,B,D,E,A,E,C,C,1
India,E,C,D,D,A,A,D,0
Germany,D,D,A,D,B,A,A,1
US,E,E,D,A,C,C,E,0
Germany,E,B,D,B,B,D,B,0
Brazil,E,D,B,C,C,B,A,0
Germany,A,D,A,B,C,A,B,0
Brazil,B,B,C,D,D,B,D,0
US,A,C,B,A,B,A,A,1
Mexico,D,C,A,B,D,E,C,0
US,A,D,B,A,C,E,B,1
Germany,B,E,A,E,C,B,D,0
Germany,E,B,B,C,E,A,B,0
India,A,E,A,E,B,A,A,1
India,C,E,A,E,C,B,A,0
India,E,C,D,A,B,C,E,1
Mexico,D,C,A,E,C,E,E,0
Other,B,E,C,D,B,D,C,0
China,C,B,C,B,B,B,B,0
Other,C,A,A,C,C,E,E,0
Brazil,B,C,A,D,A,B,C,1
Other,A,E,C,A,E,E,E,1
UK,B,E,D,A,B,D,B,0
China,D,A,C,D,C,B,C,0
China,E,A,D,A,D,B,B,1
Brazil,E,C,D,A,B,A,A,0
China,D,B,C,C,C,D,C,1
India,E,C,E,C,A,A,B,1
Other,C,E,A,A,C,A,C,0
Other,B,C,D,C,A,C,B,0
Other,B,D,B,E,D,B,D,0
US,A,E,D,D,B,B,D,0
Mexico,B,D,A,A,A,C,A,0
India,E,E,C,C,A,B,A,1
China,B,A,C,D,C,E,B,1
Brazil,B,E,E,E,A,D,E,1
China,A,E,B,A,E,D,E,0
UK,E,D,D,B,E,A,A,0
Brazil,A,C,A,E,D,C,B,1
Germany,E,A,C,B,B,A,A,0
India,A,A,C,B,D,E,E,1
UK,A,D,C,D,E,A,C,1
China,B,E,B,B,A,E,A,1
Brazil,A,C,A,D,A,C,A,0
US,D,A,E,D,C,E,D,0
Other,B,B,B,C,C,B,A,0
Other,C,D,D,E,D,B,D,1
India,D,C,E,E,B,C,D,1
US,E,E,A,C,C,B,D,0
UK,B,D,E,C,E,A,A,1
India,B,C,D,C,C,D,B,0
Germany,A,C,E,B,D,D,C,1
US,C,D,D,D,A,E,E,1
UK,C,A,D,C,C,A,A,1
China,A,A,B,E,B,D,E,1
Mexico,E,E,B,E,A,A,E,0
Other,D,D,B,C,D,D,D,0
Mexico,C,E,A,A,D,B,E,1
Other,E,D,B,B,C,C,C,0
India,A,D,C,D,B,C,B,1
India,E,B,B,A,B,C,D,1
UK,D,A,B,C,B,C,D,0
UK,E,E,D,C,C,B,C,0
US,E,C,C,E,C,B,E,0
Brazil,C,B,B,A,D,E,A,0
India,A,E,A,A,B,E,E,0
Mexico,B,C,D,B,C,D,E,1
Brazil,D,D,C,D,A,A,E,0
US,C,E,A,D,A,B,A,1
Germany,B,D,A,C,D,B,C,0
Other,D,B,D,A,E,A,B,1
Other,E,C,D,E,D,D,E,1
UK,B,B,C,B,D,D,B,0
India,A,C,A,A,E,D,D,0
US,B,B,A,B,E,E,E,1
China,A,E,C,D,B,E,E,1
Other,E,C,E,A,E,E,E,1
Other,D,B,E,E,C,C,C,1
Brazil,E,D,A,E,D,D,A,0
India,C,C,A,C,B,C,E,0
Brazil,E,A,E,B,B,E,E,0
US,A,D,B,C,C,B,B,0
Germany,E,E,D,D,B,B,B,1
Germany,D,A,D,E,C,C,D,0
UK,A,A,E,E,E,B,E,1
Mexico,D,E,D,A,E,C,D,0
Brazil,C,C,C,D,C,C,E,0
UK,B,E,D,D,A,B,E,1
China,A,A,A,D,A,A,B,0
China,C,D,E,C,C,A,A,0
Brazil,A,C,D,E,D,E,B,1
Mexico,C,B,A,C,B,C,D,0
Germany,A,C,B,E,D,A,D,0
Germany,A,A,D,E,B,A,D,1
US,A,C,D,D,B,E,C,1
UK,B,C,E,A,E,A,C,0
Brazil,D,D,B,D,B,D,D,1
India,A,E,A,B,D,E,A,0
Other,C,D,A,C,B,C,B,0
UK,B,E,B,A,B,E,E,1
UK,A,C,D,B,E,A,D,0
Mexico,B,D,A,A,B,D,C,0
US,A,C,A,E,A,A,B,0
UK,D,C,D,A,C,B,E,0
China,E,E,D,D,A,C,B,0
Other,A,D,B,C,C,A,C,1
UK,B,E,D,A,A,A,E,0
US,C,C,A,A,A,C,E,0
Other,E,C,B,A,C,D,D,1
Brazil,A,A,D,C,E,A,D,1
Mexico,D,D,D,B,B,A,A,0
Other,B,B,A,E,C,C,C,0
Brazil,E,E,B,B,E,E,B,1
China,B,E,A,C,C,E,B,0
India,D,D,B,C,E,B,A,0
Germany,A,C,E,B,B,D,A,1
US,D,A,A,A,C,E,E,1
China,B,D,E,D,B,B,A,0
China,E,D,C,E,B,C,E,0
US,E,C,D,B,D,D,B,1
UK,A,B,B,C,C,D,A,0
Other,D,C,D,B,D,C,E,0
Other,D,B,A,D,D,A,D,0
Other,E,C,A,D,B,B,B,0
India,E,D,B,D,C,B,A,0
Germany,C,C,C,D,C,C,E,0
US,D,B,E,C,E,D,C,0
Mexico,E,D,C,D,A,B,B,1
Other,B,A,A,C,C,E,C,0
US,C,D,D,E,E,E,A,0
Other,A,C,B,E,D,E,D,0
Germany,D,D,A,A,B,A,D,1
Other,D,B,E,D,A,C,A,1
China,B,E,C,C,E,B,A,1
US,A,C,D,C,B,C,B,1
Brazil,D,D,B,A,B,C,D,1
UK,C,D,A,E,A,C,A,1
Brazil,A,B,C,A,A,D,C,1
Other,B,C,A,B,C,E,C,0
India,E,D,E,A,E,B,E,1
UK,B,B,B,D,B,C,D,0
UK,B,B,D,B,C,E,A,1
UK,B,C,E,B,B,A,A,0
Mexico,B,C,D,C,E,D,E,1
India,C,E,B,C,C,B,E,0
UK,D,C,E,C,C,B,D,0
India,D,D,E,B,B,A,A,0
China,D,E,D,D,B,A,D,1
Brazil,A,A,A,D,B,C,C,0
Germany,A,B,B,E,A,D,A,0
Mexico,C,C,B,C,A,D,D,1
US,E,B,A,E,E,A,E,0
Other,E,B,C,D,E,A,C,1
Germany,B,B,B,B,B,C,E,0
US,E,B,E,C,D,C,A,0
India,C,A,E,B,B,B,B,1
UK,C,E,D,B,D,B,B,1
Mexico,B,E,E,C,C,B,B,1
US,B,E,C,D,A,E,E,1
Other,E,D,B,C,C,A,D,1
China,E,E,E,B,A,E,B,1
Brazil,A,C,E,D,C,C,A,0
Germany,E,E,D,E,E,D,E,1
Mexico,C,D,C,D,A,E,B,0
India,A,E,D,C,A,E,D,0
US,B,C,C,E,D,D,A,1
India,B,B,C,E,B,B,C,0
US,E,C,B,C,D,E,D,1
China,B,C,B,D,C,E,B,1
China,A,D,E,D,A,D,E,0
UK,B,C,D,C,D,A,E,0
Germany,D,C,D,E,E,D,A,1
India,C,A,B,E,A,C,A,1
Other,A,B,E,C,B,A,E,1
Mexico,A,C,A,C,C,C,D,1
Other,D,C,B,B,B,A,A,1
US,B,D,B,A,A,A,A,0
UK,C,D,B,C,D,B,A,0
UK,A,C,B,B,E,C,C,0
Germany,C,C,D,C,B,A,E,0
US,D,B,A,E,A,E,E,1
China,D,B,C,E,A,A,C,1
Brazil,A,B,E,D,A,D,D,1
China,D,D,E,B,E,C,D,1
Mexico,A,C,C,E,A,D,E,1
Other,D,D,A,D,B,D,E,1
Mexico,C,E,E,A,C,A,D,0
Germany,D,C,E,B,B,E,B,1
Germany,B,D,C,D,B,C,B,0
US,C,E,B,E,C,B,A,1
UK,E,C,E,C,A,A,B,0
Brazil,B,A,E,E,B,A,A,0
Mexico,D,A,A,D,C,B,C,0
UK,E,C,C,C,A,A,B,0
India,E,A,A,E,B,A,D,0
India,D,C,E,D,D,C,C,0
India,B,D,B,B,B,E,E,0
Germany,B,C,A,E,A,C,C,1
Mexico,D,D,D,E,E,D,C,1
Brazil,B,E,C,C,C,E,E,1
India,C,D,D,B,A,C,E,1
Brazil,E,B,E,C,B,B,A,1
Other,C,C,D,C,E,C,A,0
Germany,B,D,D,D,D,D,E,0
Mexico,C,B,D,D,E,A,E,1
Germany,D,E,D,C,E,A,A,1
UK,D,E,B,A,C,A,A,0
Other,D,B,A,B,E,B,C,1
Mexico,D,E,B,B,E,E,A,0
Mexico,A,C,B,D,C,B,D,1
UK,D,D,B,E,E,B,C,1
Other,B,E,C,E,B,D,B,0
Mexico,B,C,A,C,E,B,B,0
India,E,C,E,D,E,A,B,0
US,B,C,C,E,D,E,A,0
China,A,E,A,B,B,E,A,1
China,A,A,E,A,D,B,A,0
UK,C,D,B,A,D,A,E,1
Brazil,A,C,A,D,C,E,B,0
China,E,A,C,B,E,A,A,0
Other,A,D,D,B,B,C,C,0
UK,E,A,A,C,D,A,B,0
Other,D,C,E,E,B,D,D,1
Germany,E,A,D,C,E,C,C,1
UK,A,B,B,D,D,C,E,0
India,B,D,D,B,C,E,A,1
Brazil,D,D,D,B,C,A,D,0
India,E,C,B,B,A,B,D,1
Other,A,A,E,C,E,B,B,1
India,D,E,D,D,B,C,E,1
China,E,C,E,E,E,A,C,1
US,E,D,A,C,B,E,C,0
Mexico,A,C,A,B,C,B,E,0
India,E,E,A,B,C,A,A,1
China,A,D,C,C,B,C,A,0
India,E,C,E,E,B,A,D,1
UK,C,B,C,C,E,A,E,1
UK,E,E,E,A,E,C,C,1
Germany,E,E,E,E,D,E,C,0
Brazil,A,E,A,B,B,D,E,0
Brazil,D,B,C,B,C,A,E,0
US,C,E,C,A,E,B,A,1
Other,E,B,B,E,E,C,A,0
Mexico,C,A,C,C,B,D,C,0
India,E,B,A,A,C,A,C,0
US,E,E,A,B,B,B,A,0
Germany,B,D,B,B,E,A,E,0
UK,B,B,E,A,B,E,B,1
India,E,E,E,E,C,C,C,0
Other,B,B,E,E,A,C,B,1
Mexico,A,A,B,D,C,C,A,0
Brazil,C,C,C,A,D,C,D,0
Mexico,E,B,D,B,D,E,C,0
India,B,A,A,B,C,A,B,0
US,B,B,B,A,E,A,B,1
China,E,E,B,B,A,D,C,1
India,C,D,C,B,E,A,E,1
Brazil,E,B,C,A,E,B,C,0
Brazil,D,E,A,D,D,A,A,1
China,B,A,B,B,E,E,D,1
Other,A,E,D,D,E,C,D,0
Mexico,D,E,E,B,B,C,D,1
US,C,D,C,A,C,A,A,0
Other,B,C,A,B,C,D,A,0
Brazil,A,B,C,B,C,D,C,1
UK,C,E,E,B,D,E,C,1
US,A,A,A,B,D,B,C,1
Other,E,D,A,D,E,A,D,0
Germany,D,A,C,A,C,A,D,1
India,B,B,C,A,A,E,B,1
India,C,E,B,E,B,C,E,1
Mexico,A,E,C,E,C,E,C,0
Brazil,D,D,D,D,C,D,E,0
Mexico,E,A,B,E,A,C,A,0
Mexico,C,D,E,C,B,C,C,0
UK,D,E,D,D,B,B,B,0
UK,E,E,E,B,B,D,C,1
Germany,D,A,E,C,C,B,B,1
Other,B,C,A,B,E,A,A,1
Mexico,A,A,C,C,B,D,C,0
India,D,E,B,E,A,B,E,0
US,A,D,B,A,C,B,E,0
US,D,B,D,B,B,D,E,0
Other,A,E,C,C,D,D,A,1
US,B,E,A,C,E,C,C,0
Germany,C,C,C,B,E,A,A,0
India,A,C,B,C,C,E,A,0
China,E,C,B,C,D,C,A,0
China,D,D,D,A,A,A,D,0
Mexico,E,E,A,B,E,B,B,0
Other,E,E,B,C,B,B,A,1
US,C,D,D,E,C,B,C,1
Germany,B,A,C,C,A,A,A,1
Brazil,A,E,A,E,C,A,E,1
US,E,C,C,C,B,B,A,1
Mexico,E,A,C,B,E,D,B,0
Germany,D,D,D,A,B,D,B,0
Germany,E,B,D,D,C,B,E,1
US,E,A,E,E,A,E,D,0
UK,E,C,B,D,D,D,D,0
US,D,C,D,C,A,D,E,0
Germany,E,B,B,B,B,D,D,0
Mexico,B,E,A,C,D,D,A,1
Brazil,D,D,C,C,E,B,D,0
China,A,B,A,C,B,A,B,1
US,C,C,D,A,E,A,B,1
US,E,C,E,B,B,A,B,0
Mexico,A,A,A,E,C,A,E,1
UK,E,E,A,A,D,B,C,1
Mexico,B,D,E,C,A,C,D,0
UK,E,E,D,B,A,E,A,0
Other,B,C,A,A,A,C,A,1
Germany,C,D,C,D,D,B,A,0
US,C,D,E,D,A,E,B,0
US,E,A,C,A,D,A,E,0
Other,A,A,A,D,C,D,B,0
India,E,A,C,B,D,B,E,1
Other,E,B,E,A,D,D,C,1
Germany,A,B,A,B,C,D,E,0
Brazil,B,B,D,D,C,E,E,0
UK,E,D,C,E,C,E,A,0
Mexico,E,E,B,E,A,E,B,1
Mexico,C,D,C,E,D,B,C,0
UK,D,C,B,D,C,A,A,1
India,A,A,E,B,B,E,C,0
Other,C,E,E,A,C,C,A,1
Germany,D,C,A,B,B,B,E,0
Mexico,C,C,B,D,D,B,A,1
China,B,B,D,A,A,E,A,0
Mexico,A,C,D,A,E,A,A,0
India,E,A,D,B,A,D,A,0
India,C,B,D,A,E,D,C,1
China,E,B,A,E,C,C,C,0
China,E,D,E,A,A,D,E,1
China,C,D,E,B,C,D,E,0
China,E,B,A,C,D,B,E,1
UK,D,D,B,A,B,E,C,0
China,D,C,E,E,A,B,B,1
Other,B,E,C,A,C,C,C,1
US,B,E,B,C,E,C,D,0
Brazil,D,C,D,E,B,C,B,0
US,D,E,E,E,C,C,E,1
India,C,C,D,B,D,C,E,0
India,D,E,E,B,C,C,D,0
Mexico,C,B,E,E,B,A,D,1
Other,A,C,C,A,A,C,B,0
Brazil,A,A,C,B,C,C,C,0
Other,A,E,C,E,E,C,D,0
Mexico,C,C,D,A,E,B,A,1
China,D,A,E,D,D,B,E,0
Mexico,C,D,E,C,E,A,A,0
India,A,A,A,B,A,D,A,1
Brazil,D,A,A,B,D,B,C,1
UK,A,C,A,E,D,D,B,0
India,D,D,B,C,B,B,D,1
Mexico,D,C,A,A,B,D,D,1
India,C,B,E,E,E,B,A,1
UK,A,B,D,A,B,C,E,1
Mexico,E,C,C,D,A,D,B,0
Germany,E,A,A,B,D,C,A,0
China,A,E,A,C,D,A,C,1
India,C,D,D,E,A,E,E,0
Mexico,D,B,D,C,A,A,C,1
Other,A,B,D,E,D,A,C,0
China,E,B,A,A,D,D,C,1
China,D,E,C,D,D,E,A,0
US,C,B,C,C,A,A,A,0
US,A,B,C,B,B,B,B,0
US,D,D,A,A,A,C,D,1
China,E,B,A,C,D,C,D,0
Mexico,E,E,B,A,E,B,E,1
Other,B,E,A,B,B,B,C,1
Germany,B,B,B,E,D,E,B,1
UK,C,E,D,B,D,E,C,1
Other,E,A,C,B,B,B,E,1
UK,C,D,C,B,B,A,E,1
Other,E,A,C,B,B,C,E,1
Brazil,A,D,A,D,D,B,C,0
Other,C,D,A,E,D,C,B,0
Brazil,B,C,C,E,E,A,D,0
Other,A,D,C,A,E,D,B,1
Germany,B,C,A,D,A,E,B,0
US,A,C,A,C,E,E,B,0
US,B,A,D,B,C,D,C,0
Mexico,D,A,E,E,E,A,B,1
Other,C,E,A,C,C,D,C,1
Other,C,B,B,D,D,D,B,0
US,B,A,A,E,D,B,B,0
Germany,D,A,B,E,C,E,E,1
Brazil,B,A,D,D,B,C,B,1
UK,E,E,D,C,A,D,A,1
Brazil,B,A,A,E,A,B,A,0
Germany,A,C,B,E,B,C,C,0
Brazil,D,C,A,A,B,A,C,1
Germany,E,E,E,D,C,A,B,0
US,A,C,D,E,E,A,A,0
US,C,E,B,A,A,D,C,0
Germany,E,A,E,E,C,A,B,1
UK,D,E,E,B,B,B,A,1
India,B,B,D,C,C,A,B,0
Other,B,C,C,D,D,A,B,0
US,B,B,A,B,C,D,E,0
India,D,E,B,C,E,B,B,0
Other,E,D,E,B,E,A,A,0
UK,D,A,B,D,C,D,C,1
India,E,D,D,D,E,B,B,1
China,A,E,D,E,D,D,D,0
Brazil,E,D,A,E,A,D,B,0
India,C,C,A,A,B,C,A,1
India,B,E,E,C,D,D,B,1
Other,D,C,B,E,B,A,C,0
US,A,E,A,B,D,C,C,0
Other,E,D,D,E,D,D,B,1
Brazil,B,E,E,D,B,D,B,0
India,A,E,D,C,C,A,B,1
India,D,D,A,E,C,B,A,0
US,E,A,A,B,C,A,C,0
Other,A,C,D,D,C,E,C,1
India,A,A,A,E,A,B,C,0
Brazil,D,B,C,E,D,D,C,0
US,C,D,D,E,B,B,C,0
China,D,D,E,D,C,E,B,0
US,A,A,A,C,C,C,B,0
Other,E,B,E,A,A,D,D,1
UK,A,C,D,A,D,E,E,0
US,E,A,E,E,A,C,A,1
US,D,D,B,E,C,C,C,0
US,D,A,E,B,A,C,E,0
Germany,D,B,E,D,A,B,D,0
Other,D,C,E,A,C,B,C,0
Mexico,A,A,C,E,A,B,D,0
Mexico,A,E,E,D,B,C,C,1
US,D,C,C,C,D,A,C,0
Germany,D,D,E,B,B,E,C,1
India,D,C,C,C,D,D,E,0
Brazil,D,A,D,A,B,D,C,0
Germany,C,B,A,C,A,E,A,0
Germany,B,D,A,B,C,A,E,1
Germany,A,C,C,B,E,C,D,1
China,C,A,B,C,D,B,C,1
India,D,B,A,D,A,B,D,0
Brazil,D,C,C,A,E,A,B,0
Germany,A,C,E,A,A,A,D,0
US,E,B,E,C,C,D,E,0
Brazil,B,A,C,E,D,D,E,0
Brazil,B,A,C,E,B,E,C,1
Mexico,D,E,C,C,A,A,E,1
India,B,B,E,D,B,E,B,1
Brazil,A,D,C,B,A,E,C,0
Germany,A,E,B,D,B,C,A,1
US,E,B,A,B,C,A,E,1
Other,C,B,B,A,B,B,C,0
Mexico,C,A,B,E,A,D,A,1
Mexico,E,B,D,C,E,E,D,1
Germany,C,D,E,A,A,B,C,0
UK,A,A,A,D,E,B,D,0
UK,A,B,A,C,C,B,A,1
Germany,D,B,E,E,E,D,C,0
China,A,C,E,B,E,A,C,1
India,A,E,D,E,A,D,C,1
China,E,A,B,A,B,A,A,1
India,E,B,E,E,E,D,E,0
India,E,E,E,B,C,B,C,0
Other,C,B,D,B,B,A,E,1
Brazil,B,E,B,C,E,B,A,0
Brazil,B,E,A,E,D,E,B,1
Mexico,B,C,D,C,C,B,E,0
India,A,E,B,E,E,C,C,1
Mexico,C,B,A,D,B,B,B,1
China,D,E,C,C,D,A,D,0
Germany,D,A,D,A,C,A,B,0
UK,E,E,A,C,B,A,D,1
Other,A,E,A,A,E,D,D,0
Other,A,C,A,A,B,E,B,1
India,A,E,B,D,D,A,B,0
China,C,A,D,B,D,A,A,1
Mexico,D,C,B,D,A,D,D,1
China,A,A,A,C,E,D,E,1
Other,C,E,D,C,C,B,A,0
US,E,B,C,C,E,A,A,0
Other,A,C,C,E,B,A,C,0
UK,A,D,A,E,B,D,A,0
India,B,B,E,E,A,B,C,1
Brazil,E,A,E,A,B,A,B,0
Mexico,A,B,B,C,D,D,D,0
China,B,B,E,B,A,E,A,1
UK,C,D,E,E,D,C,B,1
US,B,E,E,C,E,C,B,1
US,C,C,C,D,D,B,A,0
Brazil,D,C,C,C,E,B,C,1
China,C,C,D,D,D,E,E,0
US,E,D,B,C,A,C,D,0
Germany,D,D,A,D,E,D,D,1
Mexico,E,E,B,D,C,B,A,0
US,B,A,C,A,E,C,C,0
Germany,D,C,E,B,D,B,D,0
Germany,D,E,E,D,C,A,D,1
Brazil,D,C,C,C,C,E,A,1
Other,D,A,D,E,E,B,B,1
India,A,D,A,A,B,C,A,1
Brazil,B,B,C,E,D,E,A,1
Germany,C,C,A,C,D,B,E,0
Mexico,C,D,A,E,B,D,B,0
US,C,B,E,C,D,E,B,0
Brazil,A,E,C,A,B,D,B,0
US,A,C,B,A,A,C,D,1
Germany,B,C,A,E,C,C,C,1
Brazil,A,D,D,E,E,E,E,0
Other,B,E,C,A,B,C,E,0
Mexico,B,C,A,D,C,A,E,0
UK,A,D,A,D,C,E,D,1
Mexico,D,C,C,E,A,A,B,0
India,C,A,C,D,C,D,C,1
Brazil,A,D,C,D,E,B,E,0
Mexico,B,A,A,C,D,D,E,0
India,B,A,E,A,D,E,A,0
India,D,A,E,A,D,D,D,0
UK,E,D,B,E,E,A,C,0
China,A,E,C,E,E,D,A,1
Brazil,E,E,E,B,D,E,C,1
India,C,C,E,C,C,B,D,0
Mexico,B,E,D,D,C,C,B,0
India,B,E,A,D,A,A,D,1
Germany,A,D,E,C,E,D,E,0
India,D,E,A,D,D,B,B,0
Brazil,E,B,C,B,C,E,A,0
Other,B,A,C,E,E,A,B,0
India,E,A,C,D,B,C,E,0
UK,E,E,C,E,E,B,B,0
China,A,D,E,B,B,B,D,0
India,E,D,B,A,B,A,B,1
Brazil,E,D,C,A,E,D,C,0
UK,E,B,D,A,B,D,B,0
Mexico,D,C,C,E,E,C,E,1
UK,D,D,B,E,E,C,D,0
Mexico,A,B,E,A,C,D,D,0
India,B,A,D,D,C,E,D,0
China,D,E,D,A,E,E,E,0
UK,B,A,A,A,E,C,A,1
China,D,B,B,A,D,D,D,0
India,D,D,A,E,B,D,A,1
India,C,E,C,D,B,A,A,1
UK,E,C,D,E,C,A,A,1
Germany,C,B,A,A,A,C,E,0
Other,D,A,D,D,D,C,D,0
Mexico,C,A,E,E,D,E,D,1
Germany,C,A,C,B,E,D,B,0
Brazil,B,C,A,A,A,B,D,1
Mexico,C,B,D,B,E,C,C,0
Mexico,B,E,C,B,A,D,B,0
Germany,E,C,B,A,A,C,D,0
Germany,E,C,A,C,C,E,C,1
Brazil,C,C,D,E,E,E,A,1
Other,C,C,B,B,E,B,C,1
Other,A,A,B,E,C,E,C,0
Germany,B,E,E,E,B,A,C,0
India,D,C,C,B,B,B,C,1
Brazil,E,E,C,C,C,E,C,0
Brazil,E,B,E,E,D,C,B,0
Other,D,A,E,B,B,D,B,0
US,A,C,B,D,D,A,E,1
UK,A,B,C,D,E,E,C,0
China,C,D,B,C,B,C,C,1
Mexico,B,B,B,C,A,B,A,1
Brazil,B,C,E,C,A,C,A,1
Other,C,E,A,A,B,A,B,0
China,D,D,E,B,C,D,B,1
Mexico,D,C,A,A,B,E,A,0
Brazil,A,B,C,D,E,D,B,1
Brazil,A,E,A,D,A,B,E,1
Other,E,C,B,D,E,C,A,0
