orientation,gender,Disability,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Homosexual,Other,Physical,Christian,D,86.00390521441834,B,D,-98.61373351034872,D,-141.11722262693598,C,B,110.3319270847749,201.943871318708,D,B,-10.415244178135277,D,1
Bisexual,Male,Both,Buddhist,B,52.68500860090787,A,B,-35.65756281694982,B,63.282793923278746,D,B,-41.341102256839676,-49.39917757720113,E,A,-89.84714116051114,A,1
Other,Other,No,Muslim,A,-26.96479578319918,D,A,114.94028590435865,A,-116.08287598292574,A,B,177.7865830028809,53.42715564118432,A,C,-188.8165954357993,D,0
Other,Male,Yes,Other,C,80.96054829787894,E,B,76.44674438736686,C,117.39014334629698,B,B,111.07907930634755,98.0158486141377,C,D,98.71418172388209,D,1
Bisexual,M,Yes,Jewish,A,-79.66863492531606,D,E,-0.6528156067118209,A,-104.5285038311767,B,B,-42.298634522568825,-130.11647060425958,A,E,129.38158333540287,D,0
Heterosexual,Male,Yes,Jewish,D,21.256156011096042,D,D,-56.27513474685254,D,-46.76859019086179,E,C,64.06500309180588,78.07773292754658,E,D,-12.351778357373961,A,1
Bisexual,F,Physical,Other,C,136.2722363261388,A,D,81.159863363285,B,-292.2422041168344,B,B,109.71062880840475,85.41507265623865,A,C,-122.31559361123479,B,0
Heterosexual,Male,Yes,Jewish,C,-13.678256984373864,D,C,77.21844835991138,A,-137.66324502879573,E,E,37.726331506613256,13.433584152895397,E,A,-56.17389577063631,E,0
Homosexual,Male,Physical,Buddhist,B,4.890447147002707,A,A,68.57184973989928,D,-51.06376581230663,A,E,-69.48429468264563,-46.860633199394854,E,E,167.7249228900152,D,1
Homosexual,Female,Both,None,D,-126.63997456129508,A,A,-87.08914948954927,C,57.08503433687385,E,C,131.48435457642188,-91.75950524240692,C,B,68.35440744967909,E,1
Heterosexual,Other,No,Christian,C,-104.79714018710197,E,D,-13.59768820053857,C,212.0755444373307,D,B,-5.529770710213725,-5.381361638983549,C,E,-24.543846688193767,E,1
Bisexual,Other,Physical,Hindu,E,100.99844131139828,C,B,-96.94204277167273,A,134.13978155142104,E,B,17.48361371186674,161.63214919584908,E,B,20.25336744953424,D,1
Heterosexual,F,Both,Hindu,B,-4.977247920598753,A,A,-129.35741233897068,D,193.9744196762264,A,E,-125.34232835259245,9.57221019018472,C,A,43.00244217994747,A,0
Heterosexual,Female,None,Muslim,B,-94.24441300825987,E,E,137.74887185625315,D,68.38008089576103,C,E,-60.493030827676684,-153.9305586871574,C,C,103.27527743052964,E,1
Bisexual,F,Physical,Other,A,114.13754295831949,D,D,-22.906448450214604,E,41.67568964828236,E,B,-14.894297107549253,-10.637174033507968,D,E,61.20145900034917,C,1
Bisexual,F,Mental,Hindu,A,-12.82163665082149,B,A,25.157202385639543,E,-93.11447290142986,C,C,57.04292448308653,-196.69320169882414,C,C,41.51077829873962,A,0
Bisexual,Female,Physical,Hindu,A,-21.529584981594123,C,A,-108.47268216248924,D,-47.746451735308035,D,C,154.96381457569407,-43.48173620368839,E,D,11.38369323516574,C,1
Other,Non-binary,Yes,Jewish,E,-76.20545505769752,A,C,-32.9193777468758,D,-27.42312115763694,D,A,3.156936440046678,-70.6960937586154,B,A,-5.27014314584187,B,1
Homosexual,Male,None,Jewish,A,-188.65011543343857,E,A,-83.28382887826112,A,82.93102906948207,A,C,63.56750718320908,-176.1068012052672,B,C,68.42887358938415,E,1
Other,F,Mental,Other,E,117.51762888023471,A,D,15.609378264335389,D,74.74478445092195,D,E,-71.40131448563417,91.87812158175964,D,D,-47.644203580543945,B,1
Other,M,No,Jewish,D,-110.43649419643474,B,C,21.459951170121645,A,-84.88548109406977,A,E,-91.26351679060534,27.129773925478258,D,E,89.00149788773689,C,1
Bisexual,Other,None,None,A,185.5167425393042,B,D,196.96930816188322,A,155.97031123882564,E,C,181.84155880895915,19.216107663968558,D,A,-181.94308624722285,D,0
Bisexual,Male,None,Christian,A,32.61198163510113,C,B,132.44092602846013,A,8.16698196383394,E,A,47.47262838179993,-200.28496529776683,E,A,-64.82577187762568,E,0
Homosexual,Other,Mental,Hindu,C,-22.549923746943104,D,D,32.60084524276595,B,16.371775266717343,D,B,9.461718941216235,170.0904524418198,A,B,-32.73937073952613,C,0
Homosexual,Male,Physical,Other,B,-152.71910179285692,D,D,91.54467018896617,B,-67.77621222631481,C,D,-10.661321951107743,-94.94573463701312,E,A,-10.809478302291128,D,0
Homosexual,M,None,Christian,A,29.807869741426824,C,C,11.890975313872675,D,77.58488614084797,C,B,63.17489427680714,-120.58736864388158,B,B,5.011491917721889,C,1
Homosexual,Non-binary,Physical,Other,A,-18.69764058939454,C,E,134.98925206003662,A,-14.12073094604457,A,B,70.1340863481516,-211.16831451006797,E,B,-56.80431729946213,E,0
Homosexual,Male,Both,Muslim,C,-61.02971348149598,D,B,56.41244218137551,D,8.893823310881437,A,B,110.41417514872617,-38.66778163956157,D,D,-72.4484592635015,E,1
Homosexual,Female,None,Muslim,D,131.56236217319514,E,D,95.20344195758354,A,172.37030586817943,B,E,-231.2226478776314,23.36482797695183,A,D,-6.840602648076295,C,0
Heterosexual,Non-binary,Physical,Muslim,A,164.26560890239602,B,B,-42.54314947317191,E,221.37242836675784,C,E,-95.00089745462975,-88.23718033619926,C,E,-57.423125692577706,B,0
Heterosexual,F,None,None,B,37.369083267832856,A,D,144.13438430258356,B,-156.54351587244824,B,C,49.05731093487123,-247.4107690081167,B,A,113.24121581051374,E,1
Other,Female,No,Muslim,B,-1.832027487184892,B,B,-201.53254720021093,E,155.5270102484251,B,B,159.3216868056246,-144.9682547134167,A,A,10.971882931918508,C,0
Heterosexual,Female,Yes,None,A,-29.292360610181962,A,B,-32.6092342150414,A,123.95700614315577,C,E,4.619623177430694,84.90043928333196,B,B,209.9621445010353,E,0
Bisexual,Non-binary,None,Buddhist,C,67.31104929161033,B,C,3.936552244421502,C,35.348727432377515,B,E,-87.53558574706753,-69.82071478803933,C,C,-18.474260862823282,C,0
Bisexual,Male,Physical,Hindu,C,40.825744286118095,C,E,161.07022072916385,C,-66.35200599047398,B,A,-5.4373322399531885,-35.175756326052635,D,D,105.31796985531531,A,1
Homosexual,Female,No,Jewish,D,-32.52810000904794,C,B,26.560809919374652,D,73.57784620803098,B,B,-181.05409992885387,37.839542559515706,C,C,78.29844552267734,B,0
Heterosexual,Male,Physical,Other,A,117.81915645444812,B,C,27.51108542495566,A,113.4789547209945,C,D,-57.873470731015,53.822075495111264,C,B,-25.545427065992598,A,0
Heterosexual,Male,Both,Muslim,B,22.087873378694066,E,D,5.2516586214987,C,13.706997274894963,B,A,4.226819637466943,136.34144388638916,A,B,-32.96783723262648,A,0
Homosexual,M,None,Buddhist,E,-14.265942052082536,C,A,7.283461761802283,A,83.195010172884,A,B,112.39797984679247,-107.59309688971082,A,D,157.67801892266615,B,1
Other,Male,Physical,Buddhist,B,-16.041761786858466,D,A,-84.41540245033913,B,18.758170285474908,B,C,-139.75830298986304,-75.78653768846809,D,A,97.07528651504363,E,0
Bisexual,Male,Physical,Hindu,E,-19.545958900505507,D,B,-14.582814380626921,C,-69.49726560283695,E,E,149.81133547963438,18.074875181703376,A,A,55.62770472779545,D,0
Homosexual,Other,None,Christian,D,49.78913897482594,B,D,6.7943478244586,B,-48.23779797427649,C,D,-106.88528102292385,49.17120561287346,B,D,-15.065019986799305,D,0
Other,M,Mental,Other,B,-129.78204169931738,B,A,-65.3829298634393,E,-2.086933387876629,E,A,132.7068562570949,7.230960400272601,B,D,44.12506082101005,D,1
Homosexual,F,Mental,Hindu,B,-15.001587438066236,E,D,-202.4303301503716,A,12.346473052844452,B,A,-75.04374866788127,-90.32814436697866,B,A,95.51138986392088,E,1
Homosexual,M,Yes,Buddhist,B,-219.1181247643356,E,D,-11.030895093825457,D,64.68324434032657,A,C,224.131661481615,65.37293503260709,A,B,2.9706870123237725,B,0
Heterosexual,M,Physical,Buddhist,E,-16.263807365688386,E,C,10.375179004290578,A,-77.28844938328915,A,E,58.41730963679145,-52.259799329449585,B,B,79.52322114171768,A,0
Heterosexual,Male,No,Muslim,B,49.441890098620505,B,A,-71.26658291487499,E,110.75148212931796,A,B,93.4558183416661,-165.56528708844476,B,E,50.662456960052914,E,1
Homosexual,F,Mental,Hindu,C,-31.542025049731414,C,E,-11.436817033733767,A,81.42708573845286,D,A,-174.55263934575427,78.37855917888402,E,C,95.49212783814731,C,0
Homosexual,Female,No,None,A,56.7306354067467,D,A,-5.827748685823533,C,105.99627310198807,C,D,26.768675358790162,102.66719857213396,C,A,28.381579759873365,B,1
Heterosexual,M,No,Buddhist,B,-61.27457219791328,C,C,-65.00599716831618,E,100.60520029541675,E,E,113.6006391401552,38.42839533390216,E,D,106.45580708635052,D,0
Bisexual,Male,Physical,Other,D,31.732499244760792,B,D,200.9505354726175,B,14.0384751407132,E,C,-72.1220087779192,10.930623527120394,C,D,51.79111720550136,D,1
Bisexual,M,Both,Christian,C,74.6778489902503,B,B,-87.98316081689958,B,66.58026337356519,C,E,19.686619127476444,-105.02625843254091,A,D,-143.6513599429611,A,1
Bisexual,M,Mental,None,B,-118.47079509431167,E,D,22.460119579137043,B,-17.230406499022983,D,D,-106.03218377063118,-45.68134060761653,E,C,-78.27931507687023,A,0
Bisexual,M,None,Muslim,C,85.61822774236914,B,A,134.95739626138905,B,22.67572367598962,E,A,135.7411323884016,119.02656223829433,E,B,-20.622812620337147,E,0
Bisexual,F,Physical,Buddhist,B,-39.09348380501662,B,D,17.724732185235148,A,-98.30526962446086,C,E,41.0887613445339,-126.29894739056533,D,A,35.97793597177997,B,1
Other,Other,No,Hindu,A,8.67628997840388,C,A,46.32118164529172,D,-47.90342524228609,B,B,-155.7742802922504,-62.22988997037832,B,B,120.65692210955557,A,1
Other,Male,Both,Muslim,A,-108.64039448147358,A,C,-47.38182767687232,A,-46.60016758920656,E,D,67.30474947305136,-30.09946715038353,D,D,25.58713747557987,E,0
Bisexual,Male,None,Other,C,14.990516372267592,E,D,49.29824428928765,D,-94.27027692796807,D,C,42.97584088382211,6.358851374758412,A,A,94.71129139168751,D,0
Homosexual,F,Both,Christian,E,49.320643302625314,C,B,-11.346851248031191,D,-39.67687769859497,D,D,155.9785095505046,132.13819364502615,C,B,18.17361638352742,B,0
Heterosexual,Male,Mental,Buddhist,D,43.889591429037914,B,E,-27.288663709076232,D,17.330397390930756,A,E,92.68990362771913,45.23567646152383,C,D,23.63836280063051,D,0
Other,M,None,Buddhist,E,3.2555781787201634,C,E,83.57413187183808,C,-42.60137317822972,E,C,-5.649139806682802,32.52785238973091,B,C,-103.89667244448835,C,0
Bisexual,Non-binary,Both,Jewish,A,40.21704021370613,A,A,-17.268330197203916,B,-35.74770072779308,E,B,-133.97538489868072,-2.9514304523009844,C,B,3.0396341829547704,A,0
Heterosexual,Other,Yes,Buddhist,C,-4.485795086684258,A,C,-145.2219527703879,B,110.56013807513239,D,C,35.066967850169206,-21.333582160700487,B,C,-70.86087614135297,C,0
Other,Female,None,None,C,161.66293379358981,A,A,-1.7785588441160558,B,150.06317000305077,B,A,-167.76905986244998,0.6879740040284466,A,A,12.751231333849642,D,1
Bisexual,Other,Both,Other,C,-107.13548430928121,E,B,42.505815889452236,D,-78.55665648411374,E,A,-8.648579896960316,60.10280607449903,B,B,-24.29262453655725,B,0
Other,Non-binary,No,Muslim,D,-120.11650187372587,A,E,-104.64272196016941,A,45.56190812171712,A,B,126.394491246352,23.453041458335573,A,E,-25.80897362590539,E,1
Heterosexual,Female,None,Hindu,E,-125.72767034257444,A,E,-110.63594753634511,D,81.42276611851746,A,A,83.59971293867093,172.4657209112052,A,E,56.25300675170924,E,1
Homosexual,Other,Yes,Buddhist,D,88.26667351522627,C,E,-74.06947143725297,A,205.19560633853158,B,A,138.5355215165635,113.46941076012389,C,A,55.22860044287705,D,1
Homosexual,Non-binary,Both,Other,C,3.3224971587184142,C,C,-29.97853936755348,A,14.552756331875894,D,B,-52.202181727385565,31.274540345674357,D,D,62.86368565065514,C,1
Bisexual,Non-binary,No,None,E,190.57883594295578,E,E,3.258787532532683,A,38.14958707700494,D,D,39.31961721849869,126.44116023104046,E,C,31.878686021150415,B,0
Bisexual,Male,Physical,Christian,C,-77.25215019493876,D,A,-87.24539064173736,E,-148.65002125759943,D,B,-26.083342819804827,-18.382525255531487,E,C,-73.82646508741885,A,0
Bisexual,F,Both,Hindu,D,2.571351703570137,D,D,80.45916779788944,A,-127.59350063827881,B,B,21.848476319512596,-88.90522185647542,A,C,-6.196612673394799,E,0
Bisexual,Other,Yes,Other,B,105.32865184160116,C,A,-28.97632024983893,A,-159.12214026220454,A,A,131.85206590057433,-119.91308161274029,B,A,137.43379402432632,B,0
Other,M,No,Hindu,E,-51.07846811748895,D,E,-63.837186092021966,A,-25.749149827814,B,C,-110.89669274938616,-134.95233292144343,A,E,-132.04585904264457,E,1
Other,M,None,Buddhist,B,82.16997276512468,A,D,-142.79485230911985,A,-82.94482688773618,B,C,-170.83409782883336,-186.95172939907164,A,C,-190.7327149717282,D,0
Heterosexual,Non-binary,None,Hindu,D,2.129384827701043,E,C,-0.2947486210469946,C,100.63897214463637,A,D,125.08538600857226,26.078777799988234,D,C,-70.33730424030087,B,0
Heterosexual,Non-binary,Mental,Christian,C,-50.45971162558275,B,C,-42.40698712681254,B,40.61928591335767,A,B,56.418870032268096,36.65165275495493,E,A,133.22332352247082,B,1
Heterosexual,Male,Yes,Christian,D,14.530173508301857,A,E,24.73661181524798,A,-257.81794457568145,A,C,-75.09705791335455,-25.107980914124152,B,B,-35.21752393133165,A,0
Heterosexual,Other,No,Christian,E,119.97467277821173,B,D,-172.36362361281456,D,-82.70069299321985,A,E,22.90678265390253,97.57636864237284,C,C,84.72257731797254,D,1
Homosexual,F,Physical,Other,C,-87.52543383354072,A,E,-24.575064097093673,C,-164.33413638554296,D,C,-84.54855683366564,49.93752068486595,B,D,45.919821141163595,B,0
Other,Male,Both,Buddhist,A,-116.15521091425339,E,D,-25.784767730883317,E,-162.80226803714226,C,A,160.85998981099885,59.3939288433194,D,D,43.23684108100038,A,1
Homosexual,M,No,Other,C,-135.86414101948128,A,C,-119.83528373977094,B,37.03249736341947,D,C,50.9859326701992,-47.87603389651707,B,A,-53.72517069389179,A,0
Other,M,Yes,Other,D,106.82836093345125,D,E,44.29610425859746,A,-112.83304375565723,A,B,-69.34048072549139,22.519021813888724,D,B,80.66978072072746,E,0
Homosexual,Male,Physical,Jewish,B,43.60884874009442,E,A,-74.9472391811075,A,155.55078890405764,A,D,-3.5501438963371004,-9.60216659293012,E,D,-194.37318399959807,A,0
Heterosexual,Non-binary,Yes,Christian,D,30.865219240745745,C,E,121.07715439243727,C,127.20406374205288,A,D,135.30613197549303,-71.18153731938285,B,B,-17.293807354130696,E,0
Heterosexual,F,None,Jewish,A,15.931830780914991,D,D,16.668006579991783,E,40.95670988205382,B,A,86.56339625187834,-79.58129589875193,C,C,157.57381814816097,D,0
Bisexual,Non-binary,Physical,None,D,134.90331131540688,B,B,-11.93151523258196,E,49.862050502025994,A,A,16.29217020296784,-187.72880041286368,D,C,-139.16773554235854,E,0
Bisexual,Other,No,Other,D,-117.69211545279647,A,A,-49.440329595178746,A,-29.542377598521785,D,E,-26.603558835098802,-5.653932148667977,A,A,-119.21547106464703,C,1
Other,M,Mental,Jewish,E,243.28735258155842,D,A,-182.3680136012835,D,18.106993605513612,C,B,-46.52379711677939,-22.760162003266217,E,B,286.43488485800515,B,1
Bisexual,Male,Both,Hindu,A,24.271123836193585,D,B,94.38132592619542,E,100.11123248790621,D,A,2.515178223759739,98.1051774201314,E,E,73.8942897439335,B,0
Heterosexual,Female,No,Christian,B,-22.169037749681586,B,E,12.18484099767215,A,100.02629928897106,C,E,-15.058909636774448,-212.5346319980641,A,E,-90.90626613470944,D,1
Homosexual,M,Physical,None,D,15.073752137146904,D,B,53.37387011308595,D,-14.71065133857659,C,E,32.716441335706456,-10.608503994428776,A,B,-46.52449259508133,B,0
Bisexual,Non-binary,None,Other,A,-73.45430854739135,A,D,114.32535354558841,A,146.8206657651895,C,E,-102.72686458041969,-89.21987457419334,B,B,24.705898500910813,C,1
Other,M,Yes,Hindu,C,8.902292588680954,A,A,-10.060871974850865,B,-75.94486095265445,C,D,41.7632601099168,169.65099963684588,D,D,-37.90327245145612,E,0
Heterosexual,Other,Physical,Christian,C,10.284858620329365,E,B,100.17188607801427,E,-58.91773036052034,A,B,-55.602290845191995,115.03525606997567,B,C,-16.09379940992638,D,1
Bisexual,F,No,Buddhist,A,4.977218775604406,E,C,1.3302203283619511,B,-164.72719492214986,A,C,168.3195930654014,59.13166311920891,C,D,64.92628916891057,D,0
Other,Male,No,Hindu,B,219.90895437457985,B,E,-191.58294752386473,A,137.84450339095653,D,C,-142.82345273308343,47.61959154343322,D,A,-20.548009358489466,D,0
Homosexual,Non-binary,Physical,Buddhist,B,118.65774606613857,E,E,101.48138681861542,B,46.736280853310596,C,E,155.41070391073694,-211.09334035852697,E,A,-30.411937422908487,B,0
Homosexual,F,Mental,Christian,B,-59.45568560968596,B,E,-82.47692149978141,E,-34.922616390098185,A,D,-6.365895790195957,26.4255706041576,C,C,70.13574173020548,E,0
Heterosexual,Other,Physical,Buddhist,C,24.287420829037025,B,B,-164.7772295040872,B,-26.198070056347373,C,C,20.880894738780288,65.91970111382624,D,E,169.39201294910043,A,0
Homosexual,Female,Mental,Hindu,A,2.4733744692604027,D,D,-1.4791880649613167,C,48.71621501174302,E,C,38.082475397715356,114.52970129162597,D,C,39.00160435003344,A,0
Homosexual,Male,Yes,Christian,C,84.08278568551167,E,D,-7.562109615751236,E,-57.09887734555771,A,E,-71.1478598656743,67.9738342671201,B,C,123.95639525658251,D,1
Heterosexual,F,Yes,Christian,A,-20.823541179458065,E,D,23.20390559440909,C,53.62501912669406,B,C,-86.39293914662703,58.69200467269153,B,B,-145.1091298522872,D,0
Bisexual,Other,No,Other,D,-41.96114185908015,A,D,-17.567879760905708,A,8.116368703679232,B,D,-103.78899652761604,-20.225701359745333,E,A,50.25574786373227,B,0
Heterosexual,F,Physical,Jewish,E,-29.520383621517304,C,E,-225.64333074155743,E,-29.632493443466124,D,B,-151.31302727147227,197.38134201651448,C,C,-2.9924063343323546,D,0
Heterosexual,Female,Both,Jewish,B,-45.273680841046335,B,A,-28.401829742547797,B,112.00280404957743,A,A,155.2740370002763,-75.85999842864301,E,B,-8.397822007261418,C,0
Bisexual,M,No,Christian,C,-58.660228048926754,A,D,158.08432029616492,B,11.306184929992286,E,E,-10.154291094943718,-94.7013695248637,A,A,-84.23236680494662,A,0
Homosexual,M,Physical,Hindu,D,-112.7203235535718,A,E,-107.03826144244057,D,-290.12229237310277,A,A,100.18350002407482,-108.61604027209837,B,B,-288.93195304436136,B,1
Other,Other,Physical,Buddhist,D,-63.154917634288225,E,B,184.0554181009317,D,23.26126236812923,C,D,-82.50025131812035,-38.61371119092216,C,A,0.8433888200043874,D,0
Bisexual,Non-binary,Mental,Muslim,C,-107.38103872790504,B,B,86.12304979002874,C,-14.511611811044709,A,C,91.95269763068798,-28.12337067032715,E,C,4.2411890653656785,C,0
Other,F,Mental,Christian,A,58.85743614545353,C,B,31.416351076236825,C,-145.81712574930953,B,C,-21.65772134785752,-23.738656706369227,B,D,117.94821886822173,D,1
Other,Non-binary,Mental,None,C,-68.70603518087528,E,D,-41.97226535901281,B,-9.64952257827981,A,D,-32.88092152761589,-144.87814704486922,C,E,-1.1438640259373114,B,0
Homosexual,Female,No,Muslim,A,-132.42988565938302,B,D,16.46904523424164,A,52.19955535291797,E,E,70.70395765852808,71.45786416189097,B,C,28.608941917299514,E,0
Other,M,Both,Buddhist,A,17.212587916317766,C,D,-80.1078344138031,A,11.241785708775987,C,C,-52.860374718030755,-65.87699728586297,B,D,45.15730768172821,C,0
Homosexual,Female,Both,Hindu,A,-165.00498297158455,B,A,60.4521994418228,C,-47.71095053589134,C,E,-271.2209949383906,-82.9238558867353,D,E,93.36161628412836,B,1
Other,Male,No,Other,A,-26.63391192464209,E,A,-64.82974094981863,D,134.26392965139772,E,C,160.55126473295823,44.361395114381466,A,D,-77.28404467833882,C,1
Homosexual,F,No,Hindu,E,-11.273008035137334,D,E,-30.048123016602663,B,-75.80142136651553,D,D,-51.563379775269915,-68.29859163859723,B,D,-141.75484496539084,A,1
Homosexual,Female,Mental,None,A,12.407985634183335,A,E,-83.87620744330076,E,-10.032708907550075,B,E,-2.4118014837117916,79.71382899129569,D,B,122.40852144381125,B,1
Heterosexual,Other,Physical,Other,C,-199.96827037280022,C,B,-189.73904653072066,E,-90.31903014917508,D,C,6.0725783278595715,-21.128977587401014,D,E,110.35697257486741,C,0
Bisexual,Non-binary,Yes,Buddhist,E,7.085530182676086,A,E,134.36952609856957,C,96.50247057514592,E,C,21.2135462560547,-132.4572665266585,C,D,25.864252547942808,A,1
