marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Single,B,C,E,E,73.66680878280435,B,E,B,B,-21.7521463974805,-100.19160473849185,-43.607238473741255,0
Widowed,B,A,D,E,-57.22222484654746,B,A,C,A,30.799431956142655,-112.86070776125561,-207.3345768096114,1
Widowed,D,E,B,B,-104.19328654140455,D,E,D,E,-71.33421630783194,-2.048331818650004,131.21794670945647,0
Married,C,E,A,B,80.69838291007125,C,A,B,B,40.15092164153774,100.51145273033748,-181.89914194489515,1
Widowed,A,C,C,D,-61.38597061973565,B,B,C,B,-14.533965367763546,-5.802303255307167,-144.7405587989201,0
Divorced,C,C,D,B,167.23502643085902,D,A,B,B,-4.042105588458622,224.23027338961265,43.90636056354921,0
Divorced,B,D,B,E,-3.836972290304172,D,C,D,A,15.071463180100164,77.5211498340621,-73.7155088261312,0
Widowed,A,C,B,D,194.7922750924016,E,A,E,B,-8.456939695373295,-146.10498555378166,113.8873527790381,0
Widowed,C,C,D,B,128.372413127767,B,C,A,C,-39.99169311805615,-35.019452811652144,28.60143354905847,0
Married,E,D,C,E,196.72069227325153,A,E,E,B,-76.92503856632504,2.7936974191803197,9.8036657216749,0
Single,E,E,E,C,29.097858291404417,D,D,A,D,-114.9858082486046,-61.05305512171173,85.67432376799589,1
Widowed,B,C,A,B,95.56379221856615,B,C,D,B,112.75265241385044,11.136885155902146,39.45149190433136,1
Single,B,E,C,E,39.20941651317987,E,D,A,C,107.55187511541504,125.41339678252153,159.48072593645898,1
Single,B,D,B,C,-88.52991122014062,C,E,B,D,-78.71100415198514,-17.4858864597838,141.59699691000475,0
Married,E,A,D,C,47.132796839167376,B,D,E,D,137.18491417126404,8.641445331116847,177.86933291149037,1
Widowed,A,A,E,D,-109.2271790005804,E,D,B,B,119.82641375884344,45.66016916344099,30.704453669036802,0
Single,B,C,A,B,79.51341375731022,C,B,E,C,-27.45147314354374,102.57361837115467,14.37806131412799,0
Divorced,B,E,C,C,266.53608634610293,A,E,B,E,69.493640148596,92.92588612808441,144.00283473220682,1
Widowed,E,D,E,A,-79.715485043722,A,D,D,A,-163.61376733275847,63.67457984492577,-53.792879122751025,1
Divorced,A,A,A,D,-106.33700918664954,C,B,E,B,145.8489582511933,-67.71411707570289,9.75478956073381,1
Single,C,D,A,A,-124.30186050367791,A,D,D,B,-111.38144990408676,-66.03428573654574,-44.31948606349331,0
Divorced,E,C,D,B,92.96004826436868,B,E,E,C,270.077177431409,-14.469941868558491,125.66410929810704,0
Widowed,E,A,E,B,-184.4194166401385,C,A,A,C,55.429904820914366,80.43763477535872,-15.15530700237353,0
Married,D,B,A,D,56.87359281075168,A,C,C,D,-11.766743311359894,-24.44941365879011,-121.56298043907736,0
Single,E,E,C,B,-152.17274882582836,C,D,B,D,-47.77953342517139,-196.42281487102966,-40.230298330253696,0
Divorced,A,C,D,D,-147.72495761875354,E,C,C,E,-66.60202708179469,-187.0398009737784,8.60712071294421,1
Widowed,C,C,A,A,14.075378969829751,D,B,E,E,-104.26103567857908,111.87806147751935,-132.91168534845207,1
Divorced,B,C,C,A,119.36987189842951,D,E,D,A,-179.49540901707073,132.68265264161494,-167.00950098248725,1
Married,D,E,C,B,-83.99612381736652,D,A,C,D,-121.20484187963794,-20.64296732832804,208.26220665457456,0
Divorced,E,D,E,C,142.3110175118756,C,C,E,B,12.05466541105663,93.6130284399868,-136.73396971048328,1
Divorced,D,E,C,C,-31.600503048570467,C,D,E,E,63.710244419709575,1.454072192872222,-147.9808835078477,0
Married,D,E,B,C,46.31439927958828,B,C,B,A,-162.67878593915515,-30.968869609906157,-14.382285195283565,0
Married,D,D,B,C,-6.866777866158685,B,A,E,B,-5.304792347915193,179.6561358435244,-127.41969563334487,1
Divorced,C,E,C,A,149.74245339446912,D,D,E,C,14.690285711626816,-273.2013140459826,-27.009315880293926,0
Single,E,D,B,B,181.54399082669602,A,E,C,C,-210.61625345401248,83.84737618950045,50.44617151071197,0
Single,C,D,C,A,91.62634973909711,D,C,C,D,148.74417430966764,-42.73194536106074,129.43281265118867,0
Widowed,B,D,A,B,-37.91109468887227,A,B,A,A,15.551902018744935,-68.13181871864393,90.78457082146609,0
Divorced,D,D,C,D,-0.32103475416357197,A,A,B,E,-76.38149905237658,110.36944514628763,-78.9136239024541,1
Widowed,A,A,A,D,-155.01909017573595,D,E,E,B,-20.063525999727663,79.38238193668923,-41.49395248224986,1
Married,A,D,A,D,-116.42961202951115,A,E,E,A,-18.923964482794098,-28.663800746280188,-24.147681780852594,1
Divorced,E,B,D,C,46.570356333482685,C,E,E,B,-36.90561355787032,14.855320949759554,-67.7944635946804,1
Widowed,E,C,B,E,111.31196531486556,D,C,D,C,22.067087398113372,35.88807784520506,-140.16019245371817,1
Married,B,E,C,C,30.199277812627585,C,A,C,E,-117.12460312289028,45.81001838866302,60.65921730011884,1
Widowed,A,A,D,D,-69.41228453371546,D,C,B,B,136.57769718636106,39.66600777467044,118.23634177319191,1
Widowed,D,B,D,C,12.508766048068178,C,D,C,A,-72.18038024300522,-11.422551826177084,58.970107257609186,1
Divorced,A,B,D,E,-12.974843066190086,E,E,C,E,89.05833563137551,100.70962452446935,58.13197791902689,0
Single,A,A,E,C,-19.955171701475553,D,B,C,D,57.3847656481525,-30.692810157600032,109.67376879592332,1
Single,A,E,D,D,-14.845827894738495,B,C,E,D,143.58038677447948,-23.66014135048942,-12.225415553281978,1
Divorced,E,A,B,A,-60.780137586261596,B,B,E,E,112.19698837448794,-205.06901083014336,-104.97499811897697,1
Married,D,A,B,B,135.51315007981486,D,B,D,B,-19.218829628385816,-7.710049006450894,14.726583137003624,1
Divorced,B,A,C,C,127.63948500890987,C,B,B,A,-45.31260895297473,81.96812452796476,-33.417541595206316,1
Divorced,D,C,C,C,13.360200318562413,D,D,E,B,44.97380682447422,71.71241640466158,18.368090985543915,1
Single,D,E,A,D,27.338912209034554,A,E,A,E,-97.84374993008495,-48.56427690363845,-249.62024319567715,0
Single,E,D,D,D,67.47669327747914,C,B,B,A,-81.79891003737194,39.24634152492866,-18.634236541150116,1
Married,B,E,C,B,113.05647111312432,A,D,E,B,117.3492275385807,-46.00471877139876,13.448884835822989,1
Widowed,E,C,E,C,-92.13995479154383,A,A,E,C,-96.39438830157317,125.60530838752923,77.79778685037111,1
Married,A,C,A,A,-121.66001082682544,C,C,B,E,-144.9196906350746,-9.851110845916761,-80.03000552156995,0
Single,D,D,D,A,-156.5121431932585,C,D,D,C,146.19815705272276,-14.434511603105554,135.74770032653802,1
Divorced,D,C,D,E,146.2474770009293,E,A,E,A,91.01978867323399,-68.28170099676369,127.80391609087809,1
Married,C,C,A,E,-8.801008282438737,B,E,B,E,74.23275070921679,-43.619979944380646,-29.92784022281701,0
Married,B,E,D,A,77.55957184036858,C,E,D,B,-38.583479209248026,-90.37091433493892,-81.17268125124087,0
Single,D,E,D,C,179.6877848837822,A,D,A,E,162.50250700972782,-68.45542527270571,66.59005820193781,1
Widowed,D,E,E,C,-30.116768543899074,C,E,C,B,-173.0327784031257,14.618365982520478,-61.95019382272121,1
Single,C,A,B,D,-46.990047843541475,C,C,D,D,83.53664629470168,198.56647217143376,189.30652504472846,1
Divorced,D,E,D,D,-46.78493015829144,E,D,A,D,2.8717414983651204,164.60896818713232,23.63230268343868,0
Married,A,C,E,C,29.074091148507925,E,B,C,B,-98.09770407068325,-228.3303983376627,11.46176577403335,1
Married,B,B,A,B,-64.19447511319497,B,B,C,B,93.67008955742745,171.0811215392531,-57.04352202350547,1
Single,D,C,D,C,66.46816662286635,A,E,C,B,-77.89441825581012,60.750781051539946,-11.248834404525745,0
Married,E,A,E,B,-87.0851568432311,A,E,A,C,100.92277581141016,-21.40889936502361,41.07785219426569,1
Widowed,A,C,C,D,93.59134519567522,A,D,C,E,-234.09629572039597,199.12262599156566,-164.48970051518955,1
Widowed,B,B,E,A,-88.81603352077417,D,B,D,B,97.28054267542915,64.440689771692,187.56782578602184,1
Divorced,D,E,D,E,-56.7836254696904,C,D,D,B,2.105157591086904,-138.08386955553374,-72.53373300782759,1
Divorced,D,E,D,A,-10.043174961237844,C,B,C,A,-384.8341064008671,118.16183686491823,11.33653895086628,1
Married,E,D,E,C,-121.90239098636351,E,A,E,E,-155.97377781914258,-87.73454579525442,-69.50258094886908,1
Single,E,A,B,C,6.862950999116355,E,E,E,B,65.99095234549617,-12.277833075386644,-73.17092349945824,0
Divorced,E,C,A,E,16.695987595347166,D,E,B,B,32.913274358034016,-132.89008448577596,-20.901516066208647,0
Divorced,E,D,C,A,156.96169099362535,E,A,E,D,32.71351778036915,44.07129906788047,37.41742484166146,0
Single,A,C,E,A,83.72246307615534,A,E,B,A,0.4335114301236373,-128.47090489201392,-235.56798612916984,1
Single,C,E,E,B,49.0994140628077,D,C,C,B,9.95174858880427,71.54873146436472,-55.37417972821168,0
Single,C,E,B,D,-38.700743119780554,A,C,A,C,-7.250153758669439,8.682129423232222,-35.04520295364245,0
Divorced,A,D,B,A,20.06080128457713,C,E,E,B,-146.1494006748005,-155.96396063917047,-35.10025106907385,0
Divorced,C,C,A,E,223.93865617851935,B,C,C,C,-75.62074341925158,-207.60043083126374,-14.776033100175923,0
Married,B,D,E,A,29.64428866200525,C,A,C,D,-5.718256706301013,24.082709634280345,1.0642872741511564,1
Widowed,B,C,E,B,136.67776694776262,C,C,D,A,86.13077630129067,163.77113756795856,83.15067326244177,0
Widowed,B,B,D,C,-44.229334514002446,A,D,B,B,-15.055006678629152,48.5035347403285,101.79497464864302,1
Divorced,D,A,C,B,133.49980569784321,A,A,D,E,94.25049914046289,-220.5526793320546,29.228428364883463,1
Widowed,A,A,E,D,29.777728070074154,D,D,B,D,311.8585874842963,212.21332975414077,-51.08474536645902,1
Divorced,E,D,A,B,-144.32624967810216,B,A,B,B,21.477981922009253,11.685330979898096,96.22592382929986,0
Widowed,D,D,E,D,99.32661868186254,A,E,A,C,-15.579839567422201,95.80743028869183,6.650622823701631,0
Single,D,C,A,A,80.21912231097949,C,C,B,B,-3.173630357570861,-32.92812147489922,24.582550052336924,1
Widowed,B,A,B,A,-199.37176666312152,A,C,E,D,107.40475060987858,32.73946254501701,-36.22448786081935,0
Single,B,A,E,A,-35.566071250138634,E,E,E,B,81.45829212305486,80.9608751756186,115.2567949345002,0
Divorced,D,D,B,C,84.22750654931222,A,D,E,C,-37.61565418020403,-81.86062673677792,-1.2542336949039914,1
Married,B,D,D,A,-89.86313695525992,B,E,D,A,6.08211906367285,211.40989168643998,123.94530354273583,1
Single,D,E,A,D,-34.5163248425729,E,D,A,C,-106.83132905023014,-85.00445909685548,-19.08987164034506,0
Widowed,C,B,D,D,-48.52918549170467,D,B,A,E,43.37500770561345,78.27523771086483,-58.8387350280979,0
Divorced,D,D,A,E,-77.59945667497514,D,E,B,E,78.39730800816996,-121.94923540966589,-36.005612464481054,0
Single,A,D,E,E,-57.67038749552646,C,A,C,A,-66.77634693147283,-87.04012995462818,23.680691798050876,1
Widowed,C,B,B,C,4.9032243581788055,E,A,C,B,-126.65304189100222,-64.2538331651825,-277.5102229328555,1
Single,B,B,B,A,160.91871724176417,D,A,A,C,97.98334258836564,135.430462118403,-30.338640798005045,0
Single,A,B,D,C,225.36755877101706,B,E,A,C,-73.61600231487657,15.002351025287112,26.864034780605607,0
Single,A,B,A,C,109.53909506003276,C,C,A,C,-90.07657995176355,114.98207920274295,-33.63051231913345,1
Divorced,A,D,D,C,-120.94916125768596,C,A,B,E,51.93219420981665,-85.96047493086229,-107.88628415211411,0
Widowed,D,C,D,E,91.6295006452169,C,C,C,B,45.93206370800613,-35.29284994398192,36.633688224034486,1
Single,E,E,C,D,-147.28369728929516,D,A,A,E,47.45288345262921,-9.416352424580687,8.231319303575432,0
Divorced,E,E,E,B,-34.853428769403465,A,A,B,A,-0.5144535353361641,-8.048584705781025,-1.2663137893999146,0
Divorced,E,C,B,A,-0.3973098812424246,A,B,A,D,29.704599964091305,-70.09145839443532,-183.33962093884546,0
Married,B,E,E,C,80.30353819943096,C,D,E,A,-7.906277531348111,101.78088070698044,31.387468828342353,1
Widowed,C,B,B,B,61.5131283925261,A,D,E,B,-59.13491884257871,-186.3522614478244,-64.69841914930217,0
Divorced,D,C,E,D,249.9077619661139,C,E,A,E,11.25849224101966,-140.68872546777388,-58.27421330251199,0
Single,E,B,B,C,119.36653475720081,A,B,A,C,-71.39885215259359,105.84966121505823,-41.74594265783344,1
Widowed,B,D,B,E,110.70964074997592,D,A,B,D,164.47379224775716,-94.05036793310269,72.89395687614973,0
Single,C,A,C,B,-88.03557056061328,D,B,A,C,80.62179737241458,195.1288256422051,-1.1306136545325478,1
Married,C,E,B,E,21.478445961195327,A,B,E,E,-62.93817107377166,88.50056596250731,67.09087994703206,1
Single,E,E,E,A,53.65252660565659,E,C,C,A,8.540805059767937,-103.42503075594426,139.3166103075168,0
Married,A,E,B,E,94.43203576314862,D,C,A,A,17.756596917440582,171.68947974703576,-6.788151813260154,0
Widowed,C,E,D,D,-60.411674479208614,E,D,B,B,193.0742815796378,25.044163717038558,79.40089520586066,1
Widowed,E,B,B,B,-3.8214159739551765,A,B,D,A,-100.75236261794038,116.91857680636556,-98.15959036351049,1
Divorced,C,B,D,E,-110.64677182177232,A,B,B,A,-55.77459303790212,-26.793972326588534,121.95726243838524,1
Widowed,B,A,E,C,219.52741743857823,B,E,D,A,23.81422689851405,68.04640400238226,-20.252402159153444,0
Single,D,B,C,D,-25.18239234551542,E,A,E,B,-79.56942928051637,123.87860329777905,-91.75077847276357,0
Married,D,B,D,D,99.30039451599859,B,E,E,A,-57.96855393924226,-86.50090702782578,70.12111193329787,1
Widowed,A,D,B,B,-104.66616404825828,C,D,E,E,55.65202379983833,-28.34944859180653,-37.54328780371623,1
Divorced,B,D,C,A,-44.791384653973196,C,A,C,C,78.80785912590486,132.50796941959058,12.27213466076961,0
Widowed,E,C,A,D,0.8417524961679496,D,A,D,E,-162.18715685408665,-105.85923036763232,7.608040094288504,0
Widowed,B,D,C,E,7.380141367175211,A,C,A,B,-48.75608644138462,229.74331864950815,25.261615745399112,1
Married,B,A,C,C,-84.61435313430249,B,A,D,C,26.963466865894077,7.3001832789663625,-184.1162514821285,1
Single,B,B,E,C,98.64416489364929,A,E,D,D,108.02214340374576,-44.58719046130318,-27.68062467348643,0
Married,A,A,E,C,53.62225803620403,D,E,E,E,214.03685620222265,-187.2510003055765,-15.951734063149722,0
Single,E,A,B,B,12.400537697815155,D,B,C,A,-59.77947858963943,-94.88474215363905,-5.027714758281111,0
Single,E,D,D,B,77.18000464565719,D,A,A,C,-33.4054395734512,171.7443440754162,-14.739923316885536,0
Married,C,B,B,B,16.86986894299517,B,C,D,D,-245.0898189667378,9.246402087648132,66.31292009219924,0
Married,A,E,D,C,-105.2261471873553,D,E,A,D,-158.15584293635507,-6.902689616822035,-160.06495238187227,0
Widowed,B,D,C,D,83.37471451518013,C,C,C,A,-13.10964442934722,47.76318393257861,92.38215373474338,0
Married,A,E,D,C,-42.93272074506662,A,E,B,A,-105.59927986934086,38.4776158219241,100.57659588848847,1
Married,B,C,B,C,-3.2382684534566857,A,B,C,B,285.92377786197807,61.04247467091978,-59.08705175395815,1
Widowed,B,B,B,C,227.1613772957805,D,B,C,D,-59.179446612558515,-177.3385472901919,81.60250859960246,1
Divorced,B,B,B,A,-16.053233344759438,C,D,A,D,-106.83948976867765,127.94489006286153,6.978875006238924,1
Married,D,B,E,E,55.98211745300922,E,D,C,A,-7.540204344127455,23.137719452751142,-245.30506321114268,1
Married,B,C,A,E,-89.70950962612656,D,B,C,D,-32.06149420743245,96.66287454411278,-24.537745317663028,0
Single,D,E,D,E,99.47611732600748,E,C,C,B,196.2965162390997,60.95871934390124,-14.104038980403585,0
Married,C,B,D,D,-53.65832308442445,B,B,E,B,-30.256232188498434,-238.26887767189504,5.6673647106429605,0
Single,D,B,A,D,25.839023056864402,C,E,A,B,99.16577384472448,201.5807332804788,102.95491958047525,1
Single,A,C,D,A,150.19383962215323,D,C,E,D,-98.28607442048425,130.84322386297663,14.172508385106768,0
Widowed,E,A,B,E,67.50382917268742,B,D,A,E,36.185772168468674,-40.71346519185364,-94.131350815457,1
Married,D,A,C,E,-83.73353555275614,A,A,B,D,-10.496819501159466,-91.3912457491005,-6.31547377799462,1
Widowed,E,C,D,B,-83.38803975591475,B,B,C,D,-11.280829105946856,55.85172354602125,-145.83278074616393,1
Divorced,C,C,A,A,38.98700755786219,C,D,A,A,-35.458001277501275,-89.94446514348863,13.534704481808783,1
Married,C,A,B,A,91.26432313267738,A,C,C,A,-49.90584001484255,-39.27164810635557,28.577434347743,0
Widowed,B,C,B,C,19.266492704547243,E,E,C,B,-22.0087968366142,-50.16834388635074,50.233181495477396,0
Divorced,A,B,C,E,-118.55841187894546,A,E,D,B,-150.597914598647,-112.42333068144193,-84.76982865886352,1
Widowed,D,E,D,B,-27.8037812281622,C,D,C,E,-55.65104024315999,-132.8009575974492,197.31200459792188,0
Widowed,E,B,B,A,69.09433071702122,B,A,B,C,-21.595265207541534,51.583142441989715,-210.19485817824807,0
Widowed,A,C,C,A,7.303391561380357,D,C,A,B,-40.000386731736086,-74.4983056721116,91.88024856179267,1
Single,B,E,C,A,10.539530262277973,C,B,A,E,-94.12634801184262,-54.89214456567622,54.270679287321855,1
Single,B,A,C,B,225.76601132508958,B,B,A,D,47.29808526751995,-39.48794828502258,4.0892896728727415,1
Married,E,B,E,E,-14.408555046133284,A,E,E,C,-215.4673582166092,144.05586960342458,-18.817857264906575,1
Married,C,C,B,A,-127.11656806521863,C,C,D,C,-12.077590401421514,34.64935139532411,-56.28692071483425,1
Single,C,B,A,E,91.94020585798913,B,B,A,A,-77.5641183752169,-9.935668109360126,37.34549057312886,1
Widowed,A,B,B,B,103.2420189859239,A,D,E,A,166.69538431150667,37.69117953527958,124.17990339086312,0
Single,D,D,C,C,-0.47161605346646457,D,E,C,A,-94.03128612617145,-0.7988036673457427,-37.77514956448822,0
Single,E,D,B,A,-34.786057164030524,C,B,C,D,47.09443310522854,-173.61687986984543,-25.024398422924083,0
Married,B,C,D,B,-67.83816791739943,D,C,E,B,158.16087748230376,-47.66618433023651,125.5405840942171,0
Single,A,D,D,C,-110.79667486984346,B,A,C,A,51.53940345316723,-110.19678956791712,-57.285945819447385,1
Single,A,A,E,B,-60.71300611425207,D,D,B,E,-104.68646680535166,35.01594389598805,131.9686176956463,1
Married,D,A,E,E,-13.378733502118937,E,C,B,E,-59.6252091094007,16.78661803449098,-112.93869486038759,0
Married,E,A,B,A,76.30222656885117,B,E,E,E,29.432303068394155,23.433654852157147,58.21462284610659,1
Single,C,C,E,E,-3.79726020435723,D,A,D,D,-12.97666729805982,106.81795192639463,92.9507230747961,0
Married,E,C,C,B,177.90690961608365,E,A,D,D,-42.48024375941832,-114.94136992670583,105.67158641168074,1
Married,A,B,C,D,57.1437721396015,A,B,E,E,-24.369419152144495,2.7784950209695007,42.92896963544491,0
Widowed,B,D,C,E,-72.98477138973367,D,B,A,D,195.30328187663432,42.293314745753435,-9.07363870146841,1
Divorced,D,B,E,E,-61.87214632119847,D,B,E,A,-22.1946181421194,-258.33319876912947,123.7726741203588,0
Married,D,B,D,B,-261.346409694511,D,B,C,D,-139.21578015139124,-134.43589679864468,0.4359711106563333,1
Married,E,A,C,D,17.03874885819246,B,A,A,C,77.84791929388135,45.53049587581476,-38.636794919223775,0
Single,B,D,C,E,-49.39974540314432,A,A,D,B,-62.16753195979655,10.763269244214898,-97.90147441367422,0
Widowed,A,D,D,C,-52.04621223175003,D,A,B,E,113.52733997882574,-46.31867844139006,-1.7415022816525245,1
Divorced,B,B,E,D,0.21871762537808395,E,A,C,B,12.820790592264922,-9.645950522826254,-8.645650966205213,1
Married,E,A,E,D,-125.23696147422001,C,B,D,C,78.84215841467359,-78.45360092429628,25.280956047849905,0
Single,D,C,B,C,17.358070118387925,E,E,E,B,-30.892534013744076,-14.561256342217035,30.479249752734816,0
Married,A,A,D,A,237.9513528282565,C,C,D,E,-107.0381125806179,196.98463384134263,-45.206039564086275,1
Single,D,B,A,D,-72.6572585107235,B,C,B,B,-46.86877063945328,3.9634467372170157,-81.35473155447451,1
Married,A,D,D,D,125.96078975064826,B,E,A,D,-145.0421632896288,-64.41903187350958,10.190341379600266,0
Single,C,C,A,D,-65.26921662706593,B,E,B,B,302.47106487131805,42.31960752526052,-251.41374250351447,1
Divorced,D,E,E,A,18.136294695912376,A,B,E,B,59.30316231630388,36.899239736516584,13.319134816051598,0
Divorced,C,E,C,A,104.65578890063854,C,E,A,A,82.96799420795007,56.8043921777192,74.66404152804704,0
Divorced,E,D,C,B,168.14186964158839,E,A,B,B,34.835604955166836,-11.711081800484683,72.10486053432399,0
Widowed,B,B,C,E,-116.20886295672581,C,C,B,C,-46.18583600535823,-52.82858144096804,-174.75147578444597,1
Married,C,A,A,A,-18.420457811415368,A,B,D,B,-37.92407291689337,-38.783218431408415,-97.7432693485779,1
Married,A,C,C,C,-115.15312171936853,B,B,A,A,54.845057478118164,-74.88423004077282,138.652413983325,1
Divorced,C,D,D,D,-57.4883687719549,C,C,A,A,-24.483601954864078,-55.32620795076761,-61.53418963381555,0
Divorced,B,C,D,D,69.74252676607864,A,D,C,E,-219.79797811610848,94.56914046169724,-23.845492651070813,1
Married,C,E,C,E,231.73054704418314,A,A,A,D,-182.85552450320083,-72.6271454466393,-174.96409700889748,1
Married,A,A,D,C,125.88082361276311,E,A,D,C,-24.2719616312838,-65.82561491845782,-255.4539585861059,1
Divorced,E,C,A,A,-18.400496333583924,B,C,C,D,74.21694782586943,-73.84764342385036,95.36960429507297,0
Married,D,D,D,D,9.469104062668372,B,D,A,E,-41.00799892779165,161.89996620933806,53.704673899909906,0
Widowed,E,A,A,A,63.137636651152896,D,C,B,A,-14.310988690341157,149.14854422060827,-196.06437802661193,0
